Country Code,Country,Date,Producer_Price_Index
FRA,France,2010-01-01,98.5
GBR,United Kingdom,2010-01-01,98.9
GEO,Georgia,2010-01-01,93.4
GHA,Ghana,2010-01-01,93.2
GRC,Greece,2010-01-01,97.3
HRV,Croatia,2010-01-01,97.3
HUN,Hungary,2010-01-01,95.3
IND,India,2010-01-01,86.6
IRL,Ireland,2010-01-01,99.8
IRN,"Iran, Islamic Rep.",2010-01-01,29.1
ISL,Iceland,2010-01-01,102.8
ISR,Israel,2010-01-01,98.4
ITA,Italy,2010-01-01,98.4
JOR,Jordan,2010-01-01,100.5
JPN,Japan,2010-01-01,99.0
KAZ,Kazakhstan,2010-01-01,94.5
KGZ,Kyrgyz Republic,2010-01-01,93.6
KOR,"Korea, Rep.",2010-01-01,97.6
LTU,Lithuania,2010-01-01,93.3
LUX,Luxembourg,2010-01-01,93.5
LVA,Latvia,2010-01-01,95.5
MAR,Morocco,2010-01-01,96.0
MEX,Mexico,2010-01-01,98.4
MKD,North Macedonia,2010-01-01,92.6
MLT,Malta,2010-01-01,99.3
MNE,Montenegro,2010-01-01,86.0
MUS,Mauritius,2010-01-01,97.9
MYS,Malaysia,2010-01-01,98.4
NIC,Nicaragua,2010-01-01,93.2
NLD,Netherlands,2010-01-01,95.1
NLD,Netherlands,2010-01-01,95.1
NOR,Norway,2010-01-01,91.8
NPL,Nepal,2010-01-01,198.7
PAK,Pakistan,2010-01-01,65.6
PER,Peru,2010-01-01,89.9
PHL,Philippines,2010-01-01,104.3
POL,Poland,2010-01-01,97.2
PRT,Portugal,2010-01-01,97.0
PRT,Portugal,2010-01-01,97.0
PRY,Paraguay,2010-01-01,95.5
ROU,Romania,2010-01-01,97.2
RUS,Russian Federation,2010-01-01,92.0
SEN,Senegal,2010-01-01,95.9
SGP,Singapore,2010-01-01,110.0
SLV,El Salvador,2010-01-01,99.2
SRB,Serbia,2010-01-01,92.8
SVK,Slovakia,2010-01-01,98.0
SVN,Slovenia,2010-01-01,97.6
SWE,Sweden,2010-01-01,100.3
THA,Thailand,2010-01-01,96.7
TJK,Tajikistan,2010-01-01,88.1
TUN,Tunisia,2010-01-01,96.5
TUR,Turkey,2010-01-01,95.4
UGA,Uganda,2010-01-01,97.9
UKR,Ukraine,2010-01-01,90.5
URY,Uruguay,2010-01-01,95.2
USA,United States,2010-01-01,99.0
UZB,Uzbekistan,2010-01-01,93.3
VEN,"Venezuela, RB",2010-01-01,0.0
ZAF,South Africa,2010-01-01,96.4
ZAF,South Africa,2010-01-01,43.7
ALB,Albania,2010-02-01,98.9
ARM,Armenia,2010-02-01,94.0
AUS,Australia,2010-02-01,96.9
AUT,Austria,2010-02-01,96.2
AUT,Austria,2010-02-01,96.2
AZE,Azerbaijan,2010-02-01,93.5
BEL,Belgium,2010-02-01,96.9
BGR,Bulgaria,2010-02-01,95.4
BIH,Bosnia and Herzegovina,2010-02-01,102.7
BLR,Belarus,2010-02-01,96.9
BRA,Brazil,2010-02-01,95.5
CAN,Canada,2010-02-01,99.0
CHE,Switzerland,2010-02-01,99.8
CHL,Chile,2010-02-01,93.5
CHN,China,2010-02-01,98.0
COL,Colombia,2010-02-01,99.5
CRI,Costa Rica,2010-02-01,87.9
CYP,Cyprus,2010-02-01,97.6
CZE,Czech Republic,2010-02-01,98.5
DEU,Germany,2010-02-01,98.1
DNK,Denmark,2010-02-01,98.0
ECU,Ecuador,2010-02-01,96.9
EGY,"Egypt, Arab Rep.",2010-02-01,78.5
ESP,Spain,2010-02-01,97.6
EST,Estonia,2010-02-01,97.8
FIN,Finland,2010-02-01,97.5
FRA,France,2010-02-01,98.7
GBR,United Kingdom,2010-02-01,99.2
GEO,Georgia,2010-02-01,94.3
GHA,Ghana,2010-02-01,93.1
GRC,Greece,2010-02-01,97.5
HRV,Croatia,2010-02-01,97.4
HUN,Hungary,2010-02-01,96.1
IND,India,2010-02-01,86.6
IRL,Ireland,2010-02-01,100.2
IRN,"Iran, Islamic Rep.",2010-02-01,29.4
ISL,Iceland,2010-02-01,103.6
ISR,Israel,2010-02-01,98.8
ITA,Italy,2010-02-01,98.5
JOR,Jordan,2010-02-01,101.0
JPN,Japan,2010-02-01,98.8
KAZ,Kazakhstan,2010-02-01,95.8
KGZ,Kyrgyz Republic,2010-02-01,96.5
KOR,"Korea, Rep.",2010-02-01,97.8
LTU,Lithuania,2010-02-01,95.2
LUX,Luxembourg,2010-02-01,94.1
LVA,Latvia,2010-02-01,95.7
MAR,Morocco,2010-02-01,97.0
MEX,Mexico,2010-02-01,98.9
MKD,North Macedonia,2010-02-01,93.4
MLT,Malta,2010-02-01,98.1
MNE,Montenegro,2010-02-01,85.3
MUS,Mauritius,2010-02-01,98.1
MYS,Malaysia,2010-02-01,98.4
NIC,Nicaragua,2010-02-01,94.7
NLD,Netherlands,2010-02-01,95.9
NLD,Netherlands,2010-02-01,95.9
NOR,Norway,2010-02-01,93.8
NPL,Nepal,2010-02-01,197.0
PAK,Pakistan,2010-02-01,66.2
PER,Peru,2010-02-01,89.9
PHL,Philippines,2010-02-01,101.9
POL,Poland,2010-02-01,97.1
PRT,Portugal,2010-02-01,96.9
PRT,Portugal,2010-02-01,96.9
PRY,Paraguay,2010-02-01,95.0
ROU,Romania,2010-02-01,97.4
RUS,Russian Federation,2010-02-01,93.9
SEN,Senegal,2010-02-01,97.6
SGP,Singapore,2010-02-01,109.8
SLV,El Salvador,2010-02-01,99.3
SRB,Serbia,2010-02-01,93.9
SVK,Slovakia,2010-02-01,97.5
SVN,Slovenia,2010-02-01,97.9
SWE,Sweden,2010-02-01,100.5
THA,Thailand,2010-02-01,97.8
TJK,Tajikistan,2010-02-01,90.3
TUN,Tunisia,2010-02-01,97.2
TUR,Turkey,2010-02-01,97.0
UGA,Uganda,2010-02-01,99.4
UKR,Ukraine,2010-02-01,92.2
URY,Uruguay,2010-02-01,95.2
USA,United States,2010-02-01,99.2
UZB,Uzbekistan,2010-02-01,93.9
VEN,"Venezuela, RB",2010-02-01,0.0
ZAF,South Africa,2010-02-01,96.9
ZAF,South Africa,2010-02-01,43.8
ALB,Albania,2010-03-01,99.9
ARM,Armenia,2010-03-01,96.7
AUS,Australia,2010-03-01,98.1
AUT,Austria,2010-03-01,97.6
AUT,Austria,2010-03-01,97.6
AZE,Azerbaijan,2010-03-01,98.2
BEL,Belgium,2010-03-01,98.1
BGR,Bulgaria,2010-03-01,96.7
BIH,Bosnia and Herzegovina,2010-03-01,101.6
BLR,Belarus,2010-03-01,98.1
BRA,Brazil,2010-03-01,96.1
CAN,Canada,2010-03-01,99.0
CHE,Switzerland,2010-03-01,100.0
CHL,Chile,2010-03-01,98.5
CHN,China,2010-03-01,98.4
COL,Colombia,2010-03-01,99.7
CRI,Costa Rica,2010-03-01,87.8
CYP,Cyprus,2010-03-01,97.9
CZE,Czech Republic,2010-03-01,98.6
DEU,Germany,2010-03-01,98.6
DNK,Denmark,2010-03-01,98.2
ECU,Ecuador,2010-03-01,98.1
EGY,"Egypt, Arab Rep.",2010-03-01,79.7
ESP,Spain,2010-03-01,98.3
EST,Estonia,2010-03-01,98.0
FIN,Finland,2010-03-01,97.8
FRA,France,2010-03-01,98.9
GBR,United Kingdom,2010-03-01,101.3
GEO,Georgia,2010-03-01,94.6
GHA,Ghana,2010-03-01,93.1
GRC,Greece,2010-03-01,99.0
HRV,Croatia,2010-03-01,98.5
HUN,Hungary,2010-03-01,95.9
IND,India,2010-03-01,87.3
IRL,Ireland,2010-03-01,99.8
IRN,"Iran, Islamic Rep.",2010-03-01,29.6
ISL,Iceland,2010-03-01,100.8
ISR,Israel,2010-03-01,100.0
ITA,Italy,2010-03-01,98.9
JOR,Jordan,2010-03-01,97.9
JPN,Japan,2010-03-01,98.8
KAZ,Kazakhstan,2010-03-01,95.8
KGZ,Kyrgyz Republic,2010-03-01,96.9
KOR,"Korea, Rep.",2010-03-01,98.3
LTU,Lithuania,2010-03-01,98.5
LUX,Luxembourg,2010-03-01,95.3
LVA,Latvia,2010-03-01,96.4
MAR,Morocco,2010-03-01,98.6
MEX,Mexico,2010-03-01,99.5
MKD,North Macedonia,2010-03-01,96.3
MLT,Malta,2010-03-01,99.9
MNE,Montenegro,2010-03-01,84.9
MUS,Mauritius,2010-03-01,98.2
MYS,Malaysia,2010-03-01,99.9
NIC,Nicaragua,2010-03-01,96.3
NLD,Netherlands,2010-03-01,97.6
NLD,Netherlands,2010-03-01,97.6
NOR,Norway,2010-03-01,96.0
NPL,Nepal,2010-03-01,197.6
PAK,Pakistan,2010-03-01,67.2
PER,Peru,2010-03-01,90.2
PHL,Philippines,2010-03-01,102.0
POL,Poland,2010-03-01,96.9
PRT,Portugal,2010-03-01,98.9
PRT,Portugal,2010-03-01,98.9
PRY,Paraguay,2010-03-01,96.6
QAT,Qatar,2010-03-01,96.9
ROU,Romania,2010-03-01,97.8
RUS,Russian Federation,2010-03-01,95.6
SEN,Senegal,2010-03-01,98.3
SGP,Singapore,2010-03-01,110.3
SLV,El Salvador,2010-03-01,99.7
SRB,Serbia,2010-03-01,96.3
SVK,Slovakia,2010-03-01,98.3
SVN,Slovenia,2010-03-01,98.2
SWE,Sweden,2010-03-01,99.0
THA,Thailand,2010-03-01,99.3
TJK,Tajikistan,2010-03-01,93.3
TUN,Tunisia,2010-03-01,97.8
TUR,Turkey,2010-03-01,98.8
UGA,Uganda,2010-03-01,101.6
UKR,Ukraine,2010-03-01,95.0
URY,Uruguay,2010-03-01,94.3
USA,United States,2010-03-01,99.0
UZB,Uzbekistan,2010-03-01,94.4
VEN,"Venezuela, RB",2010-03-01,0.0
ZAF,South Africa,2010-03-01,98.1
ZAF,South Africa,2010-03-01,43.9
ALB,Albania,2010-04-01,99.6
ARM,Armenia,2010-04-01,101.6
AUS,Australia,2010-04-01,99.2
AUT,Austria,2010-04-01,100.1
AUT,Austria,2010-04-01,100.1
AZE,Azerbaijan,2010-04-01,105.0
BEL,Belgium,2010-04-01,99.2
BGR,Bulgaria,2010-04-01,98.7
BIH,Bosnia and Herzegovina,2010-04-01,99.2
BLR,Belarus,2010-04-01,99.2
BRA,Brazil,2010-04-01,96.7
CAN,Canada,2010-04-01,99.5
CHE,Switzerland,2010-04-01,100.4
CHL,Chile,2010-04-01,101.6
CHN,China,2010-04-01,99.5
COL,Colombia,2010-04-01,100.5
CRI,Costa Rica,2010-04-01,87.1
CYP,Cyprus,2010-04-01,98.3
CZE,Czech Republic,2010-04-01,99.3
DEU,Germany,2010-04-01,99.3
DNK,Denmark,2010-04-01,99.6
ECU,Ecuador,2010-04-01,99.2
EGY,"Egypt, Arab Rep.",2010-04-01,82.8
ESP,Spain,2010-04-01,99.6
EST,Estonia,2010-04-01,98.9
FIN,Finland,2010-04-01,98.3
FRA,France,2010-04-01,99.6
GBR,United Kingdom,2010-04-01,101.4
GEO,Georgia,2010-04-01,97.4
GHA,Ghana,2010-04-01,93.1
GRC,Greece,2010-04-01,100.4
HRV,Croatia,2010-04-01,99.5
HUN,Hungary,2010-04-01,97.4
IND,India,2010-04-01,88.8
IRL,Ireland,2010-04-01,100.9
IRN,"Iran, Islamic Rep.",2010-04-01,29.9
ISL,Iceland,2010-04-01,103.4
ISR,Israel,2010-04-01,101.2
ITA,Italy,2010-04-01,99.6
JOR,Jordan,2010-04-01,99.4
JPN,Japan,2010-04-01,99.0
KAZ,Kazakhstan,2010-04-01,98.8
KGZ,Kyrgyz Republic,2010-04-01,93.6
KOR,"Korea, Rep.",2010-04-01,99.0
LTU,Lithuania,2010-04-01,100.2
LUX,Luxembourg,2010-04-01,97.0
LVA,Latvia,2010-04-01,98.6
MAR,Morocco,2010-04-01,100.0
MEX,Mexico,2010-04-01,99.3
MKD,North Macedonia,2010-04-01,100.3
MLT,Malta,2010-04-01,99.4
MNE,Montenegro,2010-04-01,86.2
MUS,Mauritius,2010-04-01,99.0
MYS,Malaysia,2010-04-01,99.8
NIC,Nicaragua,2010-04-01,95.8
NLD,Netherlands,2010-04-01,100.0
NLD,Netherlands,2010-04-01,100.0
NOR,Norway,2010-04-01,99.4
NPL,Nepal,2010-04-01,200.4
PAK,Pakistan,2010-04-01,68.5
PER,Peru,2010-04-01,90.4
PHL,Philippines,2010-04-01,99.1
POL,Poland,2010-04-01,98.2
PRT,Portugal,2010-04-01,99.8
PRT,Portugal,2010-04-01,99.8
PRY,Paraguay,2010-04-01,97.5
ROU,Romania,2010-04-01,98.6
RUS,Russian Federation,2010-04-01,98.6
SEN,Senegal,2010-04-01,99.3
SGP,Singapore,2010-04-01,112.1
SLV,El Salvador,2010-04-01,100.6
SRB,Serbia,2010-04-01,97.4
SVK,Slovakia,2010-04-01,99.1
SVN,Slovenia,2010-04-01,98.9
SWE,Sweden,2010-04-01,98.9
THA,Thailand,2010-04-01,100.0
TJK,Tajikistan,2010-04-01,95.3
TUN,Tunisia,2010-04-01,98.7
TUR,Turkey,2010-04-01,101.2
UGA,Uganda,2010-04-01,102.7
UKR,Ukraine,2010-04-01,97.8
URY,Uruguay,2010-04-01,94.0
USA,United States,2010-04-01,99.1
UZB,Uzbekistan,2010-04-01,97.8
VEN,"Venezuela, RB",2010-04-01,0.0
ZAF,South Africa,2010-04-01,99.2
ZAF,South Africa,2010-04-01,44.3
ALB,Albania,2010-05-01,99.2
ARM,Armenia,2010-05-01,100.9
AUS,Australia,2010-05-01,100.0
AUT,Austria,2010-05-01,100.5
AUT,Austria,2010-05-01,100.5
AZE,Azerbaijan,2010-05-01,93.6
BEL,Belgium,2010-05-01,100.0
BGR,Bulgaria,2010-05-01,100.8
BIH,Bosnia and Herzegovina,2010-05-01,98.9
BLR,Belarus,2010-05-01,100.0
BRA,Brazil,2010-05-01,98.7
CAN,Canada,2010-05-01,99.9
CHE,Switzerland,2010-05-01,100.5
CHL,Chile,2010-05-01,95.7
CHN,China,2010-05-01,99.8
COL,Colombia,2010-05-01,101.6
CRI,Costa Rica,2010-05-01,87.4
CYP,Cyprus,2010-05-01,100.2
CZE,Czech Republic,2010-05-01,100.0
DEU,Germany,2010-05-01,99.8
DNK,Denmark,2010-05-01,100.1
ECU,Ecuador,2010-05-01,100.0
EGY,"Egypt, Arab Rep.",2010-05-01,81.3
ESP,Spain,2010-05-01,100.2
EST,Estonia,2010-05-01,99.7
FIN,Finland,2010-05-01,99.6
FRA,France,2010-05-01,99.6
GBR,United Kingdom,2010-05-01,99.8
GEO,Georgia,2010-05-01,99.5
GHA,Ghana,2010-05-01,94.1
GRC,Greece,2010-05-01,99.9
HRV,Croatia,2010-05-01,100.0
HUN,Hungary,2010-05-01,101.1
IND,India,2010-05-01,89.1
IRL,Ireland,2010-05-01,100.8
IRN,"Iran, Islamic Rep.",2010-05-01,30.3
ISL,Iceland,2010-05-01,104.6
ISR,Israel,2010-05-01,101.6
ITA,Italy,2010-05-01,100.3
JOR,Jordan,2010-05-01,100.7
JPN,Japan,2010-05-01,99.0
KAZ,Kazakhstan,2010-05-01,104.0
KGZ,Kyrgyz Republic,2010-05-01,96.0
KOR,"Korea, Rep.",2010-05-01,99.8
LTU,Lithuania,2010-05-01,100.4
LUX,Luxembourg,2010-05-01,100.4
LVA,Latvia,2010-05-01,100.3
MAR,Morocco,2010-05-01,101.3
MEX,Mexico,2010-05-01,99.6
MKD,North Macedonia,2010-05-01,102.8
MLT,Malta,2010-05-01,99.7
MNE,Montenegro,2010-05-01,89.5
MUS,Mauritius,2010-05-01,99.9
MYS,Malaysia,2010-05-01,98.6
NIC,Nicaragua,2010-05-01,96.7
NLD,Netherlands,2010-05-01,100.5
NLD,Netherlands,2010-05-01,100.5
NOR,Norway,2010-05-01,98.9
NPL,Nepal,2010-05-01,205.2
PAK,Pakistan,2010-05-01,69.3
PER,Peru,2010-05-01,91.1
PHL,Philippines,2010-05-01,99.2
POL,Poland,2010-05-01,100.2
PRT,Portugal,2010-05-01,99.9
PRT,Portugal,2010-05-01,99.9
PRY,Paraguay,2010-05-01,97.0
ROU,Romania,2010-05-01,99.3
RUS,Russian Federation,2010-05-01,101.3
SEN,Senegal,2010-05-01,99.8
SGP,Singapore,2010-05-01,110.1
SLV,El Salvador,2010-05-01,100.7
SRB,Serbia,2010-05-01,98.5
SVK,Slovakia,2010-05-01,100.1
SVN,Slovenia,2010-05-01,100.2
SWE,Sweden,2010-05-01,98.9
THA,Thailand,2010-05-01,99.6
TJK,Tajikistan,2010-05-01,94.8
TUN,Tunisia,2010-05-01,100.7
TUR,Turkey,2010-05-01,100.0
UGA,Uganda,2010-05-01,103.7
UKR,Ukraine,2010-05-01,102.1
URY,Uruguay,2010-05-01,95.2
USA,United States,2010-05-01,99.3
UZB,Uzbekistan,2010-05-01,98.3
VEN,"Venezuela, RB",2010-05-01,0.0
ZAF,South Africa,2010-05-01,100.0
ZAF,South Africa,2010-05-01,44.6
ALB,Albania,2010-06-01,99.5
ARM,Armenia,2010-06-01,98.7
AUS,Australia,2010-06-01,100.3
AUT,Austria,2010-06-01,100.2
AUT,Austria,2010-06-01,100.2
AZE,Azerbaijan,2010-06-01,96.6
BEL,Belgium,2010-06-01,100.3
BGR,Bulgaria,2010-06-01,100.6
BIH,Bosnia and Herzegovina,2010-06-01,99.0
BLR,Belarus,2010-06-01,100.3
BRA,Brazil,2010-06-01,99.1
CAN,Canada,2010-06-01,99.1
CHE,Switzerland,2010-06-01,100.3
CHL,Chile,2010-06-01,93.5
CHN,China,2010-06-01,99.5
COL,Colombia,2010-06-01,100.3
CRI,Costa Rica,2010-06-01,88.0
CYP,Cyprus,2010-06-01,100.3
CZE,Czech Republic,2010-06-01,100.5
DEU,Germany,2010-06-01,100.3
DNK,Denmark,2010-06-01,99.2
ECU,Ecuador,2010-06-01,100.3
EGY,"Egypt, Arab Rep.",2010-06-01,81.4
ESP,Spain,2010-06-01,100.4
EST,Estonia,2010-06-01,99.6
FIN,Finland,2010-06-01,100.1
FRA,France,2010-06-01,99.9
GBR,United Kingdom,2010-06-01,99.4
GEO,Georgia,2010-06-01,100.3
GHA,Ghana,2010-06-01,103.9
GRC,Greece,2010-06-01,100.7
HRV,Croatia,2010-06-01,100.2
HUN,Hungary,2010-06-01,102.5
IND,India,2010-06-01,89.5
IRL,Ireland,2010-06-01,100.3
IRN,"Iran, Islamic Rep.",2010-06-01,30.3
ISL,Iceland,2010-06-01,98.9
ISR,Israel,2010-06-01,99.6
ITA,Italy,2010-06-01,100.4
JOR,Jordan,2010-06-01,99.9
JPN,Japan,2010-06-01,98.8
KAZ,Kazakhstan,2010-06-01,98.1
KGZ,Kyrgyz Republic,2010-06-01,98.2
KOR,"Korea, Rep.",2010-06-01,99.9
LTU,Lithuania,2010-06-01,101.1
LUX,Luxembourg,2010-06-01,103.1
LVA,Latvia,2010-06-01,101.4
MAR,Morocco,2010-06-01,100.1
MEX,Mexico,2010-06-01,99.8
MKD,North Macedonia,2010-06-01,102.2
MLT,Malta,2010-06-01,101.5
MNE,Montenegro,2010-06-01,88.8
MUS,Mauritius,2010-06-01,100.5
MYS,Malaysia,2010-06-01,99.0
NIC,Nicaragua,2010-06-01,96.6
NLD,Netherlands,2010-06-01,101.0
NLD,Netherlands,2010-06-01,101.0
NOR,Norway,2010-06-01,101.1
NPL,Nepal,2010-06-01,211.8
PAK,Pakistan,2010-06-01,69.4
PER,Peru,2010-06-01,91.2
PHL,Philippines,2010-06-01,100.0
POL,Poland,2010-06-01,101.2
PRT,Portugal,2010-06-01,99.7
PRT,Portugal,2010-06-01,99.7
PRY,Paraguay,2010-06-01,97.2
QAT,Qatar,2010-06-01,98.6
ROU,Romania,2010-06-01,99.6
RUS,Russian Federation,2010-06-01,98.2
SEN,Senegal,2010-06-01,100.5
SGP,Singapore,2010-06-01,108.6
SLV,El Salvador,2010-06-01,100.5
SRB,Serbia,2010-06-01,100.1
SVK,Slovakia,2010-06-01,100.4
SVN,Slovenia,2010-06-01,100.5
SWE,Sweden,2010-06-01,100.2
THA,Thailand,2010-06-01,101.5
TJK,Tajikistan,2010-06-01,94.4
TUN,Tunisia,2010-06-01,101.4
TUR,Turkey,2010-06-01,99.5
UGA,Uganda,2010-06-01,106.0
UKR,Ukraine,2010-06-01,101.6
URY,Uruguay,2010-06-01,96.6
USA,United States,2010-06-01,99.4
UZB,Uzbekistan,2010-06-01,99.4
VEN,"Venezuela, RB",2010-06-01,0.0
ZAF,South Africa,2010-06-01,100.3
ZAF,South Africa,2010-06-01,45.1
ALB,Albania,2010-07-01,100.1
ARM,Armenia,2010-07-01,96.6
AUS,Australia,2010-07-01,100.2
AUT,Austria,2010-07-01,99.6
AUT,Austria,2010-07-01,99.6
AZE,Azerbaijan,2010-07-01,99.1
BEL,Belgium,2010-07-01,100.2
BGR,Bulgaria,2010-07-01,100.7
BIH,Bosnia and Herzegovina,2010-07-01,98.7
BLR,Belarus,2010-07-01,100.2
BRA,Brazil,2010-07-01,99.5
CAN,Canada,2010-07-01,99.0
CHE,Switzerland,2010-07-01,100.0
CHL,Chile,2010-07-01,95.2
CHN,China,2010-07-01,99.1
COL,Colombia,2010-07-01,99.5
CRI,Costa Rica,2010-07-01,87.9
CYP,Cyprus,2010-07-01,101.6
CZE,Czech Republic,2010-07-01,100.5
DEU,Germany,2010-07-01,100.6
DNK,Denmark,2010-07-01,99.8
ECU,Ecuador,2010-07-01,100.2
EGY,"Egypt, Arab Rep.",2010-07-01,83.0
ESP,Spain,2010-07-01,100.3
EST,Estonia,2010-07-01,100.2
FIN,Finland,2010-07-01,100.4
FRA,France,2010-07-01,100.1
GBR,United Kingdom,2010-07-01,99.1
GEO,Georgia,2010-07-01,99.5
GHA,Ghana,2010-07-01,103.7
GRC,Greece,2010-07-01,99.6
HRV,Croatia,2010-07-01,99.8
HUN,Hungary,2010-07-01,102.7
IND,India,2010-07-01,90.3
IRL,Ireland,2010-07-01,100.1
IRN,"Iran, Islamic Rep.",2010-07-01,30.5
ISL,Iceland,2010-07-01,95.7
ISR,Israel,2010-07-01,100.0
ITA,Italy,2010-07-01,100.5
JOR,Jordan,2010-07-01,97.9
JPN,Japan,2010-07-01,98.4
KAZ,Kazakhstan,2010-07-01,98.1
KGZ,Kyrgyz Republic,2010-07-01,98.9
KOR,"Korea, Rep.",2010-07-01,100.2
LTU,Lithuania,2010-07-01,100.1
LUX,Luxembourg,2010-07-01,103.3
LVA,Latvia,2010-07-01,101.6
MAR,Morocco,2010-07-01,100.5
MEX,Mexico,2010-07-01,100.3
MKD,North Macedonia,2010-07-01,101.2
MLT,Malta,2010-07-01,100.3
MNE,Montenegro,2010-07-01,88.0
MUS,Mauritius,2010-07-01,100.4
MYS,Malaysia,2010-07-01,98.5
NIC,Nicaragua,2010-07-01,98.1
NLD,Netherlands,2010-07-01,100.1
NLD,Netherlands,2010-07-01,100.1
NOR,Norway,2010-07-01,101.1
NPL,Nepal,2010-07-01,218.4
PAK,Pakistan,2010-07-01,70.6
PER,Peru,2010-07-01,91.2
PHL,Philippines,2010-07-01,100.0
POL,Poland,2010-07-01,101.3
PRT,Portugal,2010-07-01,100.4
PRT,Portugal,2010-07-01,100.4
PRY,Paraguay,2010-07-01,98.3
ROU,Romania,2010-07-01,100.2
RUS,Russian Federation,2010-07-01,98.8
SEN,Senegal,2010-07-01,100.8
SGP,Singapore,2010-07-01,106.6
SLV,El Salvador,2010-07-01,99.4
SRB,Serbia,2010-07-01,100.5
SVK,Slovakia,2010-07-01,101.1
SVN,Slovenia,2010-07-01,100.7
SWE,Sweden,2010-07-01,100.3
THA,Thailand,2010-07-01,99.7
TJK,Tajikistan,2010-07-01,95.1
TUN,Tunisia,2010-07-01,101.2
TUR,Turkey,2010-07-01,99.3
UGA,Uganda,2010-07-01,107.0
UKR,Ukraine,2010-07-01,101.4
URY,Uruguay,2010-07-01,102.2
USA,United States,2010-07-01,99.9
UZB,Uzbekistan,2010-07-01,100.4
VEN,"Venezuela, RB",2010-07-01,0.0
ZAF,South Africa,2010-07-01,100.2
ZAF,South Africa,2010-07-01,45.1
ALB,Albania,2010-08-01,100.3
ARM,Armenia,2010-08-01,99.8
AUS,Australia,2010-08-01,100.7
AUT,Austria,2010-08-01,100.6
AUT,Austria,2010-08-01,100.6
AZE,Azerbaijan,2010-08-01,99.0
BEL,Belgium,2010-08-01,100.7
BGR,Bulgaria,2010-08-01,101.7
BIH,Bosnia and Herzegovina,2010-08-01,98.3
BLR,Belarus,2010-08-01,100.7
BRA,Brazil,2010-08-01,101.2
CAN,Canada,2010-08-01,99.4
CHE,Switzerland,2010-08-01,100.1
CHL,Chile,2010-08-01,99.0
CHN,China,2010-08-01,99.5
COL,Colombia,2010-08-01,99.0
CRI,Costa Rica,2010-08-01,87.3
CYP,Cyprus,2010-08-01,101.7
CZE,Czech Republic,2010-08-01,100.1
DEU,Germany,2010-08-01,100.6
DNK,Denmark,2010-08-01,100.0
ECU,Ecuador,2010-08-01,100.7
EGY,"Egypt, Arab Rep.",2010-08-01,85.3
ESP,Spain,2010-08-01,100.5
EST,Estonia,2010-08-01,101.0
FIN,Finland,2010-08-01,100.9
FRA,France,2010-08-01,100.1
GBR,United Kingdom,2010-08-01,98.7
GEO,Georgia,2010-08-01,102.1
GHA,Ghana,2010-08-01,103.2
GRC,Greece,2010-08-01,99.8
HRV,Croatia,2010-08-01,100.2
HUN,Hungary,2010-08-01,102.5
IND,India,2010-08-01,90.4
IRL,Ireland,2010-08-01,100.3
IRN,"Iran, Islamic Rep.",2010-08-01,31.2
ISL,Iceland,2010-08-01,94.8
ISR,Israel,2010-08-01,100.4
ITA,Italy,2010-08-01,100.7
JOR,Jordan,2010-08-01,97.8
JPN,Japan,2010-08-01,98.3
KAZ,Kazakhstan,2010-08-01,99.5
KGZ,Kyrgyz Republic,2010-08-01,98.2
KOR,"Korea, Rep.",2010-08-01,100.5
LTU,Lithuania,2010-08-01,100.1
LUX,Luxembourg,2010-08-01,102.5
LVA,Latvia,2010-08-01,102.1
MAR,Morocco,2010-08-01,100.2
MEX,Mexico,2010-08-01,100.4
MKD,North Macedonia,2010-08-01,98.9
MLT,Malta,2010-08-01,99.3
MNE,Montenegro,2010-08-01,88.3
MUS,Mauritius,2010-08-01,100.5
MYS,Malaysia,2010-08-01,99.0
NIC,Nicaragua,2010-08-01,101.3
NLD,Netherlands,2010-08-01,100.2
NLD,Netherlands,2010-08-01,100.2
NOR,Norway,2010-08-01,101.4
NPL,Nepal,2010-08-01,219.6
PAK,Pakistan,2010-08-01,71.9
PER,Peru,2010-08-01,91.6
PHL,Philippines,2010-08-01,99.2
POL,Poland,2010-08-01,101.1
PRT,Portugal,2010-08-01,100.5
PRT,Portugal,2010-08-01,100.5
PRY,Paraguay,2010-08-01,99.6
ROU,Romania,2010-08-01,100.4
RUS,Russian Federation,2010-08-01,102.0
SEN,Senegal,2010-08-01,100.4
SGP,Singapore,2010-08-01,106.6
SLV,El Salvador,2010-08-01,99.5
SRB,Serbia,2010-08-01,101.8
SVK,Slovakia,2010-08-01,101.1
SVN,Slovenia,2010-08-01,100.9
SWE,Sweden,2010-08-01,99.7
THA,Thailand,2010-08-01,99.9
TJK,Tajikistan,2010-08-01,97.6
TUN,Tunisia,2010-08-01,100.6
TUR,Turkey,2010-08-01,100.5
UGA,Uganda,2010-08-01,107.3
UKR,Ukraine,2010-08-01,102.2
URY,Uruguay,2010-08-01,105.5
USA,United States,2010-08-01,100.0
UZB,Uzbekistan,2010-08-01,101.4
VEN,"Venezuela, RB",2010-08-01,0.0
ZAF,South Africa,2010-08-01,100.7
ZAF,South Africa,2010-08-01,44.8
ALB,Albania,2010-09-01,100.6
ARM,Armenia,2010-09-01,102.9
AUS,Australia,2010-09-01,101.4
AUT,Austria,2010-09-01,101.6
AUT,Austria,2010-09-01,101.6
AZE,Azerbaijan,2010-09-01,97.9
