Country Code,Country,Date,Food_Price_Index
MLT,Malta,2008-01-01,72.99
MNG,Mongolia,2008-01-01,36.7
MOZ,Mozambique,2008-01-01,45.8
MUS,Mauritius,2008-01-01,72.4
MYS,Malaysia,2008-01-01,89.3
NAM,Namibia,2008-01-01,69.3
NER,Niger,2008-01-01,76.6
NGA,Nigeria,2008-01-01,76.5
NLD,Netherlands,2008-01-01,90.6
NOR,Norway,2008-01-01,86.5
NZL,New Zealand,2008-01-01,85.2
OMN,Oman,2008-01-01,83.2
PHL,Philippines,2008-01-01,63.8
POL,Poland,2008-01-01,85.1
PRT,Portugal,2008-01-01,95.8
PRY,Paraguay,2008-01-01,61.0
ROU,Romania,2008-01-01,92.204
RUS,Russian Federation,2008-01-01,48.3711
RWA,Rwanda,2008-01-01,58.0
SAU,Saudi Arabia,2008-01-01,73.1
SDN,Sudan,2008-01-01,106.1
SEN,Senegal,2008-01-01,83.5
SGP,Singapore,2008-01-01,78.4
SHN,Saint Helena,2008-01-01,57.4
SLE,Sierra Leone,2008-01-01,25.2
SRB,Serbia,2008-01-01,123.4
SUR,Suriname,2008-01-01,41.2
SVK,Slovakia,2008-01-01,88.9
SVN,Slovenia,2008-01-01,86.4
SWE,Sweden,2008-01-01,87.2
SYC,Seychelles,2008-01-01,59.0
TGO,Togo,2008-01-01,80.6
THA,Thailand,2008-01-01,66.8
TTO,Trinidad and Tobago,2008-01-01,38.6
TUN,Tunisia,2008-01-01,67.9
TUR,Turkey,2008-01-01,52.1
TWN,"Taiwan, China",2008-01-01,73.9
UKR,Ukraine,2008-01-01,71.4
URY,Uruguay,2008-01-01,29.17
USA,United States,2008-01-01,85.5
VNM,Vietnam,2008-01-01,44.8
VUT,Vanuatu,2008-01-01,120.5
WSM,Samoa,2008-01-01,76.5
XKX,Kosovo,2008-01-01,86.1
ZAF,South Africa,2008-01-01,61.8
ALB,Albania,2008-04-01,65.5
ARE,United Arab Emirates,2008-04-01,74.61
ARM,Armenia,2008-04-01,73.3
AUS,Australia,2008-04-01,89.4
AUT,Austria,2008-04-01,86.6
AZE,Azerbaijan,2008-04-01,171.5
BDI,Burundi,2008-04-01,51.7
BEL,Belgium,2008-04-01,88.6
BEN,Benin,2008-04-01,80.9
BGD,Bangladesh,2008-04-01,137.51
BGR,Bulgaria,2008-04-01,4930.6
BIH,Bosnia and Herzegovina,2008-04-01,98.3
BLR,Belarus,2008-04-01,11.6
BOL,Bolivia,2008-04-01,59.4
BRA,Brazil,2008-04-01,56.956
BWA,Botswana,2008-04-01,60.9
CAN,Canada,2008-04-01,80.8
CHE,Switzerland,2008-04-01,104.0
CHL,Chile,2008-04-01,66.9
CHN,China,2008-04-01,72.0
CIV,C̫te d'Ivoire,2008-04-01,89.9
COG,"Congo, Rep.",2008-04-01,78.6
COL,Colombia,2008-04-01,65.3
COL,Colombia,2008-04-01,79.4
CPV,Cabo Verde,2008-04-01,87.7
CRI,Costa Rica,2008-04-01,69.5
CYM,Cayman Islands,2008-04-01,100.0
CYP,Cyprus,2008-04-01,91.2
CZE,Czech Republic,2008-04-01,87.7
DEU,Germany,2008-04-01,89.5
DNK,Denmark,2008-04-01,91.5
DOM,Dominican Republic,2008-04-01,60.5
DZA,Algeria,2008-04-01,127.7
ECU,Ecuador,2008-04-01,74.6
EGY,"Egypt, Arab Rep.",2008-04-01,20.8
ESP,Spain,2008-04-01,94.0
EST,Estonia,2008-04-01,86.9
ETH,Ethiopia,2008-04-01,37.5
FIN,Finland,2008-04-01,87.2
FJI,Fiji,2008-04-01,76.4
FRA,France,2008-04-01,94.4
FRO,Faroe Islands,2008-04-01,119.4
GBR,United Kingdom,2008-04-01,82.3
GEO,Georgia,2008-04-01,87.9
GHA,Ghana,2008-04-01,40.6
GIN,Guinea,2008-04-01,43.0
GMB,"Gambia, The",2008-04-01,45.3
GNB,Guinea-Bissau,2008-04-01,88.0
GRC,Greece,2008-04-01,94.0
GRD,Grenada,2008-04-01,99.1
GTM,Guatemala,2008-04-01,91.6
HKG,"Hong Kong SAR, China",2008-04-01,63.6
HND,Honduras,2008-04-01,189.6
HRV,Croatia,2008-04-01,90.9
HTI,Haiti,2008-04-01,54.4
HUN,Hungary,2008-04-01,82.0
IDN,Indonesia,2008-04-01,43.14
IRL,Ireland,2008-04-01,111.0
ISL,Iceland,2008-04-01,66.5
ISR,Israel,2008-04-01,90.0
ITA,Italy,2008-04-01,89.9
JAM,Jamaica,2008-04-01,40.8
JOR,Jordan,2008-04-01,80.4
JPN,Japan,2008-04-01,93.1
KGZ,Kyrgyz Republic,2008-04-01,167.2
KHM,Cambodia,2008-04-01,154.6
KNA,St. Kitts and Nevis,2008-04-01,94.6
KOR,"Korea, Rep.",2008-04-01,74.4
LAO,"Lao, PDR",2008-04-01,60.9
LBN,Lebanon,2008-04-01,77.2
LCA,St. Lucia,2008-04-01,82.7
LSO,Lesotho,2008-04-01,55.0
LTU,Lithuania,2008-04-01,87.1
LUX,Luxembourg,2008-04-01,88.2
LVA,Latvia,2008-04-01,90.8
MAC,"Macao SAR, China",2008-04-01,59.5
MAR,Morocco,2008-04-01,90.0
MDA,"Moldova, Rep.",2008-04-01,1814.07
MDG,Madagascar,2008-04-01,56.8
MDV,Maldives,2008-04-01,52.33
MEX,Mexico,2008-04-01,68.0
MKD,North Macedonia,2008-04-01,102.7
MLT,Malta,2008-04-01,73.07
MNG,Mongolia,2008-04-01,45.2
MOZ,Mozambique,2008-04-01,46.6
MUS,Mauritius,2008-04-01,74.7
MYS,Malaysia,2008-04-01,92.1
NAM,Namibia,2008-04-01,72.7
NER,Niger,2008-04-01,78.7
NGA,Nigeria,2008-04-01,81.8
NLD,Netherlands,2008-04-01,92.2
NOR,Norway,2008-04-01,88.1
NZL,New Zealand,2008-04-01,87.1
OMN,Oman,2008-04-01,87.6
PHL,Philippines,2008-04-01,67.6
POL,Poland,2008-04-01,86.5
PRT,Portugal,2008-04-01,97.4
PRY,Paraguay,2008-04-01,62.6
ROU,Romania,2008-04-01,94.255
RUS,Russian Federation,2008-04-01,50.9515
RWA,Rwanda,2008-04-01,62.3
SAU,Saudi Arabia,2008-04-01,75.76
SDN,Sudan,2008-04-01,114.7
SEN,Senegal,2008-04-01,86.8
SGP,Singapore,2008-04-01,79.764
SHN,Saint Helena,2008-04-01,58.9
SLE,Sierra Leone,2008-04-01,25.7
SRB,Serbia,2008-04-01,134.3
SUR,Suriname,2008-04-01,45.4
SVK,Slovakia,2008-04-01,91.1
SVN,Slovenia,2008-04-01,87.6
SWE,Sweden,2008-04-01,88.7
SYC,Seychelles,2008-04-01,60.1
TGO,Togo,2008-04-01,91.3
THA,Thailand,2008-04-01,70.1
TTO,Trinidad and Tobago,2008-04-01,40.4
TUN,Tunisia,2008-04-01,67.6
TUR,Turkey,2008-04-01,53.4
TWN,"Taiwan, China",2008-04-01,75.78
UKR,Ukraine,2008-04-01,80.0
URY,Uruguay,2008-04-01,30.39
USA,United States,2008-04-01,87.3
VNM,Vietnam,2008-04-01,51.3
VUT,Vanuatu,2008-04-01,123.6
WSM,Samoa,2008-04-01,77.7
XKX,Kosovo,2008-04-01,88.9
ZAF,South Africa,2008-04-01,64.4
ALB,Albania,2008-07-01,63.9
ARE,United Arab Emirates,2008-07-01,75.81
ARM,Armenia,2008-07-01,74.2
AUS,Australia,2008-07-01,90.7
AUT,Austria,2008-07-01,86.4
AZE,Azerbaijan,2008-07-01,170.9
BDI,Burundi,2008-07-01,54.3
BEL,Belgium,2008-07-01,88.9
BEN,Benin,2008-07-01,86.5
BGD,Bangladesh,2008-07-01,140.55
BGR,Bulgaria,2008-07-01,4857.4
BIH,Bosnia and Herzegovina,2008-07-01,98.0
BLR,Belarus,2008-07-01,11.8
BOL,Bolivia,2008-07-01,61.9
BRA,Brazil,2008-07-01,59.054
BWA,Botswana,2008-07-01,64.2
CAN,Canada,2008-07-01,82.4
CHE,Switzerland,2008-07-01,104.9
CHL,Chile,2008-07-01,70.2
CHN,China,2008-07-01,71.0
CIV,C̫te d'Ivoire,2008-07-01,92.5
COG,"Congo, Rep.",2008-07-01,82.6
COL,Colombia,2008-07-01,67.6
COL,Colombia,2008-07-01,81.5
CPV,Cabo Verde,2008-07-01,90.8
CRI,Costa Rica,2008-07-01,74.0
CYM,Cayman Islands,2008-07-01,104.5
CYP,Cyprus,2008-07-01,94.0
CZE,Czech Republic,2008-07-01,86.5
DEU,Germany,2008-07-01,89.4
DNK,Denmark,2008-07-01,92.4
DOM,Dominican Republic,2008-07-01,62.9
DZA,Algeria,2008-07-01,127.8
ECU,Ecuador,2008-07-01,77.8
EGY,"Egypt, Arab Rep.",2008-07-01,21.8
ESP,Spain,2008-07-01,94.7
EST,Estonia,2008-07-01,86.3
ETH,Ethiopia,2008-07-01,48.1
FIN,Finland,2008-07-01,88.0
FJI,Fiji,2008-07-01,76.4
FRA,France,2008-07-01,94.1
FRO,Faroe Islands,2008-07-01,123.3
GBR,United Kingdom,2008-07-01,85.2
GEO,Georgia,2008-07-01,88.2
GHA,Ghana,2008-07-01,41.7
GIN,Guinea,2008-07-01,44.4
GMB,"Gambia, The",2008-07-01,47.3
GNB,Guinea-Bissau,2008-07-01,95.2
GRC,Greece,2008-07-01,92.1
GRD,Grenada,2008-07-01,103.3
GTM,Guatemala,2008-07-01,94.6
HKG,"Hong Kong SAR, China",2008-07-01,64.9
HND,Honduras,2008-07-01,199.2
HRV,Croatia,2008-07-01,93.0
HTI,Haiti,2008-07-01,56.8
HUN,Hungary,2008-07-01,80.4
IDN,Indonesia,2008-07-01,45.13
IRL,Ireland,2008-07-01,110.5
ISL,Iceland,2008-07-01,69.6
ISR,Israel,2008-07-01,90.9
ITA,Italy,2008-07-01,90.7
JAM,Jamaica,2008-07-01,42.8
JOR,Jordan,2008-07-01,84.8
JPN,Japan,2008-07-01,94.1
KGZ,Kyrgyz Republic,2008-07-01,171.0
KHM,Cambodia,2008-07-01,154.6
KNA,St. Kitts and Nevis,2008-07-01,98.1
KOR,"Korea, Rep.",2008-07-01,77.0
LAO,"Lao, PDR",2008-07-01,63.1
LBN,Lebanon,2008-07-01,80.0
LCA,St. Lucia,2008-07-01,86.0
LSO,Lesotho,2008-07-01,58.0
LTU,Lithuania,2008-07-01,88.3
LUX,Luxembourg,2008-07-01,89.0
LVA,Latvia,2008-07-01,92.0
MAC,"Macao SAR, China",2008-07-01,61.5
MAR,Morocco,2008-07-01,90.6
MDA,"Moldova, Rep.",2008-07-01,1711.2
MDG,Madagascar,2008-07-01,58.2
MDV,Maldives,2008-07-01,55.9
MEX,Mexico,2008-07-01,69.3
MKD,North Macedonia,2008-07-01,99.4
MLT,Malta,2008-07-01,74.16
MNG,Mongolia,2008-07-01,44.5
MOZ,Mozambique,2008-07-01,47.6
MUS,Mauritius,2008-07-01,77.4
MYS,Malaysia,2008-07-01,96.2
NAM,Namibia,2008-07-01,76.0
NER,Niger,2008-07-01,86.8
NGA,Nigeria,2008-07-01,87.7
NLD,Netherlands,2008-07-01,92.7
NOR,Norway,2008-07-01,89.4
NZL,New Zealand,2008-07-01,90.8
OMN,Oman,2008-07-01,93.1
PAK,Pakistan,2008-07-01,56.0
PHL,Philippines,2008-07-01,70.4
POL,Poland,2008-07-01,84.8
PRT,Portugal,2008-07-01,98.0
PRY,Paraguay,2008-07-01,63.7
ROU,Romania,2008-07-01,95.374
RUS,Russian Federation,2008-07-01,52.5791
RWA,Rwanda,2008-07-01,69.4
SAU,Saudi Arabia,2008-07-01,77.21
SDN,Sudan,2008-07-01,130.2
SEN,Senegal,2008-07-01,93.5
SGP,Singapore,2008-07-01,80.966
SHN,Saint Helena,2008-07-01,62.8
SLE,Sierra Leone,2008-07-01,26.2
SRB,Serbia,2008-07-01,132.1
SUR,Suriname,2008-07-01,48.1
SVK,Slovakia,2008-07-01,90.2
SVN,Slovenia,2008-07-01,87.5
SWE,Sweden,2008-07-01,89.3
SYC,Seychelles,2008-07-01,65.2
TGO,Togo,2008-07-01,93.1
THA,Thailand,2008-07-01,72.3
TTO,Trinidad and Tobago,2008-07-01,45.9
TUN,Tunisia,2008-07-01,68.9
TUR,Turkey,2008-07-01,52.5
TWN,"Taiwan, China",2008-07-01,79.26
UKR,Ukraine,2008-07-01,79.5
URY,Uruguay,2008-07-01,31.16
USA,United States,2008-07-01,89.5
VNM,Vietnam,2008-07-01,54.3
VUT,Vanuatu,2008-07-01,130.4
WSM,Samoa,2008-07-01,84.1
XKX,Kosovo,2008-07-01,85.4
ZAF,South Africa,2008-07-01,67.5
ALB,Albania,2008-10-01,66.2
ARE,United Arab Emirates,2008-10-01,75.45
ARM,Armenia,2008-10-01,74.1
AUS,Australia,2008-10-01,93.0
AUT,Austria,2008-10-01,87.5
AZE,Azerbaijan,2008-10-01,173.2
BDI,Burundi,2008-10-01,59.5
BEL,Belgium,2008-10-01,88.9
BEN,Benin,2008-10-01,86.7
BGD,Bangladesh,2008-10-01,139.69
BGR,Bulgaria,2008-10-01,4980.0
BIH,Bosnia and Herzegovina,2008-10-01,98.0
BLR,Belarus,2008-10-01,12.5
BOL,Bolivia,2008-10-01,62.3
BRA,Brazil,2008-10-01,59.609
BWA,Botswana,2008-10-01,69.2
CAN,Canada,2008-10-01,84.2
CHE,Switzerland,2008-10-01,105.4
CHL,Chile,2008-10-01,72.6
CHN,China,2008-10-01,69.9
CIV,C̫te d'Ivoire,2008-10-01,89.6
COG,"Congo, Rep.",2008-10-01,90.5
COL,Colombia,2008-10-01,68.6
COL,Colombia,2008-10-01,81.3
CPV,Cabo Verde,2008-10-01,90.5
CRI,Costa Rica,2008-10-01,78.8
CYM,Cayman Islands,2008-10-01,106.1
CYP,Cyprus,2008-10-01,95.8
CZE,Czech Republic,2008-10-01,85.2
DEU,Germany,2008-10-01,89.1
DNK,Denmark,2008-10-01,92.2
DOM,Dominican Republic,2008-10-01,64.4
DZA,Algeria,2008-10-01,132.4
ECU,Ecuador,2008-10-01,77.9
EGY,"Egypt, Arab Rep.",2008-10-01,21.8
ESP,Spain,2008-10-01,94.8
EST,Estonia,2008-10-01,85.6
ETH,Ethiopia,2008-10-01,44.1
FIN,Finland,2008-10-01,89.7
FJI,Fiji,2008-10-01,76.4
FRA,France,2008-10-01,94.0
FRO,Faroe Islands,2008-10-01,121.9
GBR,United Kingdom,2008-10-01,86.8
GEO,Georgia,2008-10-01,88.5
GHA,Ghana,2008-10-01,40.7
GIN,Guinea,2008-10-01,43.6
GMB,"Gambia, The",2008-10-01,48.2
GNB,Guinea-Bissau,2008-10-01,96.1
GRC,Greece,2008-10-01,95.0
GRD,Grenada,2008-10-01,106.0
GTM,Guatemala,2008-10-01,95.7
HKG,"Hong Kong SAR, China",2008-10-01,65.0
HND,Honduras,2008-10-01,203.9
HRV,Croatia,2008-10-01,93.1
HTI,Haiti,2008-10-01,58.6
HUN,Hungary,2008-10-01,80.1
IDN,Indonesia,2008-10-01,46.04
IRL,Ireland,2008-10-01,110.6
ISL,Iceland,2008-10-01,75.6
ISR,Israel,2008-10-01,90.5
ITA,Italy,2008-10-01,91.2
JAM,Jamaica,2008-10-01,44.4
JOR,Jordan,2008-10-01,86.1
JPN,Japan,2008-10-01,94.4
KGZ,Kyrgyz Republic,2008-10-01,174.5
KHM,Cambodia,2008-10-01,142.2
KNA,St. Kitts and Nevis,2008-10-01,100.2
KOR,"Korea, Rep.",2008-10-01,77.8
LAO,"Lao, PDR",2008-10-01,61.8
LBN,Lebanon,2008-10-01,83.5
LCA,St. Lucia,2008-10-01,88.4
LSO,Lesotho,2008-10-01,60.1
LTU,Lithuania,2008-10-01,89.6
LUX,Luxembourg,2008-10-01,89.3
LVA,Latvia,2008-10-01,92.3
MAC,"Macao SAR, China",2008-10-01,61.7
MAR,Morocco,2008-10-01,91.3
MDA,"Moldova, Rep.",2008-10-01,1738.88
MDG,Madagascar,2008-10-01,60.2
MDV,Maldives,2008-10-01,52.32
MEX,Mexico,2008-10-01,71.6
MKD,North Macedonia,2008-10-01,101.2
MLT,Malta,2008-10-01,77.96
MNG,Mongolia,2008-10-01,41.6
MOZ,Mozambique,2008-10-01,49.7
MUS,Mauritius,2008-10-01,78.0
MYS,Malaysia,2008-10-01,97.4
NAM,Namibia,2008-10-01,78.0
NER,Niger,2008-10-01,86.4
NGA,Nigeria,2008-10-01,88.3
NLD,Netherlands,2008-10-01,93.2
NOR,Norway,2008-10-01,89.4
NZL,New Zealand,2008-10-01,92.2
OMN,Oman,2008-10-01,95.5
PAK,Pakistan,2008-10-01,57.6
PHL,Philippines,2008-10-01,69.7
POL,Poland,2008-10-01,86.0
PRT,Portugal,2008-10-01,96.8
PRY,Paraguay,2008-10-01,62.0
ROU,Romania,2008-10-01,96.746
RUS,Russian Federation,2008-10-01,54.5826
RWA,Rwanda,2008-10-01,73.4
SAU,Saudi Arabia,2008-10-01,78.12
SDN,Sudan,2008-10-01,123.2
SEN,Senegal,2008-10-01,92.4
SGP,Singapore,2008-10-01,81.487
SHN,Saint Helena,2008-10-01,68.9
SLE,Sierra Leone,2008-10-01,26.6
SRB,Serbia,2008-10-01,137.4
SUR,Suriname,2008-10-01,48.0
SVK,Slovakia,2008-10-01,89.3
SVN,Slovenia,2008-10-01,87.7
SWE,Sweden,2008-10-01,90.0
SYC,Seychelles,2008-10-01,83.6
TGO,Togo,2008-10-01,88.6
THA,Thailand,2008-10-01,73.7
TTO,Trinidad and Tobago,2008-10-01,49.1
TUN,Tunisia,2008-10-01,70.3
TUR,Turkey,2008-10-01,54.9
TWN,"Taiwan, China",2008-10-01,81.99
UKR,Ukraine,2008-10-01,80.9
URY,Uruguay,2008-10-01,31.3
USA,United States,2008-10-01,90.4
VNM,Vietnam,2008-10-01,54.1
VUT,Vanuatu,2008-10-01,130.1
WSM,Samoa,2008-10-01,91.4
XKX,Kosovo,2008-10-01,84.6
ZAF,South Africa,2008-10-01,69.3
ALB,Albania,2009-01-01,69.3
ARE,United Arab Emirates,2009-01-01,75.12
ARM,Armenia,2009-01-01,71.0
AUS,Australia,2009-01-01,95.4
AUT,Austria,2009-01-01,88.5
AZE,Azerbaijan,2009-01-01,168.3
BDI,Burundi,2009-01-01,59.5
BEL,Belgium,2009-01-01,89.9
BEN,Benin,2009-01-01,84.8
BGD,Bangladesh,2009-01-01,139.44
BGR,Bulgaria,2009-01-01,5039.9
BIH,Bosnia and Herzegovina,2009-01-01,98.7
BLR,Belarus,2009-01-01,13.4
BOL,Bolivia,2009-01-01,61.7
BRA,Brazil,2009-01-01,60.275
BWA,Botswana,2009-01-01,71.2
CAN,Canada,2009-01-01,86.2
CHE,Switzerland,2009-01-01,105.2
CHL,Chile,2009-01-01,71.7
CHN,China,2009-01-01,72.5
CIV,C̫te d'Ivoire,2009-01-01,92.1
COG,"Congo, Rep.",2009-01-01,88.1
COL,Colombia,2009-01-01,69.1
COL,Colombia,2009-01-01,83.1
CPV,Cabo Verde,2009-01-01,90.3
CRI,Costa Rica,2009-01-01,79.6
CYM,Cayman Islands,2009-01-01,105.9
CYP,Cyprus,2009-01-01,98.2
CZE,Czech Republic,2009-01-01,86.1
DEU,Germany,2009-01-01,89.4
DNK,Denmark,2009-01-01,92.5
DOM,Dominican Republic,2009-01-01,64.4
DZA,Algeria,2009-01-01,135.5
ECU,Ecuador,2009-01-01,78.6
EGY,"Egypt, Arab Rep.",2009-01-01,22.1
ESP,Spain,2009-01-01,94.5
EST,Estonia,2009-01-01,85.2
ETH,Ethiopia,2009-01-01,40.9
FIN,Finland,2009-01-01,91.8
FJI,Fiji,2009-01-01,78.3
FRA,France,2009-01-01,94.5
FRO,Faroe Islands,2009-01-01,122.2
GBR,United Kingdom,2009-01-01,88.0
GEO,Georgia,2009-01-01,89.2
GHA,Ghana,2009-01-01,44.1
GIN,Guinea,2009-01-01,42.4
GMB,"Gambia, The",2009-01-01,48.4
GNB,Guinea-Bissau,2009-01-01,90.2
GRC,Greece,2009-01-01,96.8
GRD,Grenada,2009-01-01,105.8
GTM,Guatemala,2009-01-01,94.9
HKG,"Hong Kong SAR, China",2009-01-01,65.3
HND,Honduras,2009-01-01,204.3
HRV,Croatia,2009-01-01,93.6
HTI,Haiti,2009-01-01,54.8
HUN,Hungary,2009-01-01,83.1
IDN,Indonesia,2009-01-01,46.71
IRL,Ireland,2009-01-01,110.6
ISL,Iceland,2009-01-01,78.8
ISR,Israel,2009-01-01,88.7
ITA,Italy,2009-01-01,91.6
JAM,Jamaica,2009-01-01,45.6
JOR,Jordan,2009-01-01,84.1
JPN,Japan,2009-01-01,94.2
KGZ,Kyrgyz Republic,2009-01-01,174.9
KHM,Cambodia,2009-01-01,138.2
KNA,St. Kitts and Nevis,2009-01-01,99.8
KOR,"Korea, Rep.",2009-01-01,81.0
LAO,"Lao, PDR",2009-01-01,60.8
LBN,Lebanon,2009-01-01,83.1
LCA,St. Lucia,2009-01-01,88.5
LSO,Lesotho,2009-01-01,60.7
LTU,Lithuania,2009-01-01,91.4
LUX,Luxembourg,2009-01-01,89.7
LVA,Latvia,2009-01-01,94.9
MAC,"Macao SAR, China",2009-01-01,62.4
MAR,Morocco,2009-01-01,91.0
MDA,"Moldova, Rep.",2009-01-01,1704.32
MDG,Madagascar,2009-01-01,62.8
MDV,Maldives,2009-01-01,52.45
MEX,Mexico,2009-01-01,73.3
MKD,North Macedonia,2009-01-01,102.4
MLT,Malta,2009-01-01,80.24
MNE,Montenegro,2009-01-01,87.1
MNG,Mongolia,2009-01-01,43.0
MOZ,Mozambique,2009-01-01,51.9
MUS,Mauritius,2009-01-01,78.1
MYS,Malaysia,2009-01-01,97.6
NAM,Namibia,2009-01-01,80.0
NER,Niger,2009-01-01,86.0
NGA,Nigeria,2009-01-01,90.2
NLD,Netherlands,2009-01-01,94.2
NOR,Norway,2009-01-01,91.0
NZL,New Zealand,2009-01-01,93.4
OMN,Oman,2009-01-01,91.0
PAK,Pakistan,2009-01-01,56.7
PHL,Philippines,2009-01-01,71.0
POL,Poland,2009-01-01,88.5
PRT,Portugal,2009-01-01,96.4
PRY,Paraguay,2009-01-01,62.4
ROU,Romania,2009-01-01,97.578
RUS,Russian Federation,2009-01-01,56.0588
RWA,Rwanda,2009-01-01,75.2
SAU,Saudi Arabia,2009-01-01,77.47
SDN,Sudan,2009-01-01,119.6
SEN,Senegal,2009-01-01,87.3
SGP,Singapore,2009-01-01,81.987
SHN,Saint Helena,2009-01-01,67.8
SLE,Sierra Leone,2009-01-01,27.4
SLV,El Salvador,2009-01-01,106.5
SRB,Serbia,2009-01-01,137.8
SUR,Suriname,2009-01-01,47.3
SVK,Slovakia,2009-01-01,89.7
SVN,Slovenia,2009-01-01,89.1
SWE,Sweden,2009-01-01,91.6
SYC,Seychelles,2009-01-01,97.1
TGO,Togo,2009-01-01,93.2
THA,Thailand,2009-01-01,73.5
TTO,Trinidad and Tobago,2009-01-01,48.4
TUN,Tunisia,2009-01-01,70.9
TUR,Turkey,2009-01-01,56.8
TWN,"Taiwan, China",2009-01-01,75.98
UKR,Ukraine,2009-01-01,85.2
URY,Uruguay,2009-01-01,32.19
USA,United States,2009-01-01,89.8
VNM,Vietnam,2009-01-01,54.8
VUT,Vanuatu,2009-01-01,133.3
WSM,Samoa,2009-01-01,91.9
XKX,Kosovo,2009-01-01,84.0
ZAF,South Africa,2009-01-01,71.4
ALB,Albania,2009-04-01,68.8
ARE,United Arab Emirates,2009-04-01,74.23
ARM,Armenia,2009-04-01,73.0
AUS,Australia,2009-04-01,93.7
AUT,Austria,2009-04-01,87.0
AZE,Azerbaijan,2009-04-01,164.8
BDI,Burundi,2009-04-01,59.3
BEL,Belgium,2009-04-01,89.6
BEN,Benin,2009-04-01,86.6
BGD,Bangladesh,2009-04-01,142.01
BGR,Bulgaria,2009-04-01,4944.0
BIH,Bosnia and Herzegovina,2009-04-01,97.7
BLR,Belarus,2009-04-01,13.5
BOL,Bolivia,2009-04-01,59.6
BRA,Brazil,2009-04-01,60.902
BWA,Botswana,2009-04-01,71.7
CAN,Canada,2009-04-01,86.7
CHE,Switzerland,2009-04-01,104.7
CHL,Chile,2009-04-01,70.5
CHN,China,2009-04-01,71.3
CIV,C̫te d'Ivoire,2009-04-01,93.9
COG,"Congo, Rep.",2009-04-01,85.7
COL,Colombia,2009-04-01,68.9
COL,Colombia,2009-04-01,83.4
CPV,Cabo Verde,2009-04-01,90.1
CRI,Costa Rica,2009-04-01,77.5
CYM,Cayman Islands,2009-04-01,106.9
CYP,Cyprus,2009-04-01,97.1
CZE,Czech Republic,2009-04-01,84.6
DEU,Germany,2009-04-01,88.7
DNK,Denmark,2009-04-01,91.7
DOM,Dominican Republic,2009-04-01,62.7
DZA,Algeria,2009-04-01,134.7
ECU,Ecuador,2009-04-01,79.3
EGY,"Egypt, Arab Rep.",2009-04-01,23.5
ESP,Spain,2009-04-01,93.1
EST,Estonia,2009-04-01,82.7
ETH,Ethiopia,2009-04-01,41.3
FIN,Finland,2009-04-01,91.1
FJI,Fiji,2009-04-01,78.0
FRA,France,2009-04-01,94.5
FRO,Faroe Islands,2009-04-01,121.6
GBR,United Kingdom,2009-04-01,88.3
GEO,Georgia,2009-04-01,91.3
GHA,Ghana,2009-04-01,47.7
GIN,Guinea,2009-04-01,44.6
GMB,"Gambia, The",2009-04-01,48.5
GNB,Guinea-Bissau,2009-04-01,89.6
GRC,Greece,2009-04-01,96.5
GRD,Grenada,2009-04-01,102.7
GTM,Guatemala,2009-04-01,94.2
HKG,"Hong Kong SAR, China",2009-04-01,64.5
HND,Honduras,2009-04-01,200.7
HRV,Croatia,2009-04-01,93.5
HTI,Haiti,2009-04-01,53.6
HUN,Hungary,2009-04-01,86.8
IDN,Indonesia,2009-04-01,46.04
IRL,Ireland,2009-04-01,108.3
ISL,Iceland,2009-04-01,78.5
ISR,Israel,2009-04-01,90.1
ITA,Italy,2009-04-01,92.0
JAM,Jamaica,2009-04-01,46.7
JOR,Jordan,2009-04-01,82.3
JPN,Japan,2009-04-01,93.8
KEN,Kenya,2009-04-01,43.0
KGZ,Kyrgyz Republic,2009-04-01,172.6
KHM,Cambodia,2009-04-01,144.5
KNA,St. Kitts and Nevis,2009-04-01,99.6
KOR,"Korea, Rep.",2009-04-01,82.2
LAO,"Lao, PDR",2009-04-01,62.0
LBN,Lebanon,2009-04-01,81.6
LCA,St. Lucia,2009-04-01,86.9
LSO,Lesotho,2009-04-01,61.2
LTU,Lithuania,2009-04-01,89.9
LUX,Luxembourg,2009-04-01,90.0
LVA,Latvia,2009-04-01,91.9
MAC,"Macao SAR, China",2009-04-01,63.2
MAR,Morocco,2009-04-01,89.9
MDA,"Moldova, Rep.",2009-04-01,1663.35
MDG,Madagascar,2009-04-01,62.5
MDV,Maldives,2009-04-01,51.97
MEX,Mexico,2009-04-01,75.0
MKD,North Macedonia,2009-04-01,102.1
MLT,Malta,2009-04-01,79.93
MNE,Montenegro,2009-04-01,86.8
MNG,Mongolia,2009-04-01,45.7
MOZ,Mozambique,2009-04-01,50.5
MUS,Mauritius,2009-04-01,78.7
MYS,Malaysia,2009-04-01,97.0
NAM,Namibia,2009-04-01,81.4
NER,Niger,2009-04-01,87.8
NGA,Nigeria,2009-04-01,93.6
NLD,Netherlands,2009-04-01,94.1
NOR,Norway,2009-04-01,92.3
NZL,New Zealand,2009-04-01,94.2
OMN,Oman,2009-04-01,88.7
PAK,Pakistan,2009-04-01,58.5
PHL,Philippines,2009-04-01,71.8
POL,Poland,2009-04-01,91.4
PRT,Portugal,2009-04-01,94.5
PRY,Paraguay,2009-04-01,61.0
ROU,Romania,2009-04-01,97.968
RUS,Russian Federation,2009-04-01,57.4884
RWA,Rwanda,2009-04-01,77.0
SAU,Saudi Arabia,2009-04-01,77.64
