Country Code,Country,Date,Core_CPI
IRN,"Iran, Islamic Rep.",2013-01-01,33.3
IRQ,Iraq,2013-01-01,2.4
ISL,Iceland,2013-01-01,4.1
ISR,Israel,2013-01-01,0.9
ITA,Italy,2013-01-01,1.1
JOR,Jordan,2013-01-01,4.2
JPN,Japan,2013-01-01,-0.1
KAZ,Kazakhstan,2013-01-01,4.3
KGZ,Kyrgyz Republic,2013-01-01,0.3
KOR,"Korea, Rep.",2013-01-01,1.6
LAO,"Lao, PDR",2013-01-01,3.8
LKA,Sri Lanka,2013-01-01,7.9
LTU,Lithuania,2013-01-01,1.3
LUX,Luxembourg,2013-01-01,2.1
LVA,Latvia,2013-01-01,0.2
MAC,"Macao SAR, China",2013-01-01,14.2
MAR,Morocco,2013-01-01,1.5
MEX,Mexico,2013-01-01,2.7
MKD,North Macedonia,2013-01-01,3.1
MLT,Malta,2013-01-01,0.7
MNE,Montenegro,2013-01-01,-1.4
MUS,Mauritius,2013-01-01,2.6
MYS,Malaysia,2013-01-01,1.4
NGA,Nigeria,2013-01-01,6.8
NIC,Nicaragua,2013-01-01,6.2
NLD,Netherlands,2013-01-01,2.7
NOR,Norway,2013-01-01,1.7
NZL,New Zealand,2013-01-01,1.2
OMN,Oman,2013-01-01,0.7
PER,Peru,2013-01-01,3.5
PHL,Philippines,2013-01-01,2.9
POL,Poland,2013-01-01,1.2
PRT,Portugal,2013-01-01,0.2
PRY,Paraguay,2013-01-01,3.8
ROU,Romania,2013-01-01,2.6
RUS,Russian Federation,2013-01-01,5.6
SAU,Saudi Arabia,2013-01-01,2.0
SDN,Sudan,2013-01-01,48.7
SGP,Singapore,2013-01-01,1.7
SLV,El Salvador,2013-01-01,0.7
SRB,Serbia,2013-01-01,3.5
SVK,Slovakia,2013-01-01,0.8
SVN,Slovenia,2013-01-01,1.7
SWE,Sweden,2013-01-01,-0.2
SYR,Syrian Arab Republic,2013-01-01,50.2
THA,Thailand,2013-01-01,0.8
TJK,Tajikistan,2013-01-01,5.3
TKM,Turkmenistan,2013-01-01,8.9
TTO,Trinidad and Tobago,2013-01-01,2.4
TUN,Tunisia,2013-01-01,4.6
TUR,Turkey,2013-01-01,6.3
TWN,"Taiwan, China",2013-01-01,0.4
UGA,Uganda,2013-01-01,6.3
UKR,Ukraine,2013-01-01,0.2
URY,Uruguay,2013-01-01,-2.6
USA,United States,2013-01-01,1.8
VEN,"Venezuela, RB",2013-01-01,43.0
VNM,Vietnam,2013-01-01,4.8
XKX,Kosovo,2013-01-01,-0.4
ZAF,South Africa,2013-01-01,5.2
AFG,Afghanistan,2014-01-01,2.7
ALB,Albania,2014-01-01,0.1
AUS,Australia,2014-01-01,2.6
AUT,Austria,2014-01-01,2.0
ARM,Armenia,2014-01-01,1.9
AZE,Azerbaijan,2014-01-01,0.2
BEL,Belgium,2014-01-01,1.6
BGR,Bulgaria,2014-01-01,1.6
BLR,Belarus,2014-01-01,14.3
BRA,Brazil,2014-01-01,6.5
CAN,Canada,2014-01-01,1.6
CHE,Switzerland,2014-01-01,0.0
CHL,Chile,2014-01-01,3.6
CHN,China,2014-01-01,1.6
CMR,Cameroon,2014-01-01,1.7
COL,Colombia,2014-01-01,2.8
CRI,Costa Rica,2014-01-01,4.3
CYP,Cyprus,2014-01-01,0.2
CZE,Czech Republic,2014-01-01,0.8
DEU,Germany,2014-01-01,1.4
DNK,Denmark,2014-01-01,0.9
DOM,Dominican Republic,2014-01-01,3.2
EGY,"Egypt, Arab Rep.",2014-01-01,9.2
ESP,Spain,2014-01-01,0.0
EST,Estonia,2014-01-01,1.0
FIN,Finland,2014-01-01,1.5
FRA,France,2014-01-01,1.0
GBR,United Kingdom,2014-01-01,1.6
GHA,Ghana,2014-01-01,14.8
GRC,Greece,2014-01-01,-1.2
GTM,Guatemala,2014-01-01,3.2
HKG,"Hong Kong SAR, China",2014-01-01,4.2
HND,Honduras,2014-01-01,5.9
HRV,Croatia,2014-01-01,0.4
HUN,Hungary,2014-01-01,2.2
IDN,Indonesia,2014-01-01,4.5
IND,India,2014-01-01,6.4
IRL,Ireland,2014-01-01,0.9
IRN,"Iran, Islamic Rep.",2014-01-01,17.7
IRQ,Iraq,2014-01-01,1.6
ISL,Iceland,2014-01-01,2.7
ISR,Israel,2014-01-01,0.8
ITA,Italy,2014-01-01,0.8
JOR,Jordan,2014-01-01,4.2
JPN,Japan,2014-01-01,2.0
KAZ,Kazakhstan,2014-01-01,6.7
KGZ,Kyrgyz Republic,2014-01-01,2.0
KOR,"Korea, Rep.",2014-01-01,2.0
LAO,"Lao, PDR",2014-01-01,2.8
LKA,Sri Lanka,2014-01-01,2.1
LTU,Lithuania,2014-01-01,1.0
LUX,Luxembourg,2014-01-01,1.3
LVA,Latvia,2014-01-01,1.8
MAC,"Macao SAR, China",2014-01-01,11.0
MAR,Morocco,2014-01-01,1.2
MEX,Mexico,2014-01-01,3.2
MKD,North Macedonia,2014-01-01,0.6
MLT,Malta,2014-01-01,1.7
MNE,Montenegro,2014-01-01,-1.5
MUS,Mauritius,2014-01-01,3.1
MYS,Malaysia,2014-01-01,2.2
NGA,Nigeria,2014-01-01,7.2
NIC,Nicaragua,2014-01-01,5.0
NLD,Netherlands,2014-01-01,1.4
NOR,Norway,2014-01-01,2.5
NZL,New Zealand,2014-01-01,1.5
OMN,Oman,2014-01-01,1.2
PER,Peru,2014-01-01,3.5
PHL,Philippines,2014-01-01,3.0
PNG,Papua New Guinea,2014-01-01,5.9
POL,Poland,2014-01-01,0.6
PRT,Portugal,2014-01-01,0.1
PRY,Paraguay,2014-01-01,4.7
ROU,Romania,2014-01-01,1.0
RUS,Russian Federation,2014-01-01,7.6
SAU,Saudi Arabia,2014-01-01,1.2
SDN,Sudan,2014-01-01,47.6
SGP,Singapore,2014-01-01,1.9
SLV,El Salvador,2014-01-01,0.5
SRB,Serbia,2014-01-01,1.5
SVK,Slovakia,2014-01-01,0.3
SVN,Slovenia,2014-01-01,0.5
SWE,Sweden,2014-01-01,0.0
SYR,Syrian Arab Republic,2014-01-01,31.1
THA,Thailand,2014-01-01,0.6
TJK,Tajikistan,2014-01-01,4.6
TKM,Turkmenistan,2014-01-01,5.0
TTO,Trinidad and Tobago,2014-01-01,2.0
TUN,Tunisia,2014-01-01,4.3
TUR,Turkey,2014-01-01,9.2
TWN,"Taiwan, China",2014-01-01,0.4
UGA,Uganda,2014-01-01,3.1
UKR,Ukraine,2014-01-01,9.9
URY,Uruguay,2014-01-01,-4.3
USA,United States,2014-01-01,1.7
VEN,"Venezuela, RB",2014-01-01,38.2
VNM,Vietnam,2014-01-01,3.3
XKX,Kosovo,2014-01-01,-0.4
ZAF,South Africa,2014-01-01,5.6
AFG,Afghanistan,2015-01-01,0.2
ALB,Albania,2015-01-01,-0.2
AUS,Australia,2015-01-01,2.5
AUT,Austria,2015-01-01,1.8
ARM,Armenia,2015-01-01,5.1
AZE,Azerbaijan,2015-01-01,4.0
BEL,Belgium,2015-01-01,1.4
BGR,Bulgaria,2015-01-01,1.6
BLR,Belarus,2015-01-01,12.2
BRA,Brazil,2015-01-01,8.6
CAN,Canada,2015-01-01,2.6
CHE,Switzerland,2015-01-01,-0.3
CHL,Chile,2015-01-01,4.7
CHN,China,2015-01-01,1.6
CMR,Cameroon,2015-01-01,2.5
COL,Colombia,2015-01-01,4.2
CRI,Costa Rica,2015-01-01,1.8
CYP,Cyprus,2015-01-01,-0.3
CZE,Czech Republic,2015-01-01,0.2
DEU,Germany,2015-01-01,1.7
DJI,Djibouti,2015-01-01,2.0
DNK,Denmark,2015-01-01,-19.1
DOM,Dominican Republic,2015-01-01,2.2
EGY,"Egypt, Arab Rep.",2015-01-01,6.9
ESP,Spain,2015-01-01,0.5
EST,Estonia,2015-01-01,1.4
FIN,Finland,2015-01-01,0.6
FRA,France,2015-01-01,0.6
GBR,United Kingdom,2015-01-01,1.3
GHA,Ghana,2015-01-01,23.8
GRC,Greece,2015-01-01,-1.0
GTM,Guatemala,2015-01-01,3.2
HKG,"Hong Kong SAR, China",2015-01-01,2.6
HND,Honduras,2015-01-01,4.8
HRV,Croatia,2015-01-01,0.7
HUN,Hungary,2015-01-01,1.2
IDN,Indonesia,2015-01-01,4.9
IND,India,2015-01-01,5.2
IRL,Ireland,2015-01-01,-12.6
IRN,"Iran, Islamic Rep.",2015-01-01,12.2
IRQ,Iraq,2015-01-01,1.7
ISL,Iceland,2015-01-01,2.1
ISR,Israel,2015-01-01,0.5
ITA,Italy,2015-01-01,0.7
JOR,Jordan,2015-01-01,-0.7
JPN,Japan,2015-01-01,1.0
KAZ,Kazakhstan,2015-01-01,7.7
KGZ,Kyrgyz Republic,2015-01-01,5.7
KOR,"Korea, Rep.",2015-01-01,2.2
LAO,"Lao, PDR",2015-01-01,1.9
LKA,Sri Lanka,2015-01-01,0.8
LTU,Lithuania,2015-01-01,1.2
LUX,Luxembourg,2015-01-01,1.6
LVA,Latvia,2015-01-01,1.8
MAC,"Macao SAR, China",2015-01-01,-5.9
MAR,Morocco,2015-01-01,1.4
MEX,Mexico,2015-01-01,2.4
MKD,North Macedonia,2015-01-01,0.6
MLT,Malta,2015-01-01,1.6
MNE,Montenegro,2015-01-01,-1.3
MUS,Mauritius,2015-01-01,1.7
MYS,Malaysia,2015-01-01,3.3
NGA,Nigeria,2015-01-01,8.2
NIC,Nicaragua,2015-01-01,6.4
NLD,Netherlands,2015-01-01,1.3
NOR,Norway,2015-01-01,2.6
NZL,New Zealand,2015-01-01,1.3
OMN,Oman,2015-01-01,0.5
PER,Peru,2015-01-01,3.8
PHL,Philippines,2015-01-01,2.1
PNG,Papua New Guinea,2015-01-01,3.0
POL,Poland,2015-01-01,0.3
PRT,Portugal,2015-01-01,-24.8
PRY,Paraguay,2015-01-01,3.7
ROU,Romania,2015-01-01,-0.8
RUS,Russian Federation,2015-01-01,16.3
SAU,Saudi Arabia,2015-01-01,0.9
SDN,Sudan,2015-01-01,20.5
SGP,Singapore,2015-01-01,0.5
SLV,El Salvador,2015-01-01,0.2
SRB,Serbia,2015-01-01,2.6
SVK,Slovakia,2015-01-01,0.2
SVN,Slovenia,2015-01-01,0.5
SWE,Sweden,2015-01-01,0.0
THA,Thailand,2015-01-01,0.9
TJK,Tajikistan,2015-01-01,3.9
TKM,Turkmenistan,2015-01-01,7.4
TTO,Trinidad and Tobago,2015-01-01,1.8
TUN,Tunisia,2015-01-01,4.7
TUR,Turkey,2015-01-01,8.0
TWN,"Taiwan, China",2015-01-01,0.4
UGA,Uganda,2015-01-01,4.2
UKR,Ukraine,2015-01-01,40.4
URY,Uruguay,2015-01-01,-12.8
USA,United States,2015-01-01,1.8
VEN,"Venezuela, RB",2015-01-01,147.5
VNM,Vietnam,2015-01-01,2.1
XKX,Kosovo,2015-01-01,-0.7
ZAF,South Africa,2015-01-01,5.5
AFG,Afghanistan,2016-01-01,5.2
ALB,Albania,2016-01-01,0.2
AUS,Australia,2016-01-01,1.8
AUT,Austria,2016-01-01,1.5
ARM,Armenia,2016-01-01,-2.0
AZE,Azerbaijan,2016-01-01,4.1
BEL,Belgium,2016-01-01,2.0
BGR,Bulgaria,2016-01-01,2.0
BLR,Belarus,2016-01-01,10.9
BRA,Brazil,2016-01-01,7.6
CAN,Canada,2016-01-01,2.0
CHE,Switzerland,2016-01-01,-0.3
CHL,Chile,2016-01-01,4.0
CHN,China,2016-01-01,1.6
CMR,Cameroon,2016-01-01,0.6
COL,Colombia,2016-01-01,6.6
CRI,Costa Rica,2016-01-01,0.1
CYP,Cyprus,2016-01-01,-0.7
CZE,Czech Republic,2016-01-01,0.5
DEU,Germany,2016-01-01,1.2
DJI,Djibouti,2016-01-01,-2.6
DNK,Denmark,2016-01-01,2.1
DOM,Dominican Republic,2016-01-01,1.7
EGY,"Egypt, Arab Rep.",2016-01-01,13.4
ESP,Spain,2016-01-01,0.8
EST,Estonia,2016-01-01,1.3
FIN,Finland,2016-01-01,1.0
FRA,France,2016-01-01,0.4
GBR,United Kingdom,2016-01-01,1.6
GHA,Ghana,2016-01-01,22.2
GRC,Greece,2016-01-01,-1.1
GTM,Guatemala,2016-01-01,3.1
HKG,"Hong Kong SAR, China",2016-01-01,2.1
HND,Honduras,2016-01-01,3.6
HRV,Croatia,2016-01-01,0.1
HUN,Hungary,2016-01-01,1.4
IDN,Indonesia,2016-01-01,3.4
IND,India,2016-01-01,5.0
IRL,Ireland,2016-01-01,1.0
IRN,"Iran, Islamic Rep.",2016-01-01,7.1
IRQ,Iraq,2016-01-01,-0.2
ISL,Iceland,2016-01-01,2.2
ISR,Israel,2016-01-01,0.0
ITA,Italy,2016-01-01,-28.6
JOR,Jordan,2016-01-01,0.6
JPN,Japan,2016-01-01,0.4
KAZ,Kazakhstan,2016-01-01,15.4
KGZ,Kyrgyz Republic,2016-01-01,3.5
KOR,"Korea, Rep.",2016-01-01,1.6
LAO,"Lao, PDR",2016-01-01,1.1
LKA,Sri Lanka,2016-01-01,1.8
LTU,Lithuania,2016-01-01,2.2
LUX,Luxembourg,2016-01-01,1.0
LVA,Latvia,2016-01-01,1.6
MAC,"Macao SAR, China",2016-01-01,-15.7
MAR,Morocco,2016-01-01,0.8
MEX,Mexico,2016-01-01,3.0
MKD,North Macedonia,2016-01-01,1.4
MLT,Malta,2016-01-01,1.2
MNE,Montenegro,2016-01-01,-0.9
MUS,Mauritius,2016-01-01,2.2
MYS,Malaysia,2016-01-01,2.7
NGA,Nigeria,2016-01-01,12.6
NIC,Nicaragua,2016-01-01,4.4
NLD,Netherlands,2016-01-01,0.8
NOR,Norway,2016-01-01,3.3
NZL,New Zealand,2016-01-01,1.4
OMN,Oman,2016-01-01,0.5
PER,Peru,2016-01-01,4.0
PHL,Philippines,2016-01-01,1.9
PNG,Papua New Guinea,2016-01-01,2.1
POL,Poland,2016-01-01,-0.3
PRT,Portugal,2016-01-01,0.7
PRY,Paraguay,2016-01-01,4.7
QAT,Qatar,2016-01-01,1.8
ROU,Romania,2016-01-01,-0.8
RUS,Russian Federation,2016-01-01,7.5
SAU,Saudi Arabia,2016-01-01,2.1
SDN,Sudan,2016-01-01,22.7
SGP,Singapore,2016-01-01,0.9
SLV,El Salvador,2016-01-01,0.0
SRB,Serbia,2016-01-01,1.5
SVK,Slovakia,2016-01-01,0.2
SVN,Slovenia,2016-01-01,0.6
SWE,Sweden,2016-01-01,0.9
THA,Thailand,2016-01-01,0.7
TJK,Tajikistan,2016-01-01,7.1
TTO,Trinidad and Tobago,2016-01-01,2.1
TUN,Tunisia,2016-01-01,4.4
TUR,Turkey,2016-01-01,8.5
TWN,"Taiwan, China",2016-01-01,0.6
UGA,Uganda,2016-01-01,5.6
UKR,Ukraine,2016-01-01,11.0
URY,Uruguay,2016-01-01,-11.0
USA,United States,2016-01-01,2.2
VEN,"Venezuela, RB",2016-01-01,385.9
VNM,Vietnam,2016-01-01,1.8
XKX,Kosovo,2016-01-01,-2.6
ZAF,South Africa,2016-01-01,5.6
AFG,Afghanistan,2017-01-01,5.4
ALB,Albania,2017-01-01,0.8
AUS,Australia,2017-01-01,1.6
AUT,Austria,2017-01-01,2.0
ARM,Armenia,2017-01-01,0.7
AZE,Azerbaijan,2017-01-01,-0.1
BEL,Belgium,2017-01-01,1.5
BGR,Bulgaria,2017-01-01,1.6
BLR,Belarus,2017-01-01,5.4
BRA,Brazil,2017-01-01,4.5
CAN,Canada,2017-01-01,1.8
CHE,Switzerland,2017-01-01,0.3
CHL,Chile,2017-01-01,2.0
CHN,China,2017-01-01,2.2
CMR,Cameroon,2017-01-01,0.8
COL,Colombia,2017-01-01,5.1
CRI,Costa Rica,2017-01-01,1.2
CYP,Cyprus,2017-01-01,0.0
CZE,Czech Republic,2017-01-01,2.6
DEU,Germany,2017-01-01,1.2
DJI,Djibouti,2017-01-01,0.2
DNK,Denmark,2017-01-01,14.5
DOM,Dominican Republic,2017-01-01,2.2
EGY,"Egypt, Arab Rep.",2017-01-01,30.6
ESP,Spain,2017-01-01,1.1
EST,Estonia,2017-01-01,2.1
FIN,Finland,2017-01-01,0.7
FRA,France,2017-01-01,8.9
GBR,United Kingdom,2017-01-01,2.3
GHA,Ghana,2017-01-01,16.5
GRC,Greece,2017-01-01,0.5
GTM,Guatemala,2017-01-01,3.0
HKG,"Hong Kong SAR, China",2017-01-01,1.3
HND,Honduras,2017-01-01,4.0
HRV,Croatia,2017-01-01,0.7
HUN,Hungary,2017-01-01,2.3
IDN,Indonesia,2017-01-01,3.1
IND,India,2017-01-01,4.4
IRL,Ireland,2017-01-01,0.3
IRN,"Iran, Islamic Rep.",2017-01-01,6.0
IRQ,Iraq,2017-01-01,0.4
ISL,Iceland,2017-01-01,2.4
ISR,Israel,2017-01-01,0.0
ITA,Italy,2017-01-01,0.7
JOR,Jordan,2017-01-01,4.7
JPN,Japan,2017-01-01,-0.1
KAZ,Kazakhstan,2017-01-01,7.0
KGZ,Kyrgyz Republic,2017-01-01,4.0
KOR,"Korea, Rep.",2017-01-01,1.5
LAO,"Lao, PDR",2017-01-01,1.0
LKA,Sri Lanka,2017-01-01,3.1
LTU,Lithuania,2017-01-01,3.9
LUX,Luxembourg,2017-01-01,1.4
LVA,Latvia,2017-01-01,1.6
MAC,"Macao SAR, China",2017-01-01,6.3
MAR,Morocco,2017-01-01,1.3
MEX,Mexico,2017-01-01,4.7
MKD,North Macedonia,2017-01-01,2.3
MLT,Malta,2017-01-01,1.0
MUS,Mauritius,2017-01-01,2.2
MYS,Malaysia,2017-01-01,1.8
NGA,Nigeria,2017-01-01,13.0
NIC,Nicaragua,2017-01-01,4.2
NLD,Netherlands,2017-01-01,1.0
NOR,Norway,2017-01-01,1.7
NZL,New Zealand,2017-01-01,1.4
OMN,Oman,2017-01-01,1.1
PER,Peru,2017-01-01,3.0
PHL,Philippines,2017-01-01,2.9
PNG,Papua New Guinea,2017-01-01,3.0
POL,Poland,2017-01-01,0.8
PRT,Portugal,2017-01-01,1.1
PRY,Paraguay,2017-01-01,4.7
QAT,Qatar,2017-01-01,1.5
ROU,Romania,2017-01-01,1.6
RUS,Russian Federation,2017-01-01,3.5
SAU,Saudi Arabia,2017-01-01,-1.2
SDN,Sudan,2017-01-01,31.0
SGP,Singapore,2017-01-01,1.5
SLV,El Salvador,2017-01-01,0.1
SRB,Serbia,2017-01-01,2.0
SVK,Slovakia,2017-01-01,1.5
SVN,Slovenia,2017-01-01,1.1
SWE,Sweden,2017-01-01,1.4
THA,Thailand,2017-01-01,0.3
TJK,Tajikistan,2017-01-01,3.3
TTO,Trinidad and Tobago,2017-01-01,1.7
TUN,Tunisia,2017-01-01,5.4
TUR,Turkey,2017-01-01,10.1
TWN,"Taiwan, China",2017-01-01,0.7
UGA,Uganda,2017-01-01,4.4
UKR,Ukraine,2017-01-01,7.3
USA,United States,2017-01-01,1.8
VNM,Vietnam,2017-01-01,1.4
ZAF,South Africa,2017-01-01,4.7
AFG,Afghanistan,2018-01-01,-0.1
ALB,Albania,2018-01-01,0.9
AUS,Australia,2018-01-01,1.3
AUT,Austria,2018-01-01,1.8
ARM,Armenia,2018-01-01,3.7
AZE,Azerbaijan,2018-01-01,-0.1
BEL,Belgium,2018-01-01,1.3
BGR,Bulgaria,2018-01-01,1.6
BLR,Belarus,2018-01-01,3.6
BRA,Brazil,2018-01-01,3.3
CAN,Canada,2018-01-01,2.0
CHE,Switzerland,2018-01-01,0.4
CHL,Chile,2018-01-01,1.7
CHN,China,2018-01-01,1.8
CMR,Cameroon,2018-01-01,1.0
COL,Colombia,2018-01-01,3.3
CRI,Costa Rica,2018-01-01,2.1
CYP,Cyprus,2018-01-01,0.1
CZE,Czech Republic,2018-01-01,1.9
DEU,Germany,2018-01-01,1.3
DJI,Djibouti,2018-01-01,-0.3
DNK,Denmark,2018-01-01,0.6
DOM,Dominican Republic,2018-01-01,2.6
EGY,"Egypt, Arab Rep.",2018-01-01,10.1
ESP,Spain,2018-01-01,0.9
EST,Estonia,2018-01-01,2.3
FIN,Finland,2018-01-01,0.7
FRA,France,2018-01-01,1.0
GBR,United Kingdom,2018-01-01,1.9
GHA,Ghana,2018-01-01,12.3
GRC,Greece,2018-01-01,22.3
GTM,Guatemala,2018-01-01,2.7
HKG,"Hong Kong SAR, China",2018-01-01,1.9
HND,Honduras,2018-01-01,3.8
HRV,Croatia,2018-01-01,0.9
HUN,Hungary,2018-01-01,2.5
IDN,Indonesia,2018-01-01,2.8
IND,India,2018-01-01,5.7
IRL,Ireland,2018-01-01,0.1
IRN,"Iran, Islamic Rep.",2018-01-01,17.2
IRQ,Iraq,2018-01-01,0.1
ISL,Iceland,2018-01-01,2.5
ISR,Israel,2018-01-01,0.7
ITA,Italy,2018-01-01,0.6
JOR,Jordan,2018-01-01,4.6
JPN,Japan,2018-01-01,0.2
KAZ,Kazakhstan,2018-01-01,6.2
KGZ,Kyrgyz Republic,2018-01-01,1.7
KOR,"Korea, Rep.",2018-01-01,1.2
KWT,Kuwait,2018-01-01,0.6
LAO,"Lao, PDR",2018-01-01,2.2
LKA,Sri Lanka,2018-01-01,3.4
LTU,Lithuania,2018-01-01,2.2
LUX,Luxembourg,2018-01-01,0.9
LVA,Latvia,2018-01-01,2.3
MAR,Morocco,2018-01-01,1.8
MEX,Mexico,2018-01-01,3.8
MKD,North Macedonia,2018-01-01,1.5
MLT,Malta,2018-01-01,1.8
MUS,Mauritius,2018-01-01,1.8
MYS,Malaysia,2018-01-01,0.6
NGA,Nigeria,2018-01-01,11.2
NIC,Nicaragua,2018-01-01,4.1
NLD,Netherlands,2018-01-01,1.3
NOR,Norway,2018-01-01,1.2
NZL,New Zealand,2018-01-01,1.2
OMN,Oman,2018-01-01,0.9
PER,Peru,2018-01-01,2.3
PHL,Philippines,2018-01-01,3.9
PNG,Papua New Guinea,2018-01-01,5.9
POL,Poland,2018-01-01,0.7
PRT,Portugal,2018-01-01,0.7
PRY,Paraguay,2018-01-01,3.2
QAT,Qatar,2018-01-01,1.2
ROU,Romania,2018-01-01,3.1
RUS,Russian Federation,2018-01-01,2.5
SAU,Saudi Arabia,2018-01-01,3.1
SDN,Sudan,2018-01-01,58.9
SGP,Singapore,2018-01-01,1.7
SLV,El Salvador,2018-01-01,0.2
SRB,Serbia,2018-01-01,1.3
SVK,Slovakia,2018-01-01,2.5
SVN,Slovenia,2018-01-01,1.2
SWE,Sweden,2018-01-01,1.1
THA,Thailand,2018-01-01,0.5
TJK,Tajikistan,2018-01-01,4.2
TTO,Trinidad and Tobago,2018-01-01,1.0
TUN,Tunisia,2018-01-01,7.5
TUR,Turkey,2018-01-01,16.5
TWN,"Taiwan, China",2018-01-01,1.0
UGA,Uganda,2018-01-01,2.4
UKR,Ukraine,2018-01-01,9.1
USA,United States,2018-01-01,2.1
VNM,Vietnam,2018-01-01,1.5
ZAF,South Africa,2018-01-01,4.3
ALB,Albania,2019-01-01,0.7
AUS,Australia,2019-01-01,0.7
AUT,Austria,2019-01-01,1.7
ARM,Armenia,2019-01-01,1.2
AZE,Azerbaijan,2019-01-01,-1.8
BEL,Belgium,2019-01-01,3.8
BGR,Bulgaria,2019-01-01,1.5
BLR,Belarus,2019-01-01,4.6
BRA,Brazil,2019-01-01,3.5
CAN,Canada,2019-01-01,2.3
CHE,Switzerland,2019-01-01,0.5
CHL,Chile,2019-01-01,2.2
CHN,China,2019-01-01,1.7
CMR,Cameroon,2019-01-01,2.2
COL,Colombia,2019-01-01,3.4
CRI,Costa Rica,2019-01-01,2.4
CYP,Cyprus,2019-01-01,0.6
CZE,Czech Republic,2019-01-01,2.2
DEU,Germany,2019-01-01,1.5
DJI,Djibouti,2019-01-01,0.1
DNK,Denmark,2019-01-01,0.8
DOM,Dominican Republic,2019-01-01,2.1
EGY,"Egypt, Arab Rep.",2019-01-01,5.7
ESP,Spain,2019-01-01,1.0
EST,Estonia,2019-01-01,2.1
FIN,Finland,2019-01-01,0.8
FRA,France,2019-01-01,0.7
GBR,United Kingdom,2019-01-01,1.7
GRC,Greece,2019-01-01,-2.4
GTM,Guatemala,2019-01-01,3.0
HKG,"Hong Kong SAR, China",2019-01-01,2.3
HND,Honduras,2019-01-01,4.0
HRV,Croatia,2019-01-01,0.9
HUN,Hungary,2019-01-01,3.8
IDN,Indonesia,2019-01-01,3.0
IND,India,2019-01-01,4.7
IRL,Ireland,2019-01-01,1.1
IRN,"Iran, Islamic Rep.",2019-01-01,33.8
IRQ,Iraq,2019-01-01,-0.1
ISL,Iceland,2019-01-01,2.9
ISR,Israel,2019-01-01,0.9
ITA,Italy,2019-01-01,0.6
JOR,Jordan,2019-01-01,1.0
JPN,Japan,2019-01-01,0.5
KAZ,Kazakhstan,2019-01-01,7.4
KGZ,Kyrgyz Republic,2019-01-01,3.7
KOR,"Korea, Rep.",2019-01-01,0.9
KWT,Kuwait,2019-01-01,1.1
LAO,"Lao, PDR",2019-01-01,2.1
LKA,Sri Lanka,2019-01-01,3.7
LTU,Lithuania,2019-01-01,2.4
LUX,Luxembourg,2019-01-01,1.8
LVA,Latvia,2019-01-01,2.8
MAR,Morocco,2019-01-01,0.6
MEX,Mexico,2019-01-01,3.7
MKD,North Macedonia,2019-01-01,0.5
MLT,Malta,2019-01-01,1.4
MUS,Mauritius,2019-01-01,1.8
MYS,Malaysia,2019-01-01,1.1
NGA,Nigeria,2019-01-01,9.8
NIC,Nicaragua,2019-01-01,5.8
NLD,Netherlands,2019-01-01,2.0
NOR,Norway,2019-01-01,2.6
NZL,New Zealand,2019-01-01,1.8
OMN,Oman,2019-01-01,0.1
PER,Peru,2019-01-01,2.4
PHL,Philippines,2019-01-01,3.0
PNG,Papua New Guinea,2019-01-01,2.3
POL,Poland,2019-01-01,1.9
PRT,Portugal,2019-01-01,0.5
PRY,Paraguay,2019-01-01,2.6
QAT,Qatar,2019-01-01,-0.4
ROU,Romania,2019-01-01,3.6
RUS,Russian Federation,2019-01-01,4.2
SAU,Saudi Arabia,2019-01-01,-0.4
SDN,Sudan,2019-01-01,51.0
SGP,Singapore,2019-01-01,1.0
SLV,El Salvador,2019-01-01,0.1
SRB,Serbia,2019-01-01,1.3
SVK,Slovakia,2019-01-01,1.9
SVN,Slovenia,2019-01-01,1.7
SWE,Sweden,2019-01-01,1.5
TCD,Chad,2019-01-01,-2.1
THA,Thailand,2019-01-01,0.4
TJK,Tajikistan,2019-01-01,3.9
TTO,Trinidad and Tobago,2019-01-01,1.1
TUN,Tunisia,2019-01-01,6.9
TUR,Turkey,2019-01-01,13.4
TWN,"Taiwan, China",2019-01-01,0.3
UGA,Uganda,2019-01-01,3.6
UKR,Ukraine,2019-01-01,6.8
USA,United States,2019-01-01,2.2
VNM,Vietnam,2019-01-01,2.0
ZAF,South Africa,2019-01-01,4.1
ALB,Albania,2020-01-01,1.4
AUS,Australia,2020-01-01,0.0
AUT,Austria,2020-01-01,1.9
ARM,Armenia,2020-01-01,1.3
BEL,Belgium,2020-01-01,1.5
BGR,Bulgaria,2020-01-01,1.5
BLR,Belarus,2020-01-01,4.6
BRA,Brazil,2020-01-01,2.2
CAN,Canada,2020-01-01,1.3
CHE,Switzerland,2020-01-01,-0.2
CHL,Chile,2020-01-01,2.3
CHN,China,2020-01-01,0.7
CMR,Cameroon,2020-01-01,2.0
COL,Colombia,2020-01-01,2.2
CRI,Costa Rica,2020-01-01,1.3
CYP,Cyprus,2020-01-01,-0.6
CZE,Czech Republic,2020-01-01,3.6
DEU,Germany,2020-01-01,1.0
DJI,Djibouti,2020-01-01,1.8
DNK,Denmark,2020-01-01,0.9
DOM,Dominican Republic,2020-01-01,3.6
EGY,"Egypt, Arab Rep.",2020-01-01,2.3
ESP,Spain,2020-01-01,0.6
EST,Estonia,2020-01-01,0.1
FIN,Finland,2020-01-01,0.5
