Inflation Measure Type,Series Name,Description,Aggregation,Year,Inflation Rate
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1997,1.8
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1997,1.5
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1997,3.1
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1997,0.8
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1997,11.9
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1997,9.8
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1997,7.4
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1997,5.7
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1997,7.1
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1997,2.8
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1997,2.1
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1997,3.4
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1997,1.5
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1997,7.0
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1997,8.3
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1997,8.4
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1997,6.3
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1997,17.9
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1997,3.7
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1997,4.1
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1997,7.1
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1997,5.7
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1998,5.0
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1998,7.2
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1998,2.7
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1998,4.6
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1998,2.0
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1998,3.0
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1998,1.6
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1998,1.7
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1998,6.5
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1998,8.5
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1998,7.9
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1998,6.0
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1998,5.8
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1998,5.1
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1998,6.6
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1998,6.2
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1998,6.9
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1998,14.2
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1998,4.7
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1998,3.1
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1998,8.5
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1998,6.0
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1998,4.5
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1998,7.1
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1998,3.0
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1998,2.2
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1998,4.0
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1998,2.0
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1998,6.5
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1998,8.4
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1998,8.0
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1998,3.1
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1998,7.1
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1998,3.4
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1998,1.1
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1998,3.0
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1998,1.6
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1998,5.0
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1998,8.7
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1998,11.8
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1998,2.3
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1998,3.8
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1998,1.3
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1998,2.1
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1998,2.5
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,1998,0.8
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,1998,11.4
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,1998,8.5
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,1998,9.0
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,1998,3.0
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,1998,4.6
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1998,-0.1
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1998,0.6
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1998,2.0
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1998,-0.9
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1998,8.7
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1998,9.4
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1998,5.0
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1998,4.8
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1998,5.3
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1998,2.0
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1998,2.0
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1998,1.6
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1998,1.1
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1998,6.2
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1998,6.0
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1998,5.7
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1998,7.7
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1998,11.9
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1998,5.4
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1998,-1.4
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1998,6.5
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1998,6.5
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1999,3.0
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1999,5.6
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1999,2.1
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1999,3.0
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1999,1.8
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1999,2.8
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1999,1.4
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1999,1.6
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1999,4.3
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1999,6.7
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1999,5.9
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1999,4.1
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1999,3.8
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1999,3.6
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1999,4.4
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1999,4.1
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1999,2.7
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1999,22.8
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1999,3.4
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1999,2.2
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1999,5.4
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1999,4.4
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1999,2.2
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1999,4.3
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1999,1.9
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1999,0.9
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1999,1.4
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1999,1.0
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1999,3.5
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1999,5.5
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1999,5.8
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1999,3.3
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1999,5.7
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1999,2.8
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1999,1.8
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1999,2.0
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1999,1.0
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1999,4.9
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1999,7.2
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1999,9.8
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1999,2.2
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1999,3.0
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1999,1.6
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1999,1.5
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1999,2.0
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,1999,1.1
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,1999,7.0
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,1999,6.3
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,1999,9.5
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,1999,1.8
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,1999,4.2
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1999,0.9
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1999,0.5
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1999,1.4
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1999,0.2
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1999,5.7
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1999,9.0
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1999,5.8
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1999,4.4
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1999,7.0
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1999,1.9
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1999,2.3
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1999,4.3
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1999,1.0
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1999,6.5
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1999,8.6
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1999,7.1
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1999,6.0
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1999,18.2
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1999,3.8
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1999,9.9
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1999,5.3
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1999,7.0
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,2000,3.5
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,2000,5.7
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,2000,2.7
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),2000,3.3
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,2000,2.6
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,2000,3.5
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,2000,2.2
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),2000,2.6
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,2000,4.3
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,2000,6.6
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,2000,5.4
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),2000,4.2
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,2000,3.9
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),2000,3.9
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,2000,4.4
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),2000,4.2
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,2000,1.5
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,2000,16.6
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,2000,4.3
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,2000,1.6
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,2000,3.7
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,2000,5.3
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,2000,1.9
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,2000,4.1
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,2000,1.7
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,2000,1.6
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,2000,2.6
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,2000,1.0
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,2000,2.2
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,2000,4.9
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,2000,5.2
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,2000,6.9
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,2000,8.5
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,2000,4.7
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,2000,4.4
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,2000,5.5
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,2000,3.1
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,2000,7.2
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,2000,9.3
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,2000,10.7
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,2000,2.6
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,2000,4.7
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,2000,3.1
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,2000,2.2
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,2000,4.5
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,2000,2.8
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,2000,5.6
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,2000,4.9
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,2000,6.5
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,2000,6.6
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,2000,9.6
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,2000,5.1
,PPI_AE_MED,Advanced-economy PPI inflation,Median,2000,5.4
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,2000,7.0
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,2000,4.2
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,2000,11.2
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,2000,13.8
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,2000,10.4
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,2000,4.4
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,2000,7.9
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,2000,3.3
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,2000,2.9
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,2000,5.0
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,2000,1.7
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,2000,6.2
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,2000,9.4
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,2000,10.7
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,2000,2.7
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,2000,17.5
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,2000,3.9
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,2000,12.4
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,2000,3.5
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,2000,6.3
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,2001,3.9
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,2001,5.3
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,2001,2.7
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),2001,4.0
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,2001,2.5
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,2001,3.2
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,2001,2.1
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),2001,2.6
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,2001,4.7
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,2001,6.1
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,2001,5.4
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),2001,4.7
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,2001,4.7
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),2001,5.2
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,2001,4.7
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),2001,4.4
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,2001,2.3
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,2001,9.4
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,2001,3.7
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,2001,1.8
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,2001,3.0
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,2001,5.4
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,2001,4.7
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,2001,6.0
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,2001,3.7
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,2001,4.4
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,2001,4.6
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,2001,3.1
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,2001,4.7
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,2001,6.5
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,2001,6.2
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,2001,3.9
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,2001,6.5
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,2001,3.9
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,2001,2.8
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,2001,3.8
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,2001,2.7
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,2001,5.2
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,2001,7.5
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,2001,7.3
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,2001,2.3
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,2001,1.9
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,2001,0.5
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,2001,2.2
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,2001,0.8
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,2001,0.1
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,2001,4.1
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,2001,4.2
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,2001,5.2
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,2001,2.5
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,2001,4.1
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,2001,1.4
,PPI_AE_MED,Advanced-economy PPI inflation,Median,2001,1.5
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,2001,2.4
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,2001,0.8
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,2001,5.7
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,2001,7.3
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,2001,5.0
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,2001,3.9
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,2001,5.4
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,2001,2.3
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,2001,2.5
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,2001,2.7
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,2001,1.7
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,2001,4.7
