Inflation Measure Type,Series Name,Description,Aggregation,Year,Inflation Rate
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1986,9.9
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1986,9.1
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1986,7.5
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1986,7.6
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1986,5.6
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1986,2.7
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1986,9.7
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1986,5.8
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1986,8.4
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1986,9.6
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1986,5.4
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1986,7.4
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1986,4.2
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1986,2.9
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1986,4.7
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1986,3.0
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1986,6.8
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1986,8.2
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1986,12.0
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1986,2.7
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1986,4.1
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1986,-1.2
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1986,0.2
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1986,1.3
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1986,-3.0
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1986,3.5
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1986,5.7
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1986,7.2
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1986,4.0
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1986,4.5
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1986,3.8
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1986,3.7
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1986,4.3
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,1986,3.8
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,1986,11.8
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,1986,9.9
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,1986,4.8
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,1986,0.9
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,1986,2.9
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1986,-2.2
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1986,-1.3
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1986,0.2
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1986,-2.6
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1986,6.7
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1986,9.9
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1986,8.7
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1986,5.2
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1986,5.8
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1986,3.6
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1986,4.0
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1986,2.6
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1986,2.9
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1986,5.7
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1986,5.6
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1986,6.0
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1986,1.9
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1986,3.7
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1986,8.1
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1986,0.0
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1986,6.8
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1986,7.0
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1987,5.9
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1987,7.6
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1987,3.9
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1987,6.1
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1987,3.6
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1987,4.9
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1987,2.9
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1987,3.3
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1987,7.7
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1987,8.5
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1987,11.2
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1987,7.7
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1987,16.9
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1987,16.7
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1987,7.2
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1987,7.4
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1987,6.1
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1987,2.7
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1987,12.2
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1987,4.5
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1987,9.8
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1987,8.2
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1987,6.1
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1987,8.0
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1987,3.7
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1987,3.1
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1987,4.3
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1987,2.4
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1987,8.9
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1987,9.5
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1987,13.2
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1987,3.0
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1987,4.8
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1987,0.6
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1987,2.9
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1987,2.9
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1987,-0.8
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1987,3.0
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1987,6.1
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1987,8.4
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1987,4.1
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1987,6.3
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1987,3.6
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1987,4.1
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1987,6.5
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,1987,3.6
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,1987,18.7
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,1987,12.3
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,1987,3.4
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,1987,2.8
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,1987,4.6
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1987,1.3
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1987,2.4
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1987,2.7
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1987,0.8
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1987,10.4
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1987,10.3
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1987,11.8
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1987,7.0
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1987,8.5
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1987,3.8
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1987,5.1
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1987,7.4
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1987,2.8
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1987,8.1
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1987,9.0
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1987,11.8
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1987,8.1
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1987,2.4
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1987,8.5
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1987,8.2
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1987,9.3
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1987,7.3
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1988,6.9
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1988,8.9
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1988,4.3
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1988,6.9
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1988,4.1
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1988,4.6
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1988,3.2
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1988,4.0
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1988,8.8
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1988,10.1
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1988,10.4
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1988,8.7
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1988,20.6
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1988,19.3
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1988,8.2
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1988,8.2
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1988,10.3
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1988,2.6
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1988,9.3
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1988,5.2
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1988,9.5
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1988,9.3
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1988,7.9
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1988,8.9
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1988,3.9
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1988,2.6
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1988,4.3
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1988,2.9
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1988,10.4
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1988,10.6
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1988,12.4
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1988,4.2
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1988,5.8
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1988,2.5
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1988,3.6
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1988,3.7
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1988,1.5
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1988,5.5
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1988,6.7
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1988,8.9
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1988,5.2
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1988,6.4
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1988,3.8
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1988,4.9
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1988,5.1
,CORE_AE_AVE_GDP,Advanced-economy core consumer price index inflation,GDP-weighted Average,1988,3.7
,CORE_EMDE_MED,EMDE core consumer price index inflation,Median,1988,26.1
,CORE_EMDE_AVE,EMDE core consumer price index inflation,Average,1988,15.0
,CORE_EMDE_AVE_GDP,EMDE core consumer price index inflation,GDP-weighted Average,1988,20.2
Producer price index,PPI_GLOBAL_MED,Global producer price index (PPI) inflation,Median,1988,4.2
(percent),PPI_GLOBAL_AVE,Global producer price index (PPI) inflation,Average,1988,5.0
,PPI_GLOBAL_AVE_GDP,Global producer price index (PPI) inflation,GDP-weighted Average,1988,2.9
,PPI_AE_MED,Advanced-economy PPI inflation,Median,1988,3.8
,PPI_AE_AVE,Advanced-economy PPI inflation,Average,1988,3.6
,PPI_AE_AVE_GDP,Advanced-economy PPI inflation,GDP-weighted Average,1988,2.6
,PPI_EMDE_MED,EMDE producer price index (PPI) inflation,Median,1988,11.1
,PPI_EMDE_AVE,EMDE producer price index (PPI) inflation,Average,1988,9.2
,PPI_EMDE_AVE_GDP,EMDE producer price index (PPI) inflation,GDP-weighted Average,1988,9.8
GDP deflator growth rate,DEFLATOR_GLOBAL_MED,Global GDP deflator growth rate,Median,1988,7.0
(percent),DEFLATOR_GLOBAL_AVE,Global GDP deflator growth rate,Average,1988,9.3
,DEFLATOR_GLOBAL_AVE_GDP,Global GDP deflator growth rate,GDP-weighted Average,1988,4.2
,DEFLATOR_AE_MED,Advanced-economy GDP deflator growth rate,Median,1988,4.5
,DEFLATOR_AE_AVE,Advanced-economy GDP deflator growth rate,Average,1988,5.9
,DEFLATOR_AE_AVE_GDP,Advanced-economy GDP deflator growth rate,GDP-weighted Average,1988,3.4
,DEFLATOR_EMDE_MED,EMDE GDP deflator growth rate,Median,1988,8.1
,DEFLATOR_EMDE_AVE,EMDE GDP deflator growth rate,Average,1988,10.0
,DEFLATOR_EMDE_AVE_GDP,EMDE GDP deflator growth rate,GDP-weighted Average,1988,10.5
,DEFLATOR_EAP_MED,EMDE GDP deflator growth rate: East Asia and Pacific ,Median,1988,9.7
,DEFLATOR_ECA_MED,EMDE GDP deflator growth rate: Europe and Central Asia ,Median,1988,2.3
,DEFLATOR_LAC_MED,EMDE GDP deflator growth rate: Latin America and the Caribbean ,Median,1988,12.4
,DEFLATOR_MNA_MED,EMDE GDP deflator growth rate: Middle East and North Africa ,Median,1988,6.4
,DEFLATOR_SAR_MED,EMDE GDP deflator growth rate: South Asia ,Median,1988,8.2
,DEFLATOR_SSA_MED,EMDE GDP deflator growth rate: Sub-Saharan Africa ,Median,1988,6.7
Headline CPI inflation,HCPI_GLOBAL_MED,Global headline consumer price index (HCPI) inflation,Median,1989,7.2
(percent),HCPI_GLOBAL_AVE,Global headline consumer price index (HCPI) inflation,Average,1989,8.5
,HCPI_GLOBAL_AVE_GDP,Global headline consumer price index (HCPI) inflation,GDP-weighted Average,1989,5.1
,HCPI_GLOBAL_MED_BAL,Global headline consumer price index (HCPI) inflation,Median (balanced group),1989,6.8
,HCPI_AE_MED,Advanced-economy HCPI inflation,Median,1989,4.4
,HCPI_AE_AVE,Advanced-economy HCPI inflation,Average,1989,5.4
,HCPI_AE_AVE_GDP,Advanced-economy HCPI inflation,GDP-weighted Average,1989,4.3
,HCPI_AE_MED_BAL,Advanced-economy HCPI inflation,Median (balanced group),1989,4.5
,HCPI_EMDE_MED,EMDE  HCPI inflation,Median,1989,9.0
,HCPI_EMDE_AVE,EMDE  HCPI inflation,Average,1989,9.4
,HCPI_EMDE_AVE_GDP,EMDE  HCPI inflation,GDP-weighted Average,1989,9.5
,HCPI_EMDE_MED_BAL,EMDE  HCPI inflation,Median (balanced group),1989,8.7
,HCPI_LIC_MED,Low income country (LIC) HCPI inflation,Median,1989,13.9
,HCPI_LIC_MED_BAL,Low income country (LIC) HCPI inflation,Median (balanced group),1989,13.9
,HCPI_NON-LIC_MED,Non-LIC EMDE HCPI inflation,Median,1989,7.9
,HCPI_NON-LIC_MED_BAL,Non-LIC EMDE HCPI inflation,Median (balanced group),1989,7.7
,HCPI_EAP_MED,EMDE HCPI inflation: East Asia and Pacific ,Median,1989,7.7
,HCPI_ECA_MED,EMDE HCPI inflation: Europe and Central Asia ,Median,1989,6.4
,HCPI_LAC_MED,EMDE HCPI inflation: Latin America and the Caribbean ,Median,1989,13.5
,HCPI_MNA_MED,EMDE HCPI inflation: Middle East and North Africa ,Median,1989,5.4
,HCPI_SAR_MED,EMDE HCPI inflation: South Asia ,Median,1989,8.4
,HCPI_SSA_MED,EMDE HCPI inflation: Sub-Saharan Africa ,Median,1989,9.6
Food CPI inflation,FCPI_GLOBAL_MED,Global food consumer price index (FCPI) inflation,Median,1989,8.4
(percent),FCPI_GLOBAL_AVE,Global food consumer price index (FCPI) inflation,Average,1989,8.8
,FCPI_GLOBAL_AVE_GDP,Global food consumer price index (FCPI) inflation,GDP-weighted Average,1989,5.5
,FCPI_AE_MED,Advanced-economy FCPI inflation,Median,1989,4.3
,FCPI_AE_AVE,Advanced-economy FCPI inflation,Average,1989,5.8
,FCPI_AE_AVE_GDP,Advanced-economy FCPI inflation,GDP-weighted Average,1989,4.6
,FCPI_EMDE_MED,EMDE FCPI inflation,Median,1989,9.4
,FCPI_EMDE_AVE,EMDE FCPI inflation,Average,1989,10.0
,FCPI_EMDE_AVE_GDP,EMDE FCPI inflation,GDP-weighted Average,1989,12.1
Energy price index,ENERGY_GLOBAL_MED,Global energy price index inflation,Median,1989,5.4
(percent),ENERGY_GLOBAL_AVE,Global energy price index inflation,Average,1989,6.3
,ENERGY_GLOBAL_AVE_GDP,Global energy price index inflation,GDP-weighted Average,1989,5.4
,ENERGY_AE_MED,Advanced-economy energy price index inflation,Median,1989,4.5
,ENERGY_AE_AVE,Advanced-economy energy price index inflation,Average,1989,5.2
,ENERGY_AE_AVE_GDP,Advanced-economy energy price index inflation,GDP-weighted Average,1989,4.2
,ENERGY_EMDE_MED,EMDE energy price index inflation,Median,1989,5.8
,ENERGY_EMDE_AVE,EMDE energy price index inflation,Average,1989,6.3
,ENERGY_EMDE_AVE_GDP,EMDE energy price index inflation,GDP-weighted Average,1989,10.9
Official core consumer price inflation,CORE_GLOBAL_MED,Global core consumer price index inflation,Median,1989,5.3
(percent),CORE_GLOBAL_AVE,Global core consumer price index inflation,Average,1989,6.8
,CORE_GLOBAL_AVE_GDP,Global core consumer price index inflation,GDP-weighted Average,1989,4.6
,CORE_AE_MED,Advanced-economy core consumer price index inflation,Median,1989,4.8
,CORE_AE_AVE,Advanced-economy core consumer price index inflation,Average,1989,5.7
