Country Code,Country,Date,GDP_Deflator_Index
JOR,Jordan,2009-10-01,94.7
JPN,Japan,2009-10-01,100.8
KAZ,Kazakhstan,2009-10-01,91.1
KEN,Kenya,2009-10-01,100.7
KOR,"Korea, Rep.",2009-10-01,97.7
LSO,Lesotho,2009-10-01,95.6
LTU,Lithuania,2009-10-01,94.8
LUX,Luxembourg,2009-10-01,96.6
LVA,Latvia,2009-10-01,99.8
MAC,"Macao SAR, China",2009-10-01,62.7
MEX,Mexico,2009-10-01,96.8
MKD,North Macedonia,2009-10-01,97.6
MLT,Malta,2009-10-01,98.1
NIC,Nicaragua,2009-10-01,136.0
NLD,Netherlands,2009-10-01,98.6
NOR,Norway,2009-10-01,95.8
NZL,New Zealand,2009-10-01,97.1
PAN,Panama,2009-10-01,74.8
PER,Peru,2009-10-01,105.4
PHL,Philippines,2009-10-01,84.0
POL,Poland,2009-10-01,98.9
PRT,Portugal,2009-10-01,100.0
PRY,Paraguay,2009-10-01,81.5
QAT,Qatar,2009-10-01,0.0
ROU,Romania,2009-10-01,98.4
RUS,Russian Federation,2009-10-01,39.7
RWA,Rwanda,2009-10-01,72.5
SEN,Senegal,2009-10-01,94.7
SGP,Singapore,2009-10-01,99.2
SLV,El Salvador,2009-10-01,89.5
SRB,Serbia,2009-10-01,96.1
SVK,Slovakia,2009-10-01,99.4
SVN,Slovenia,2009-10-01,101.0
SWE,Sweden,2009-10-01,99.5
THA,Thailand,2009-10-01,97.7
TUR,"Türkiye, Rep of",2009-10-01,95.3
TWN,"Taiwan, China",2009-10-01,93.8
USA,United States,2009-10-01,99.1
VNM,Vietnam,2009-10-01,86.7
ZAF,South Africa,2009-10-01,95.8
ALB,Albania,2010-01-01,98.6
ARG,Argentina,2010-01-01,93.0
AUS,Australia,2010-01-01,97.3
AUT,Austria,2010-01-01,99.7
AZE,Azerbaijan,2010-01-01,187.0
BEL,Belgium,2010-01-01,98.8
BGR,Bulgaria,2010-01-01,96.7
BHR,Bahrain,2010-01-01,100.0
BIH,Bosnia and Herzegovina,2010-01-01,97.1
BLR,Belarus,2010-01-01,14.0
BOL,Bolivia,2010-01-01,423.8
BRA,Brazil,2010-01-01,96.1
BRN,Brunei Darussalam,2010-01-01,96.4
BWA,Botswana,2010-01-01,64.9
CAN,Canada,2010-01-01,99.7
CHE,Switzerland,2010-01-01,99.8
CHL,Chile,2010-01-01,96.9
CHN,China,2010-01-01,75.8
COL,Colombia,2010-01-01,99.0
CRI,Costa Rica,2010-01-01,99.2
CYP,Cyprus,2010-01-01,99.8
CZE,Czech Republic,2010-01-01,100.1
DEU,Germany,2010-01-01,100.0
DNK,Denmark,2010-01-01,99.4
DOM,Dominican Republic,2010-01-01,116.7
ECU,Equador,2010-01-01,98.9
EGY,"Egypt, Arab Rep.",2010-01-01,44.1
ESP,Spain,2010-01-01,100.1
EST,Estonia,2010-01-01,97.7
FIN,Finland,2010-01-01,99.3
FRA,France,2010-01-01,99.4
GBR,United Kingdom,2010-01-01,99.6
GRC,Greece,2010-01-01,99.4
GTM,Guatemala,2010-01-01,87.6
HKG,"Hong Kong SAR, China",2010-01-01,76.9
HND,Honduras,2010-01-01,97.5
HRV,Croatia,2010-01-01,99.4
HUN,Hungary,2010-01-01,98.6
IDN,Indonesia,2010-01-01,98.1
IND,India,2010-01-01,97.2
IRL,Ireland,2010-01-01,99.8
IRN,"Iran, Islamic Rep.",2010-01-01,38.0
ISL,Iceland,2010-01-01,100.8
ISR,Israel,2010-01-01,99.2
ITA,Italy,2010-01-01,99.5
JOR,Jordan,2010-01-01,97.1
JPN,Japan,2010-01-01,100.8
KAZ,Kazakhstan,2010-01-01,93.0
KEN,Kenya,2010-01-01,99.8
KOR,"Korea, Rep.",2010-01-01,99.1
KWT,Kuwait,2010-01-01,100.0
LKA,Sri Lanka,2010-01-01,74.0
LSO,Lesotho,2010-01-01,97.3
LTU,Lithuania,2010-01-01,99.1
LUX,Luxembourg,2010-01-01,98.0
LVA,Latvia,2010-01-01,98.3
MAC,"Macao SAR, China",2010-01-01,64.7
MEX,Mexico,2010-01-01,98.7
MKD,North Macedonia,2010-01-01,99.3
MLT,Malta,2010-01-01,98.8
NGA,Nigeria,2010-01-01,100.0
NIC,Nicaragua,2010-01-01,141.5
NLD,Netherlands,2010-01-01,99.3
NOR,Norway,2010-01-01,97.6
NZL,New Zealand,2010-01-01,98.3
PAN,Panama,2010-01-01,75.0
PER,Peru,2010-01-01,106.5
PHL,Philippines,2010-01-01,82.2
POL,Poland,2010-01-01,99.0
PRT,Portugal,2010-01-01,99.9
PRY,Paraguay,2010-01-01,83.4
QAT,Qatar,2010-01-01,0.0
ROU,Romania,2010-01-01,95.2
RUS,Russian Federation,2010-01-01,42.0
RWA,Rwanda,2010-01-01,71.7
SAU,Saudi Arabia,2010-01-01,100.0
SEN,Senegal,2010-01-01,94.3
SGP,Singapore,2010-01-01,96.5
SLV,El Salvador,2010-01-01,88.6
SRB,Serbia,2010-01-01,96.0
SVK,Slovakia,2010-01-01,99.4
SVN,Slovenia,2010-01-01,100.0
SWE,Sweden,2010-01-01,99.8
THA,Thailand,2010-01-01,98.8
TUR,"Türkiye, Rep of",2010-01-01,98.7
TWN,"Taiwan, China",2010-01-01,98.3
TZA,"Tanzania, United Rep.",2010-01-01,64.7
UKR,Ukraine,2010-01-01,38.9
USA,United States,2010-01-01,99.3
VNM,Vietnam,2010-01-01,100.0
ZAF,South Africa,2010-01-01,97.7
ALB,Albania,2010-04-01,98.5
ARG,Argentina,2010-04-01,96.1
AUS,Australia,2010-04-01,100.1
AUT,Austria,2010-04-01,99.8
AZE,Azerbaijan,2010-04-01,185.2
BEL,Belgium,2010-04-01,100.0
BGR,Bulgaria,2010-04-01,98.8
BHR,Bahrain,2010-04-01,100.0
BIH,Bosnia and Herzegovina,2010-04-01,96.5
BLR,Belarus,2010-04-01,15.0
BOL,Bolivia,2010-04-01,407.2
BRA,Brazil,2010-04-01,98.4
BRN,Brunei Darussalam,2010-04-01,99.9
BWA,Botswana,2010-04-01,64.2
CAN,Canada,2010-04-01,99.7
CHE,Switzerland,2010-04-01,100.1
CHL,Chile,2010-04-01,97.7
CHN,China,2010-04-01,78.6
COL,Colombia,2010-04-01,99.5
CRI,Costa Rica,2010-04-01,99.6
CYP,Cyprus,2010-04-01,100.1
CZE,Czech Republic,2010-04-01,100.5
DEU,Germany,2010-04-01,99.4
DNK,Denmark,2010-04-01,99.9
DOM,Dominican Republic,2010-04-01,119.4
ECU,Equador,2010-04-01,99.6
EGY,"Egypt, Arab Rep.",2010-04-01,46.5
ESP,Spain,2010-04-01,99.6
EST,Estonia,2010-04-01,98.4
FIN,Finland,2010-04-01,99.6
FRA,France,2010-04-01,100.0
GBR,United Kingdom,2010-04-01,99.8
GRC,Greece,2010-04-01,100.2
GTM,Guatemala,2010-04-01,86.1
HKG,"Hong Kong SAR, China",2010-04-01,74.4
HND,Honduras,2010-04-01,97.9
HRV,Croatia,2010-04-01,99.9
HUN,Hungary,2010-04-01,99.5
IDN,Indonesia,2010-04-01,99.6
IND,India,2010-04-01,99.0
IRL,Ireland,2010-04-01,100.0
IRN,"Iran, Islamic Rep.",2010-04-01,39.1
ISL,Iceland,2010-04-01,100.9
ISR,Israel,2010-04-01,100.0
ITA,Italy,2010-04-01,99.9
JOR,Jordan,2010-04-01,99.0
JPN,Japan,2010-04-01,100.2
KAZ,Kazakhstan,2010-04-01,96.4
KEN,Kenya,2010-04-01,98.8
KOR,"Korea, Rep.",2010-04-01,100.1
KWT,Kuwait,2010-04-01,100.0
LKA,Sri Lanka,2010-04-01,74.0
LSO,Lesotho,2010-04-01,98.6
LTU,Lithuania,2010-04-01,98.7
LUX,Luxembourg,2010-04-01,98.9
LVA,Latvia,2010-04-01,99.0
MAC,"Macao SAR, China",2010-04-01,64.5
MEX,Mexico,2010-04-01,99.7
MKD,North Macedonia,2010-04-01,100.4
MLT,Malta,2010-04-01,99.7
NGA,Nigeria,2010-04-01,100.0
NIC,Nicaragua,2010-04-01,139.9
NLD,Netherlands,2010-04-01,100.4
NOR,Norway,2010-04-01,98.7
NZL,New Zealand,2010-04-01,98.3
PAN,Panama,2010-04-01,75.7
PER,Peru,2010-04-01,108.8
PHL,Philippines,2010-04-01,82.2
POL,Poland,2010-04-01,100.0
PRT,Portugal,2010-04-01,99.5
PRY,Paraguay,2010-04-01,83.9
QAT,Qatar,2010-04-01,0.0
ROU,Romania,2010-04-01,98.0
RUS,Russian Federation,2010-04-01,42.7
RWA,Rwanda,2010-04-01,72.0
SAU,Saudi Arabia,2010-04-01,100.0
SEN,Senegal,2010-04-01,95.9
SGP,Singapore,2010-04-01,93.4
SLV,El Salvador,2010-04-01,89.5
SRB,Serbia,2010-04-01,98.4
SVK,Slovakia,2010-04-01,99.7
SVN,Slovenia,2010-04-01,100.4
SWE,Sweden,2010-04-01,99.3
THA,Thailand,2010-04-01,98.7
TUR,"Türkiye, Rep of",2010-04-01,99.2
TWN,"Taiwan, China",2010-04-01,94.5
TZA,"Tanzania, United Rep.",2010-04-01,62.3
UKR,Ukraine,2010-04-01,40.7
USA,United States,2010-04-01,99.8
VNM,Vietnam,2010-04-01,100.0
ZAF,South Africa,2010-04-01,100.4
ALB,Albania,2010-07-01,99.8
ARG,Argentina,2010-07-01,102.3
AUS,Australia,2010-07-01,100.8
AUT,Austria,2010-07-01,100.0
AZE,Azerbaijan,2010-07-01,138.3
BEL,Belgium,2010-07-01,100.4
BGR,Bulgaria,2010-07-01,99.9
BHR,Bahrain,2010-07-01,100.0
BIH,Bosnia and Herzegovina,2010-07-01,95.5
BLR,Belarus,2010-07-01,16.1
BOL,Bolivia,2010-07-01,422.9
BRA,Brazil,2010-07-01,101.7
BRN,Brunei Darussalam,2010-07-01,101.3
BWA,Botswana,2010-07-01,67.9
CAN,Canada,2010-07-01,99.8
CHE,Switzerland,2010-07-01,100.0
CHL,Chile,2010-07-01,101.8
CHN,China,2010-07-01,78.8
COL,Colombia,2010-07-01,100.3
CRI,Costa Rica,2010-07-01,100.0
CYP,Cyprus,2010-07-01,100.4
CZE,Czech Republic,2010-07-01,100.1
DEU,Germany,2010-07-01,100.2
DNK,Denmark,2010-07-01,100.0
DOM,Dominican Republic,2010-07-01,121.7
ECU,Equador,2010-07-01,99.7
EGY,"Egypt, Arab Rep.",2010-07-01,58.7
ESP,Spain,2010-07-01,99.9
EST,Estonia,2010-07-01,101.4
FIN,Finland,2010-07-01,100.1
FRA,France,2010-07-01,100.3
GBR,United Kingdom,2010-07-01,100.0
GRC,Greece,2010-07-01,100.8
GTM,Guatemala,2010-07-01,87.9
HKG,"Hong Kong SAR, China",2010-07-01,76.9
HND,Honduras,2010-07-01,101.0
HRV,Croatia,2010-07-01,100.2
HUN,Hungary,2010-07-01,100.4
IDN,Indonesia,2010-07-01,100.0
IND,India,2010-07-01,100.7
IRL,Ireland,2010-07-01,99.9
IRN,"Iran, Islamic Rep.",2010-07-01,39.6
ISL,Iceland,2010-07-01,99.3
ISR,Israel,2010-07-01,100.7
ITA,Italy,2010-07-01,100.1
JOR,Jordan,2010-07-01,100.4
JPN,Japan,2010-07-01,99.6
KAZ,Kazakhstan,2010-07-01,98.8
KEN,Kenya,2010-07-01,100.4
KOR,"Korea, Rep.",2010-07-01,100.2
KWT,Kuwait,2010-07-01,100.0
LKA,Sri Lanka,2010-07-01,72.0
LSO,Lesotho,2010-07-01,98.0
LTU,Lithuania,2010-07-01,101.1
LUX,Luxembourg,2010-07-01,101.7
LVA,Latvia,2010-07-01,100.5
MAC,"Macao SAR, China",2010-07-01,64.8
MEX,Mexico,2010-07-01,100.2
MKD,North Macedonia,2010-07-01,99.9
MLT,Malta,2010-07-01,100.4
NGA,Nigeria,2010-07-01,100.0
NIC,Nicaragua,2010-07-01,142.7
NLD,Netherlands,2010-07-01,100.5
NOR,Norway,2010-07-01,100.8
NZL,New Zealand,2010-07-01,100.4
PAN,Panama,2010-07-01,76.4
PER,Peru,2010-07-01,109.0
PHL,Philippines,2010-07-01,84.3
POL,Poland,2010-07-01,100.3
PRT,Portugal,2010-07-01,100.3
PRY,Paraguay,2010-07-01,84.4
QAT,Qatar,2010-07-01,0.0
ROU,Romania,2010-07-01,104.0
RUS,Russian Federation,2010-07-01,45.3
RWA,Rwanda,2010-07-01,72.7
SAU,Saudi Arabia,2010-07-01,100.0
SEN,Senegal,2010-07-01,95.9
SGP,Singapore,2010-07-01,96.1
SLV,El Salvador,2010-07-01,90.3
SRB,Serbia,2010-07-01,101.5
SVK,Slovakia,2010-07-01,100.4
SVN,Slovenia,2010-07-01,99.8
SWE,Sweden,2010-07-01,100.2
THA,Thailand,2010-07-01,100.5
TUR,"Türkiye, Rep of",2010-07-01,100.2
TWN,"Taiwan, China",2010-07-01,93.8
TZA,"Tanzania, United Rep.",2010-07-01,65.5
UKR,Ukraine,2010-07-01,41.5
USA,United States,2010-07-01,100.1
VNM,Vietnam,2010-07-01,100.0
ZAF,South Africa,2010-07-01,100.3
ALB,Albania,2010-10-01,103.0
ARG,Argentina,2010-10-01,108.6
AUS,Australia,2010-10-01,101.8
AUT,Austria,2010-10-01,100.5
AZE,Azerbaijan,2010-10-01,140.7
BEL,Belgium,2010-10-01,100.8
BGR,Bulgaria,2010-10-01,104.6
BHR,Bahrain,2010-10-01,100.0
BIH,Bosnia and Herzegovina,2010-10-01,95.2
BLR,Belarus,2010-10-01,15.4
BOL,Bolivia,2010-10-01,438.3
BRA,Brazil,2010-10-01,103.8
BRN,Brunei Darussalam,2010-10-01,102.2
BWA,Botswana,2010-10-01,69.6
CAN,Canada,2010-10-01,100.8
CHE,Switzerland,2010-10-01,100.1
CHL,Chile,2010-10-01,103.6
CHN,China,2010-10-01,80.7
COL,Colombia,2010-10-01,101.3
CRI,Costa Rica,2010-10-01,101.3
CYP,Cyprus,2010-10-01,99.7
CZE,Czech Republic,2010-10-01,99.2
DEU,Germany,2010-10-01,100.4
DNK,Denmark,2010-10-01,100.7
DOM,Dominican Republic,2010-10-01,124.1
ECU,Equador,2010-10-01,101.7
EGY,"Egypt, Arab Rep.",2010-10-01,52.8
ESP,Spain,2010-10-01,100.4
EST,Estonia,2010-10-01,102.4
FIN,Finland,2010-10-01,101.0
FRA,France,2010-10-01,100.3
GBR,United Kingdom,2010-10-01,100.6
GRC,Greece,2010-10-01,99.6
GTM,Guatemala,2010-10-01,88.7
HKG,"Hong Kong SAR, China",2010-10-01,77.4
HND,Honduras,2010-10-01,103.5
HRV,Croatia,2010-10-01,100.5
HUN,Hungary,2010-10-01,101.5
IDN,Indonesia,2010-10-01,102.2
IND,India,2010-10-01,103.2
IRL,Ireland,2010-10-01,100.4
IRN,"Iran, Islamic Rep.",2010-10-01,40.6
ISL,Iceland,2010-10-01,99.1
ISR,Israel,2010-10-01,100.2
ITA,Italy,2010-10-01,100.5
JOR,Jordan,2010-10-01,103.5
JPN,Japan,2010-10-01,99.3
KAZ,Kazakhstan,2010-10-01,111.8
KEN,Kenya,2010-10-01,101.0
KOR,"Korea, Rep.",2010-10-01,100.6
KWT,Kuwait,2010-10-01,100.0
LKA,Sri Lanka,2010-10-01,74.0
LSO,Lesotho,2010-10-01,106.1
LTU,Lithuania,2010-10-01,101.2
LUX,Luxembourg,2010-10-01,101.4
LVA,Latvia,2010-10-01,102.1
MAC,"Macao SAR, China",2010-10-01,66.6
MEX,Mexico,2010-10-01,101.5
MKD,North Macedonia,2010-10-01,100.4
MLT,Malta,2010-10-01,101.1
NGA,Nigeria,2010-10-01,100.0
NIC,Nicaragua,2010-10-01,149.1
NLD,Netherlands,2010-10-01,99.8
NOR,Norway,2010-10-01,102.9
NZL,New Zealand,2010-10-01,103.0
PAN,Panama,2010-10-01,76.7
PER,Peru,2010-10-01,111.7
PHL,Philippines,2010-10-01,87.2
POL,Poland,2010-10-01,100.7
PRT,Portugal,2010-10-01,100.3
PRY,Paraguay,2010-10-01,86.5
QAT,Qatar,2010-10-01,0.0
ROU,Romania,2010-10-01,102.8
RUS,Russian Federation,2010-10-01,46.3
RWA,Rwanda,2010-10-01,73.8
SAU,Saudi Arabia,2010-10-01,100.0
SEN,Senegal,2010-10-01,97.5
SGP,Singapore,2010-10-01,98.4
SLV,El Salvador,2010-10-01,93.9
SRB,Serbia,2010-10-01,104.1
SVK,Slovakia,2010-10-01,100.5
SVN,Slovenia,2010-10-01,99.8
SWE,Sweden,2010-10-01,100.7
THA,Thailand,2010-10-01,102.0
TUR,"Türkiye, Rep of",2010-10-01,101.9
TWN,"Taiwan, China",2010-10-01,91.6
TZA,"Tanzania, United Rep.",2010-10-01,67.4
UKR,Ukraine,2010-10-01,43.6
USA,United States,2010-10-01,100.7
VNM,Vietnam,2010-10-01,100.0
ZAF,South Africa,2010-10-01,101.5
ALB,Albania,2011-01-01,101.5
ARG,Argentina,2011-01-01,114.0
AUS,Australia,2011-01-01,103.7
AUT,Austria,2011-01-01,101.4
AZE,Azerbaijan,2011-01-01,214.2
BEL,Belgium,2011-01-01,101.3
BGR,Bulgaria,2011-01-01,108.4
BHR,Bahrain,2011-01-01,106.9
BIH,Bosnia and Herzegovina,2011-01-01,97.1
BLR,Belarus,2011-01-01,18.0
BOL,Bolivia,2011-01-01,495.3
BRA,Brazil,2011-01-01,104.6
BRN,Brunei Darussalam,2011-01-01,113.3
BWA,Botswana,2011-01-01,71.2
CAN,Canada,2011-01-01,102.2
CHE,Switzerland,2011-01-01,100.0
CHL,Chile,2011-01-01,104.1
CHN,China,2011-01-01,82.1
COL,Colombia,2011-01-01,104.2
CRI,Costa Rica,2011-01-01,102.5
CYP,Cyprus,2011-01-01,101.3
CZE,Czech Republic,2011-01-01,99.1
DEU,Germany,2011-01-01,100.5
DNK,Denmark,2011-01-01,100.9
DOM,Dominican Republic,2011-01-01,126.8
ECU,Equador,2011-01-01,104.4
EGY,"Egypt, Arab Rep.",2011-01-01,49.8
ESP,Spain,2011-01-01,100.0
EST,Estonia,2011-01-01,104.1
FIN,Finland,2011-01-01,101.5
FRA,France,2011-01-01,100.6
GBR,United Kingdom,2011-01-01,102.2
GRC,Greece,2011-01-01,101.0
GTM,Guatemala,2011-01-01,91.9
HKG,"Hong Kong SAR, China",2011-01-01,78.3
HND,Honduras,2011-01-01,105.2
HRV,Croatia,2011-01-01,101.3
HUN,Hungary,2011-01-01,100.2
IDN,Indonesia,2011-01-01,105.2
IND,India,2011-01-01,105.2
IRL,Ireland,2011-01-01,101.5
IRN,"Iran, Islamic Rep.",2011-01-01,48.7
ISL,Iceland,2011-01-01,100.9
ISR,Israel,2011-01-01,101.2
ITA,Italy,2011-01-01,101.1
JOR,Jordan,2011-01-01,104.1
JPN,Japan,2011-01-01,99.1
KAZ,Kazakhstan,2011-01-01,113.6
KEN,Kenya,2011-01-01,104.5
KOR,"Korea, Rep.",2011-01-01,100.2
KWT,Kuwait,2011-01-01,112.7
LKA,Sri Lanka,2011-01-01,81.0
LSO,Lesotho,2011-01-01,104.2
LTU,Lithuania,2011-01-01,103.7
LUX,Luxembourg,2011-01-01,103.7
LVA,Latvia,2011-01-01,105.0
MAC,"Macao SAR, China",2011-01-01,68.8
MEX,Mexico,2011-01-01,103.1
MKD,North Macedonia,2011-01-01,102.8
MLT,Malta,2011-01-01,100.6
NGA,Nigeria,2011-01-01,107.8
NIC,Nicaragua,2011-01-01,151.0
NLD,Netherlands,2011-01-01,99.8
NOR,Norway,2011-01-01,104.2
NZL,New Zealand,2011-01-01,102.1
PAN,Panama,2011-01-01,78.5
PER,Peru,2011-01-01,113.6
PHL,Philippines,2011-01-01,85.7
POL,Poland,2011-01-01,102.2
PRT,Portugal,2011-01-01,100.2
PRY,Paraguay,2011-01-01,89.3
QAT,Qatar,2011-01-01,0.0
ROU,Romania,2011-01-01,104.3
RUS,Russian Federation,2011-01-01,49.3
RWA,Rwanda,2011-01-01,74.6
SAU,Saudi Arabia,2011-01-01,112.9
SEN,Senegal,2011-01-01,99.5
SGP,Singapore,2011-01-01,98.2
SLV,El Salvador,2011-01-01,92.4
SRB,Serbia,2011-01-01,107.1
SVK,Slovakia,2011-01-01,100.9
SVN,Slovenia,2011-01-01,101.3
SWE,Sweden,2011-01-01,100.7
THA,Thailand,2011-01-01,103.4
TUR,"Türkiye, Rep of",2011-01-01,105.9
TWN,"Taiwan, China",2011-01-01,96.0
TZA,"Tanzania, United Rep.",2011-01-01,69.4
UKR,Ukraine,2011-01-01,43.9
USA,United States,2011-01-01,101.2
VNM,Vietnam,2011-01-01,116.0
ZAF,South Africa,2011-01-01,102.8
ALB,Albania,2011-04-01,100.2
ARG,Argentina,2011-04-01,120.9
AUS,Australia,2011-04-01,105.0
AUT,Austria,2011-04-01,101.8
AZE,Azerbaijan,2011-04-01,210.9
BEL,Belgium,2011-04-01,101.6
BGR,Bulgaria,2011-04-01,107.6
BHR,Bahrain,2011-04-01,111.6
BIH,Bosnia and Herzegovina,2011-04-01,96.4
BLR,Belarus,2011-04-01,22.1
BOL,Bolivia,2011-04-01,466.1
BRA,Brazil,2011-04-01,107.9
BRN,Brunei Darussalam,2011-04-01,122.1
BWA,Botswana,2011-04-01,75.0
CAN,Canada,2011-04-01,103.3
CHE,Switzerland,2011-04-01,100.0
CHL,Chile,2011-04-01,102.5
CHN,China,2011-04-01,85.5
COL,Colombia,2011-04-01,105.9
CRI,Costa Rica,2011-04-01,103.4
CYP,Cyprus,2011-04-01,101.3
CZE,Czech Republic,2011-04-01,99.6
DEU,Germany,2011-04-01,100.8
DNK,Denmark,2011-04-01,100.2
DOM,Dominican Republic,2011-04-01,128.0
ECU,Equador,2011-04-01,107.1
EGY,"Egypt, Arab Rep.",2011-04-01,52.3
ESP,Spain,2011-04-01,100.3
EST,Estonia,2011-04-01,105.2
FIN,Finland,2011-04-01,102.4
FRA,France,2011-04-01,100.8
GBR,United Kingdom,2011-04-01,101.5
GRC,Greece,2011-04-01,100.5
GTM,Guatemala,2011-04-01,92.1
HKG,"Hong Kong SAR, China",2011-04-01,78.3
HND,Honduras,2011-04-01,107.6
HRV,Croatia,2011-04-01,101.3
HUN,Hungary,2011-04-01,101.4
IDN,Indonesia,2011-04-01,106.2
IND,India,2011-04-01,106.9
IRL,Ireland,2011-04-01,101.3
IRN,"Iran, Islamic Rep.",2011-04-01,52.0
ISL,Iceland,2011-04-01,103.4
ISR,Israel,2011-04-01,101.2
ITA,Italy,2011-04-01,101.2
JOR,Jordan,2011-04-01,103.8
JPN,Japan,2011-04-01,98.4
KAZ,Kazakhstan,2011-04-01,117.2
KEN,Kenya,2011-04-01,107.8
KOR,"Korea, Rep.",2011-04-01,100.6
KWT,Kuwait,2011-04-01,119.0
LKA,Sri Lanka,2011-04-01,77.0
LSO,Lesotho,2011-04-01,110.0
LTU,Lithuania,2011-04-01,105.3
LUX,Luxembourg,2011-04-01,103.9
LVA,Latvia,2011-04-01,105.9
MAC,"Macao SAR, China",2011-04-01,68.8
MEX,Mexico,2011-04-01,104.7
MKD,North Macedonia,2011-04-01,104.1
MLT,Malta,2011-04-01,100.8
NGA,Nigeria,2011-04-01,109.4
NIC,Nicaragua,2011-04-01,158.5
NLD,Netherlands,2011-04-01,99.8
NOR,Norway,2011-04-01,106.9
NZL,New Zealand,2011-04-01,103.0
PAN,Panama,2011-04-01,80.0
PER,Peru,2011-04-01,117.5
PHL,Philippines,2011-04-01,85.8
POL,Poland,2011-04-01,102.4
PRT,Portugal,2011-04-01,99.6
PRY,Paraguay,2011-04-01,88.5
QAT,Qatar,2011-04-01,0.0
ROU,Romania,2011-04-01,102.3
RUS,Russian Federation,2011-04-01,50.6
RWA,Rwanda,2011-04-01,79.2
SAU,Saudi Arabia,2011-04-01,118.8
SEN,Senegal,2011-04-01,99.1
SGP,Singapore,2011-04-01,96.4
SLV,El Salvador,2011-04-01,96.3
SRB,Serbia,2011-04-01,109.1
SVK,Slovakia,2011-04-01,101.7
SVN,Slovenia,2011-04-01,101.7
SWE,Sweden,2011-04-01,101.0
THA,Thailand,2011-04-01,103.2
TUR,"Türkiye, Rep of",2011-04-01,107.3
TWN,"Taiwan, China",2011-04-01,90.7
TZA,"Tanzania, United Rep.",2011-04-01,69.7
UKR,Ukraine,2011-04-01,47.3
USA,United States,2011-04-01,101.9
VNM,Vietnam,2011-04-01,124.1
ZAF,South Africa,2011-04-01,104.7
ALB,Albania,2011-07-01,101.2
ARG,Argentina,2011-07-01,127.2
AUS,Australia,2011-07-01,105.5
AUT,Austria,2011-07-01,102.1
AZE,Azerbaijan,2011-07-01,165.3
BEL,Belgium,2011-07-01,101.9
BGR,Bulgaria,2011-07-01,106.9
BHR,Bahrain,2011-07-01,110.0
BIH,Bosnia and Herzegovina,2011-07-01,97.3
BLR,Belarus,2011-07-01,27.3
BOL,Bolivia,2011-07-01,494.0
BRA,Brazil,2011-07-01,109.4
BRN,Brunei Darussalam,2011-07-01,122.1
BWA,Botswana,2011-07-01,73.9
CAN,Canada,2011-07-01,103.4
CHE,Switzerland,2011-07-01,99.9
CHL,Chile,2011-07-01,102.7
CHN,China,2011-07-01,86.0
COL,Colombia,2011-07-01,106.4
CRI,Costa Rica,2011-07-01,105.5
CYP,Cyprus,2011-07-01,102.1
CZE,Czech Republic,2011-07-01,100.4
DEU,Germany,2011-07-01,101.2
DNK,Denmark,2011-07-01,100.6
DOM,Dominican Republic,2011-07-01,130.4
ECU,Equador,2011-07-01,106.4
EGY,"Egypt, Arab Rep.",2011-07-01,61.6
ESP,Spain,2011-07-01,100.1
EST,Estonia,2011-07-01,106.3
FIN,Finland,2011-07-01,103.0
FRA,France,2011-07-01,101.0
GBR,United Kingdom,2011-07-01,102.1
GRC,Greece,2011-07-01,100.6
GTM,Guatemala,2011-07-01,94.8
HKG,"Hong Kong SAR, China",2011-07-01,80.2
HND,Honduras,2011-07-01,107.3
HRV,Croatia,2011-07-01,101.9
HUN,Hungary,2011-07-01,102.8
IDN,Indonesia,2011-07-01,108.7
IND,India,2011-07-01,109.5
IRL,Ireland,2011-07-01,102.0
IRN,"Iran, Islamic Rep.",2011-07-01,48.3
ISL,Iceland,2011-07-01,104.6
ISR,Israel,2011-07-01,101.1
ITA,Italy,2011-07-01,101.8
JOR,Jordan,2011-07-01,106.8
JPN,Japan,2011-07-01,98.1
KAZ,Kazakhstan,2011-07-01,125.8
KEN,Kenya,2011-07-01,110.6
KOR,"Korea, Rep.",2011-07-01,101.4
KWT,Kuwait,2011-07-01,117.5
LKA,Sri Lanka,2011-07-01,76.0
LSO,Lesotho,2011-07-01,110.8
LTU,Lithuania,2011-07-01,106.3
LUX,Luxembourg,2011-07-01,103.2
LVA,Latvia,2011-07-01,106.4
MAC,"Macao SAR, China",2011-07-01,70.5
MEX,Mexico,2011-07-01,105.6
MKD,North Macedonia,2011-07-01,103.9
MLT,Malta,2011-07-01,101.0
NGA,Nigeria,2011-07-01,109.1
NIC,Nicaragua,2011-07-01,158.1
NLD,Netherlands,2011-07-01,100.4
NOR,Norway,2011-07-01,107.0
NZL,New Zealand,2011-07-01,103.4
PAN,Panama,2011-07-01,80.6
PER,Peru,2011-07-01,117.1
PHL,Philippines,2011-07-01,87.6
POL,Poland,2011-07-01,103.1
PRT,Portugal,2011-07-01,99.8
PRY,Paraguay,2011-07-01,88.7
QAT,Qatar,2011-07-01,0.0
ROU,Romania,2011-07-01,102.9
RUS,Russian Federation,2011-07-01,52.3
RWA,Rwanda,2011-07-01,78.3
SAU,Saudi Arabia,2011-07-01,115.8
SEN,Senegal,2011-07-01,100.1
SGP,Singapore,2011-07-01,96.1
SLV,El Salvador,2011-07-01,96.8
SRB,Serbia,2011-07-01,109.3
SVK,Slovakia,2011-07-01,101.8
SVN,Slovenia,2011-07-01,101.1
SWE,Sweden,2011-07-01,101.4
