Country Code,Country,Date,GDP_Deflator_Index
TWN,"Taiwan, China",2004-01-01,104.1
USA,United States,2004-01-01,87.2
ZAF,South Africa,2004-01-01,65.1
ARG,Argentina,2004-04-01,41.6
AUS,Australia,2004-04-01,77.2
AUT,Austria,2004-04-01,88.9
AZE,Azerbaijan,2004-04-01,92.2
BEL,Belgium,2004-04-01,89.6
BGR,Bulgaria,2004-04-01,69.4
BIH,Bosnia and Herzegovina,2004-04-01,73.2
BOL,Bolivia,2004-04-01,258.5
BRA,Brazil,2004-04-01,64.3
BWA,Botswana,2004-04-01,34.0
CAN,Canada,2004-04-01,87.5
CHE,Switzerland,2004-04-01,92.7
CHL,Chile,2004-04-01,69.4
CHN,China,2004-04-01,59.1
CRI,Costa Rica,2004-04-01,53.5
CYP,Cyprus,2004-04-01,85.0
CZE,Czech Republic,2004-04-01,91.9
DEU,Germany,2004-04-01,94.4
DNK,Denmark,2004-04-01,85.5
ECU,Equador,2004-04-01,64.4
ESP,Spain,2004-04-01,86.4
EST,Estonia,2004-04-01,69.4
FIN,Finland,2004-04-01,90.8
FRA,France,2004-04-01,90.2
GBR,United Kingdom,2004-04-01,86.3
GRC,Greece,2004-04-01,81.9
GTM,Guatemala,2004-04-01,61.0
HKG,"Hong Kong SAR, China",2004-04-01,74.1
HND,Honduras,2004-04-01,67.8
HRV,Croatia,2004-04-01,81.4
HUN,Hungary,2004-04-01,80.3
IDN,Indonesia,2004-04-01,50.7
IND,India,2004-04-01,68.3
IRL,Ireland,2004-04-01,99.4
IRN,"Iran, Islamic Rep.",2004-04-01,15.9
ISL,Iceland,2004-04-01,64.8
ISR,Israel,2004-04-01,90.2
ITA,Italy,2004-04-01,89.7
JOR,Jordan,2004-04-01,64.9
JPN,Japan,2004-04-01,106.2
KAZ,Kazakhstan,2004-04-01,39.5
KOR,"Korea, Rep.",2004-04-01,88.3
LTU,Lithuania,2004-04-01,73.5
LUX,Luxembourg,2004-04-01,77.7
LVA,Latvia,2004-04-01,65.2
MAC,"Macao SAR, China",2004-04-01,45.3
MEX,Mexico,2004-04-01,71.2
MKD,North Macedonia,2004-04-01,78.9
MLT,Malta,2004-04-01,85.7
NLD,Netherlands,2004-04-01,90.4
NOR,Norway,2004-04-01,72.6
NZL,New Zealand,2004-04-01,84.0
PHL,Philippines,2004-04-01,62.9
POL,Poland,2004-04-01,83.1
PRT,Portugal,2004-04-01,87.6
PRY,Paraguay,2004-04-01,50.0
QAT,Qatar,2004-04-01,0.0
ROU,Romania,2004-04-01,53.7
RUS,Russian Federation,2004-04-01,19.3
SGP,Singapore,2004-04-01,82.8
SLV,El Salvador,2004-04-01,4244.7
SRB,Serbia,2004-04-01,56.3
SVK,Slovakia,2004-04-01,91.2
SVN,Slovenia,2004-04-01,85.7
SWE,Sweden,2004-04-01,89.0
THA,Thailand,2004-04-01,81.7
TUR,"Türkiye, Rep of",2004-04-01,62.3
TWN,"Taiwan, China",2004-04-01,101.6
USA,United States,2004-04-01,87.9
ZAF,South Africa,2004-04-01,66.0
ARG,Argentina,2004-07-01,40.1
AUS,Australia,2004-07-01,77.7
AUT,Austria,2004-07-01,89.5
AZE,Azerbaijan,2004-07-01,81.5
BEL,Belgium,2004-07-01,90.2
BGR,Bulgaria,2004-07-01,70.2
BIH,Bosnia and Herzegovina,2004-07-01,74.3
BOL,Bolivia,2004-07-01,285.8
BRA,Brazil,2004-07-01,65.8
BWA,Botswana,2004-07-01,37.4
CAN,Canada,2004-07-01,88.0
CHE,Switzerland,2004-07-01,92.4
CHL,Chile,2004-07-01,70.9
CHN,China,2004-07-01,58.8
CRI,Costa Rica,2004-07-01,55.2
CYP,Cyprus,2004-07-01,86.2
CZE,Czech Republic,2004-07-01,93.1
DEU,Germany,2004-07-01,94.4
DNK,Denmark,2004-07-01,86.2
ECU,Equador,2004-07-01,65.6
ESP,Spain,2004-07-01,87.3
EST,Estonia,2004-07-01,72.3
FIN,Finland,2004-07-01,90.8
FRA,France,2004-07-01,90.5
GBR,United Kingdom,2004-07-01,86.4
GRC,Greece,2004-07-01,82.7
GTM,Guatemala,2004-07-01,61.6
HKG,"Hong Kong SAR, China",2004-07-01,73.0
HND,Honduras,2004-07-01,69.7
HRV,Croatia,2004-07-01,82.2
HUN,Hungary,2004-07-01,79.2
IDN,Indonesia,2004-07-01,51.9
IND,India,2004-07-01,68.9
IRL,Ireland,2004-07-01,100.6
IRN,"Iran, Islamic Rep.",2004-07-01,16.9
ISL,Iceland,2004-07-01,65.1
ISR,Israel,2004-07-01,90.3
ITA,Italy,2004-07-01,89.7
JOR,Jordan,2004-07-01,63.4
JPN,Japan,2004-07-01,106.1
KAZ,Kazakhstan,2004-07-01,41.8
KOR,"Korea, Rep.",2004-07-01,89.0
LTU,Lithuania,2004-07-01,74.8
LUX,Luxembourg,2004-07-01,79.6
LVA,Latvia,2004-07-01,67.9
MAC,"Macao SAR, China",2004-07-01,45.3
MEX,Mexico,2004-07-01,72.8
MKD,North Macedonia,2004-07-01,79.4
MLT,Malta,2004-07-01,86.4
NLD,Netherlands,2004-07-01,90.8
NOR,Norway,2004-07-01,75.1
NZL,New Zealand,2004-07-01,85.2
PHL,Philippines,2004-07-01,64.1
POL,Poland,2004-07-01,84.8
PRT,Portugal,2004-07-01,88.1
PRY,Paraguay,2004-07-01,50.3
QAT,Qatar,2004-07-01,0.0
ROU,Romania,2004-07-01,55.5
RUS,Russian Federation,2004-07-01,21.5
SGP,Singapore,2004-07-01,85.6
SLV,El Salvador,2004-07-01,4244.7
SRB,Serbia,2004-07-01,58.6
SVK,Slovakia,2004-07-01,92.1
SVN,Slovenia,2004-07-01,86.6
SWE,Sweden,2004-07-01,89.5
THA,Thailand,2004-07-01,80.9
TUR,"Türkiye, Rep of",2004-07-01,64.7
TWN,"Taiwan, China",2004-07-01,101.5
USA,United States,2004-07-01,88.5
ZAF,South Africa,2004-07-01,66.5
ARG,Argentina,2004-10-01,40.9
AUS,Australia,2004-10-01,78.5
AUT,Austria,2004-10-01,90.4
AZE,Azerbaijan,2004-10-01,88.5
BEL,Belgium,2004-10-01,90.7
BGR,Bulgaria,2004-10-01,70.4
BIH,Bosnia and Herzegovina,2004-10-01,80.5
BOL,Bolivia,2004-10-01,276.7
BRA,Brazil,2004-10-01,66.5
BWA,Botswana,2004-10-01,36.4
CAN,Canada,2004-10-01,88.4
CHE,Switzerland,2004-10-01,93.2
CHL,Chile,2004-10-01,71.5
CHN,China,2004-10-01,60.0
CRI,Costa Rica,2004-10-01,56.9
CYP,Cyprus,2004-10-01,85.4
CZE,Czech Republic,2004-10-01,94.6
DEU,Germany,2004-10-01,94.4
DNK,Denmark,2004-10-01,86.9
ECU,Equador,2004-10-01,65.8
ESP,Spain,2004-10-01,88.7
EST,Estonia,2004-10-01,72.4
FIN,Finland,2004-10-01,91.0
FRA,France,2004-10-01,91.1
GBR,United Kingdom,2004-10-01,87.8
GRC,Greece,2004-10-01,81.7
GTM,Guatemala,2004-10-01,63.3
HKG,"Hong Kong SAR, China",2004-10-01,73.3
HND,Honduras,2004-10-01,69.8
HRV,Croatia,2004-10-01,82.6
HUN,Hungary,2004-10-01,79.4
IDN,Indonesia,2004-10-01,53.1
IND,India,2004-10-01,69.5
IRL,Ireland,2004-10-01,100.8
IRN,"Iran, Islamic Rep.",2004-10-01,17.7
ISL,Iceland,2004-10-01,65.1
ISR,Israel,2004-10-01,90.6
ITA,Italy,2004-10-01,90.5
JOR,Jordan,2004-10-01,63.6
JPN,Japan,2004-10-01,106.2
KAZ,Kazakhstan,2004-10-01,40.7
KOR,"Korea, Rep.",2004-10-01,89.1
LTU,Lithuania,2004-10-01,76.2
LUX,Luxembourg,2004-10-01,78.2
LVA,Latvia,2004-10-01,68.5
MAC,"Macao SAR, China",2004-10-01,45.0
MEX,Mexico,2004-10-01,74.1
MKD,North Macedonia,2004-10-01,86.0
MLT,Malta,2004-10-01,87.4
NLD,Netherlands,2004-10-01,91.4
NOR,Norway,2004-10-01,76.6
NZL,New Zealand,2004-10-01,85.6
PHL,Philippines,2004-10-01,65.5
POL,Poland,2004-10-01,86.8
PRT,Portugal,2004-10-01,89.5
PRY,Paraguay,2004-10-01,50.1
QAT,Qatar,2004-10-01,0.0
ROU,Romania,2004-10-01,57.2
RUS,Russian Federation,2004-10-01,22.4
SGP,Singapore,2004-10-01,87.5
SLV,El Salvador,2004-10-01,4244.7
SRB,Serbia,2004-10-01,59.1
SVK,Slovakia,2004-10-01,92.8
SVN,Slovenia,2004-10-01,87.2
SWE,Sweden,2004-10-01,89.0
THA,Thailand,2004-10-01,81.7
TUR,"Türkiye, Rep of",2004-10-01,67.0
TWN,"Taiwan, China",2004-10-01,98.8
USA,United States,2004-10-01,89.2
ZAF,South Africa,2004-10-01,67.7
ARG,Argentina,2005-01-01,41.9
AUS,Australia,2005-01-01,79.3
AUT,Austria,2005-01-01,91.3
AZE,Azerbaijan,2005-01-01,100.4
BEL,Belgium,2005-01-01,91.0
BGR,Bulgaria,2005-01-01,72.7
BIH,Bosnia and Herzegovina,2005-01-01,74.8
BOL,Bolivia,2005-01-01,305.5
BRA,Brazil,2005-01-01,67.2
BWA,Botswana,2005-01-01,45.4
CAN,Canada,2005-01-01,89.0
CHE,Switzerland,2005-01-01,93.2
CHL,Chile,2005-01-01,72.6
CHN,China,2005-01-01,59.7
COL,Colombia,2005-01-01,75.9
CRI,Costa Rica,2005-01-01,58.4
CYP,Cyprus,2005-01-01,87.0
CZE,Czech Republic,2005-01-01,93.4
DEU,Germany,2005-01-01,94.6
DNK,Denmark,2005-01-01,87.9
ECU,Equador,2005-01-01,67.3
ESP,Spain,2005-01-01,89.2
EST,Estonia,2005-01-01,74.3
FIN,Finland,2005-01-01,91.2
FRA,France,2005-01-01,91.5
GBR,United Kingdom,2005-01-01,87.9
GRC,Greece,2005-01-01,82.6
GTM,Guatemala,2005-01-01,65.4
HKG,"Hong Kong SAR, China",2005-01-01,73.3
HND,Honduras,2005-01-01,73.4
HRV,Croatia,2005-01-01,83.0
HUN,Hungary,2005-01-01,79.5
IDN,Indonesia,2005-01-01,54.8
IND,India,2005-01-01,70.4
IRL,Ireland,2005-01-01,102.6
IRN,"Iran, Islamic Rep.",2005-01-01,18.1
ISL,Iceland,2005-01-01,66.5
ISR,Israel,2005-01-01,89.6
ITA,Italy,2005-01-01,90.7
JOR,Jordan,2005-01-01,63.5
JPN,Japan,2005-01-01,105.7
KAZ,Kazakhstan,2005-01-01,47.5
KOR,"Korea, Rep.",2005-01-01,89.3
LTU,Lithuania,2005-01-01,76.7
LUX,Luxembourg,2005-01-01,78.8
LVA,Latvia,2005-01-01,70.5
MAC,"Macao SAR, China",2005-01-01,47.7
MEX,Mexico,2005-01-01,74.5
MKD,North Macedonia,2005-01-01,79.7
MLT,Malta,2005-01-01,87.0
NLD,Netherlands,2005-01-01,91.8
NOR,Norway,2005-01-01,76.7
NZL,New Zealand,2005-01-01,85.6
PHL,Philippines,2005-01-01,65.4
POL,Poland,2005-01-01,86.2
PRT,Portugal,2005-01-01,89.4
PRY,Paraguay,2005-01-01,55.3
QAT,Qatar,2005-01-01,0.0
ROU,Romania,2005-01-01,59.4
RUS,Russian Federation,2005-01-01,22.4
SGP,Singapore,2005-01-01,86.9
SLV,El Salvador,2005-01-01,76.9
SRB,Serbia,2005-01-01,62.8
SVK,Slovakia,2005-01-01,93.3
SVN,Slovenia,2005-01-01,87.4
SWE,Sweden,2005-01-01,89.0
THA,Thailand,2005-01-01,82.8
TUR,"Türkiye, Rep of",2005-01-01,66.0
TWN,"Taiwan, China",2005-01-01,103.2
USA,United States,2005-01-01,89.9
ZAF,South Africa,2005-01-01,68.5
ARG,Argentina,2005-04-01,44.1
AUS,Australia,2005-04-01,80.6
AUT,Austria,2005-04-01,91.6
AZE,Azerbaijan,2005-04-01,100.0
BEL,Belgium,2005-04-01,91.5
BGR,Bulgaria,2005-04-01,74.0
BIH,Bosnia and Herzegovina,2005-04-01,77.7
BOL,Bolivia,2005-04-01,268.0
BRA,Brazil,2005-04-01,68.5
BWA,Botswana,2005-04-01,39.1
CAN,Canada,2005-04-01,89.5
CHE,Switzerland,2005-04-01,93.2
CHL,Chile,2005-04-01,74.0
CHN,China,2005-04-01,61.6
COL,Colombia,2005-04-01,76.9
CRI,Costa Rica,2005-04-01,60.6
CYP,Cyprus,2005-04-01,87.1
CZE,Czech Republic,2005-04-01,92.9
DEU,Germany,2005-04-01,94.6
DNK,Denmark,2005-04-01,87.9
ECU,Equador,2005-04-01,69.1
ESP,Spain,2005-04-01,90.2
EST,Estonia,2005-04-01,74.9
FIN,Finland,2005-04-01,91.7
FRA,France,2005-04-01,92.1
GBR,United Kingdom,2005-04-01,89.0
GRC,Greece,2005-04-01,83.6
GTM,Guatemala,2005-04-01,64.5
HKG,"Hong Kong SAR, China",2005-04-01,73.8
HND,Honduras,2005-04-01,71.9
HRV,Croatia,2005-04-01,83.5
HUN,Hungary,2005-04-01,81.3
IDN,Indonesia,2005-04-01,56.8
IND,India,2005-04-01,70.7
IRL,Ireland,2005-04-01,101.9
IRN,"Iran, Islamic Rep.",2005-04-01,19.7
ISL,Iceland,2005-04-01,66.4
ISR,Israel,2005-04-01,90.6
ITA,Italy,2005-04-01,90.9
JOR,Jordan,2005-04-01,65.5
JPN,Japan,2005-04-01,105.2
KAZ,Kazakhstan,2005-04-01,47.0
KOR,"Korea, Rep.",2005-04-01,89.0
LTU,Lithuania,2005-04-01,79.0
LUX,Luxembourg,2005-04-01,80.7
LVA,Latvia,2005-04-01,72.5
MAC,"Macao SAR, China",2005-04-01,47.7
MEX,Mexico,2005-04-01,75.4
MKD,North Macedonia,2005-04-01,83.8
MLT,Malta,2005-04-01,88.2
NLD,Netherlands,2005-04-01,92.3
NOR,Norway,2005-04-01,79.2
NZL,New Zealand,2005-04-01,86.3
PHL,Philippines,2005-04-01,66.4
POL,Poland,2005-04-01,87.5
PRT,Portugal,2005-04-01,90.5
PRY,Paraguay,2005-04-01,56.1
QAT,Qatar,2005-04-01,0.0
ROU,Romania,2005-04-01,58.7
RUS,Russian Federation,2005-04-01,23.3
SGP,Singapore,2005-04-01,85.4
SLV,El Salvador,2005-04-01,78.3
SRB,Serbia,2005-04-01,64.4
SVK,Slovakia,2005-04-01,93.7
SVN,Slovenia,2005-04-01,87.8
SWE,Sweden,2005-04-01,89.2
THA,Thailand,2005-04-01,82.6
TUR,"Türkiye, Rep of",2005-04-01,67.8
TWN,"Taiwan, China",2005-04-01,98.7
USA,United States,2005-04-01,90.5
ZAF,South Africa,2005-04-01,69.1
ARG,Argentina,2005-07-01,45.1
AUS,Australia,2005-07-01,81.6
AUT,Austria,2005-07-01,92.0
AZE,Azerbaijan,2005-07-01,99.6
BEL,Belgium,2005-07-01,92.1
BGR,Bulgaria,2005-07-01,74.8
BIH,Bosnia and Herzegovina,2005-07-01,79.5
BOL,Bolivia,2005-07-01,308.8
BRA,Brazil,2005-07-01,70.5
BWA,Botswana,2005-07-01,45.9
CAN,Canada,2005-07-01,90.8
CHE,Switzerland,2005-07-01,93.6
CHL,Chile,2005-07-01,75.9
CHN,China,2005-07-01,61.0
COL,Colombia,2005-07-01,77.8
CRI,Costa Rica,2005-07-01,62.6
CYP,Cyprus,2005-07-01,87.7
CZE,Czech Republic,2005-07-01,92.5
DEU,Germany,2005-07-01,94.6
DNK,Denmark,2005-07-01,88.8
ECU,Equador,2005-07-01,73.0
ESP,Spain,2005-07-01,91.1
EST,Estonia,2005-07-01,76.1
FIN,Finland,2005-07-01,91.5
FRA,France,2005-07-01,92.3
GBR,United Kingdom,2005-07-01,89.2
GRC,Greece,2005-07-01,83.6
GTM,Guatemala,2005-07-01,65.3
HKG,"Hong Kong SAR, China",2005-07-01,73.5
HND,Honduras,2005-07-01,73.1
HRV,Croatia,2005-07-01,84.5
HUN,Hungary,2005-07-01,82.5
IDN,Indonesia,2005-07-01,58.5
IND,India,2005-07-01,71.8
IRL,Ireland,2005-07-01,104.3
IRN,"Iran, Islamic Rep.",2005-07-01,20.2
ISL,Iceland,2005-07-01,66.8
ISR,Israel,2005-07-01,91.3
ITA,Italy,2005-07-01,91.3
JOR,Jordan,2005-07-01,65.1
JPN,Japan,2005-07-01,104.7
KAZ,Kazakhstan,2005-07-01,47.4
KOR,"Korea, Rep.",2005-07-01,89.5
LTU,Lithuania,2005-07-01,80.0
LUX,Luxembourg,2005-07-01,83.3
LVA,Latvia,2005-07-01,74.5
MAC,"Macao SAR, China",2005-07-01,47.9
MEX,Mexico,2005-07-01,76.8
MKD,North Macedonia,2005-07-01,86.3
MLT,Malta,2005-07-01,88.1
NLD,Netherlands,2005-07-01,92.5
NOR,Norway,2005-07-01,81.4
NZL,New Zealand,2005-07-01,87.2
PHL,Philippines,2005-07-01,68.2
POL,Poland,2005-07-01,87.0
PRT,Portugal,2005-07-01,91.3
PRY,Paraguay,2005-07-01,57.0
QAT,Qatar,2005-07-01,0.0
ROU,Romania,2005-07-01,62.8
RUS,Russian Federation,2005-07-01,25.9
SGP,Singapore,2005-07-01,86.1
SLV,El Salvador,2005-07-01,78.7
SRB,Serbia,2005-07-01,66.8
SVK,Slovakia,2005-07-01,94.2
SVN,Slovenia,2005-07-01,87.9
SWE,Sweden,2005-07-01,89.9
THA,Thailand,2005-07-01,85.4
TUR,"Türkiye, Rep of",2005-07-01,69.1
TWN,"Taiwan, China",2005-07-01,99.3
USA,United States,2005-07-01,91.4
ZAF,South Africa,2005-07-01,70.3
ARG,Argentina,2005-10-01,47.0
AUS,Australia,2005-10-01,82.7
AUT,Austria,2005-10-01,92.1
AZE,Azerbaijan,2005-10-01,100.1
BEL,Belgium,2005-10-01,93.0
BGR,Bulgaria,2005-10-01,76.2
BIH,Bosnia and Herzegovina,2005-10-01,82.4
BOL,Bolivia,2005-10-01,303.6
BRA,Brazil,2005-10-01,71.6
BWA,Botswana,2005-10-01,40.9
CAN,Canada,2005-10-01,92.0
CHE,Switzerland,2005-10-01,94.1
CHL,Chile,2005-10-01,77.1
CHN,China,2005-10-01,61.7
COL,Colombia,2005-10-01,78.4
CRI,Costa Rica,2005-10-01,64.0
CYP,Cyprus,2005-10-01,86.4
CZE,Czech Republic,2005-10-01,93.3
DEU,Germany,2005-10-01,94.8
DNK,Denmark,2005-10-01,89.4
ECU,Equador,2005-10-01,72.3
ESP,Spain,2005-10-01,92.2
EST,Estonia,2005-10-01,77.2
FIN,Finland,2005-10-01,92.3
FRA,France,2005-10-01,92.9
GBR,United Kingdom,2005-10-01,89.5
GRC,Greece,2005-10-01,84.1
GTM,Guatemala,2005-10-01,66.2
HKG,"Hong Kong SAR, China",2005-10-01,74.0
HND,Honduras,2005-10-01,74.8
HRV,Croatia,2005-10-01,85.4
HUN,Hungary,2005-10-01,83.5
IDN,Indonesia,2005-10-01,64.1
IND,India,2005-10-01,72.6
IRL,Ireland,2005-10-01,103.1
IRN,"Iran, Islamic Rep.",2005-10-01,20.8
ISL,Iceland,2005-10-01,67.3
ISR,Israel,2005-10-01,92.7
ITA,Italy,2005-10-01,92.6
JOR,Jordan,2005-10-01,68.2
JPN,Japan,2005-10-01,104.6
KAZ,Kazakhstan,2005-10-01,48.7
KOR,"Korea, Rep.",2005-10-01,89.9
LTU,Lithuania,2005-10-01,81.4
LUX,Luxembourg,2005-10-01,84.6
LVA,Latvia,2005-10-01,77.9
MAC,"Macao SAR, China",2005-10-01,47.9
MEX,Mexico,2005-10-01,77.4
MKD,North Macedonia,2005-10-01,90.0
MLT,Malta,2005-10-01,89.3
NLD,Netherlands,2005-10-01,93.1
NOR,Norway,2005-10-01,83.7
NZL,New Zealand,2005-10-01,87.0
PHL,Philippines,2005-10-01,69.6
POL,Poland,2005-10-01,85.7
PRT,Portugal,2005-10-01,92.5
PRY,Paraguay,2005-10-01,58.2
QAT,Qatar,2005-10-01,0.0
ROU,Romania,2005-10-01,63.6
RUS,Russian Federation,2005-10-01,26.1
SGP,Singapore,2005-10-01,88.6
SLV,El Salvador,2005-10-01,79.3
SRB,Serbia,2005-10-01,68.4
SVK,Slovakia,2005-10-01,94.9
SVN,Slovenia,2005-10-01,88.4
SWE,Sweden,2005-10-01,90.4
THA,Thailand,2005-10-01,87.1
TUR,"Türkiye, Rep of",2005-10-01,70.0
TWN,"Taiwan, China",2005-10-01,98.6
USA,United States,2005-10-01,92.1
ZAF,South Africa,2005-10-01,71.9
ARG,Argentina,2006-01-01,49.1
AUS,Australia,2006-01-01,83.7
AUT,Austria,2006-01-01,92.7
AZE,Azerbaijan,2006-01-01,104.6
BEL,Belgium,2006-01-01,93.5
BGR,Bulgaria,2006-01-01,76.2
BIH,Bosnia and Herzegovina,2006-01-01,83.7
BOL,Bolivia,2006-01-01,346.4
BRA,Brazil,2006-01-01,71.9
BWA,Botswana,2006-01-01,45.7
CAN,Canada,2006-01-01,91.6
CHE,Switzerland,2006-01-01,94.7
CHL,Chile,2006-01-01,81.5
CHN,China,2006-01-01,61.7
COL,Colombia,2006-01-01,79.0
CRI,Costa Rica,2006-01-01,66.8
CYP,Cyprus,2006-01-01,89.1
CZE,Czech Republic,2006-01-01,92.7
DEU,Germany,2006-01-01,94.6
DNK,Denmark,2006-01-01,90.1
ECU,Equador,2006-01-01,74.6
ESP,Spain,2006-01-01,92.9
EST,Estonia,2006-01-01,79.9
FIN,Finland,2006-01-01,91.6
FRA,France,2006-01-01,93.3
GBR,United Kingdom,2006-01-01,90.2
GRC,Greece,2006-01-01,86.0
GTM,Guatemala,2006-01-01,68.5
HKG,"Hong Kong SAR, China",2006-01-01,72.9
HND,Honduras,2006-01-01,75.7
HRV,Croatia,2006-01-01,86.4
HUN,Hungary,2006-01-01,82.7
IDN,Indonesia,2006-01-01,64.7
IND,India,2006-01-01,73.5
IRL,Ireland,2006-01-01,105.6
IRN,"Iran, Islamic Rep.",2006-01-01,21.7
ISL,Iceland,2006-01-01,70.5
ISR,Israel,2006-01-01,93.0
ITA,Italy,2006-01-01,92.4
JOR,Jordan,2006-01-01,70.5
JPN,Japan,2006-01-01,104.4
KAZ,Kazakhstan,2006-01-01,55.1
KOR,"Korea, Rep.",2006-01-01,88.9
LTU,Lithuania,2006-01-01,81.6
LUX,Luxembourg,2006-01-01,86.0
LVA,Latvia,2006-01-01,78.7
MAC,"Macao SAR, China",2006-01-01,50.4
MEX,Mexico,2006-01-01,78.6
MKD,North Macedonia,2006-01-01,85.5
MLT,Malta,2006-01-01,89.0
NIC,Nicaragua,2006-01-01,98.0
NLD,Netherlands,2006-01-01,94.2
NOR,Norway,2006-01-01,86.2
NZL,New Zealand,2006-01-01,87.2
PHL,Philippines,2006-01-01,69.2
POL,Poland,2006-01-01,86.6
PRT,Portugal,2006-01-01,92.5
PRY,Paraguay,2006-01-01,60.3
QAT,Qatar,2006-01-01,0.0
ROU,Romania,2006-01-01,64.3
RUS,Russian Federation,2006-01-01,27.2
RWA,Rwanda,2006-01-01,49.3
SGP,Singapore,2006-01-01,87.1
SLV,El Salvador,2006-01-01,80.3
SRB,Serbia,2006-01-01,70.7
SVK,Slovakia,2006-01-01,95.1
SVN,Slovenia,2006-01-01,89.1
SWE,Sweden,2006-01-01,90.6
THA,Thailand,2006-01-01,88.0
TUR,"Türkiye, Rep of",2006-01-01,70.6
TWN,"Taiwan, China",2006-01-01,101.6
USA,United States,2006-01-01,92.8
ZAF,South Africa,2006-01-01,71.7
ARG,Argentina,2006-04-01,49.8
AUS,Australia,2006-04-01,84.5
AUT,Austria,2006-04-01,93.2
AZE,Azerbaijan,2006-04-01,107.9
BEL,Belgium,2006-04-01,93.7
BGR,Bulgaria,2006-04-01,78.6
BIH,Bosnia and Herzegovina,2006-04-01,82.2
BOL,Bolivia,2006-04-01,311.8
BRA,Brazil,2006-04-01,72.9
BWA,Botswana,2006-04-01,43.4
CAN,Canada,2006-04-01,92.5
CHE,Switzerland,2006-04-01,95.3
CHL,Chile,2006-04-01,85.3
CHN,China,2006-04-01,63.7
COL,Colombia,2006-04-01,81.1
CRI,Costa Rica,2006-04-01,68.3
CYP,Cyprus,2006-04-01,89.6
CZE,Czech Republic,2006-04-01,92.9
DEU,Germany,2006-04-01,95.0
DNK,Denmark,2006-04-01,90.3
ECU,Equador,2006-04-01,77.3
ESP,Spain,2006-04-01,94.0
EST,Estonia,2006-04-01,80.8
FIN,Finland,2006-04-01,92.1
FRA,France,2006-04-01,93.8
GBR,United Kingdom,2006-04-01,91.3
GRC,Greece,2006-04-01,86.5
GTM,Guatemala,2006-04-01,67.8
HKG,"Hong Kong SAR, China",2006-04-01,73.3
HND,Honduras,2006-04-01,76.9
HRV,Croatia,2006-04-01,87.1
HUN,Hungary,2006-04-01,84.3
IDN,Indonesia,2006-04-01,65.5
IND,India,2006-04-01,75.1
IRL,Ireland,2006-04-01,105.7
IRN,"Iran, Islamic Rep.",2006-04-01,22.0
ISL,Iceland,2006-04-01,72.0
ISR,Israel,2006-04-01,92.3
ITA,Italy,2006-04-01,93.1
JOR,Jordan,2006-04-01,72.8
JPN,Japan,2006-04-01,104.1
KAZ,Kazakhstan,2006-04-01,56.2
KOR,"Korea, Rep.",2006-04-01,88.8
LTU,Lithuania,2006-04-01,82.9
LUX,Luxembourg,2006-04-01,86.6
LVA,Latvia,2006-04-01,81.1
MAC,"Macao SAR, China",2006-04-01,51.4
MEX,Mexico,2006-04-01,80.5
MKD,North Macedonia,2006-04-01,90.3
MLT,Malta,2006-04-01,90.1
NIC,Nicaragua,2006-04-01,99.8
NLD,Netherlands,2006-04-01,94.2
NOR,Norway,2006-04-01,87.8
NZL,New Zealand,2006-04-01,88.9
PHL,Philippines,2006-04-01,69.9
POL,Poland,2006-04-01,86.3
PRT,Portugal,2006-04-01,93.3
PRY,Paraguay,2006-04-01,61.1
QAT,Qatar,2006-04-01,0.0
ROU,Romania,2006-04-01,66.8
RUS,Russian Federation,2006-04-01,27.0
RWA,Rwanda,2006-04-01,51.8
SGP,Singapore,2006-04-01,87.8
SLV,El Salvador,2006-04-01,80.6
SRB,Serbia,2006-04-01,73.2
SVK,Slovakia,2006-04-01,96.6
SVN,Slovenia,2006-04-01,89.7
SWE,Sweden,2006-04-01,91.0
THA,Thailand,2006-04-01,88.4
TUR,"Türkiye, Rep of",2006-04-01,73.7
TWN,"Taiwan, China",2006-04-01,98.1
USA,United States,2006-04-01,93.6
ZAF,South Africa,2006-04-01,73.6
ARG,Argentina,2006-07-01,51.1
AUS,Australia,2006-07-01,85.7
AUT,Austria,2006-07-01,93.8
AZE,Azerbaijan,2006-07-01,116.2
BEL,Belgium,2006-07-01,94.2
BGR,Bulgaria,2006-07-01,80.6
BIH,Bosnia and Herzegovina,2006-07-01,81.4
BOL,Bolivia,2006-07-01,353.7
BRA,Brazil,2006-07-01,75.0
BWA,Botswana,2006-07-01,49.0
CAN,Canada,2006-07-01,93.1
CHE,Switzerland,2006-07-01,95.9
CHL,Chile,2006-07-01,86.0
CHN,China,2006-07-01,63.4
COL,Colombia,2006-07-01,83.0
CRI,Costa Rica,2006-07-01,70.2
CYP,Cyprus,2006-07-01,90.6
CZE,Czech Republic,2006-07-01,94.1
DEU,Germany,2006-07-01,95.0
DNK,Denmark,2006-07-01,90.7
ECU,Equador,2006-07-01,78.2
EGY,"Egypt, Arab Rep.",2006-07-01,37.2
ESP,Spain,2006-07-01,94.8
EST,Estonia,2006-07-01,83.5
FIN,Finland,2006-07-01,92.8
FRA,France,2006-07-01,94.4
GBR,United Kingdom,2006-07-01,92.0
GRC,Greece,2006-07-01,87.0
GTM,Guatemala,2006-07-01,68.6
HKG,"Hong Kong SAR, China",2006-07-01,72.6
HND,Honduras,2006-07-01,76.8
HRV,Croatia,2006-07-01,87.6
HUN,Hungary,2006-07-01,86.0
