Country Code,Country,Date,Producer_Price_Inflation
FRA,France,2002-01-01,0.5
GBR,United Kingdom,2002-01-01,-0.4
GEO,Georgia,2002-01-01,6.3
GRC,Greece,2002-01-01,0.2
HKG,"Hong Kong SAR, China",2002-01-01,-2.7
HRV,Croatia,2002-01-01,-0.4
HUN,Hungary,2002-01-01,-0.2
IND,India,2002-01-01,2.4
IRL,Ireland,2002-01-01,-1.1
IRN,"Iran, Islamic Rep.",2002-01-01,11.9
ISR,Israel,2002-01-01,3.9
ITA,Italy,2002-01-01,0.1
JPN,Japan,2002-01-01,-2.1
KAZ,Kazakhstan,2002-01-01,0.2
KGZ,Kyrgyz Republic,2002-01-01,5.3
KOR,"Korea, Rep.",2002-01-01,0.2
LTU,Lithuania,2002-01-01,-2.7
LUX,Luxembourg,2002-01-01,-1.0
LVA,Latvia,2002-01-01,0.4
MEX,Mexico,2002-01-01,5.1
MKD,North Macedonia,2002-01-01,-0.8
MLT,Malta,2002-01-01,-2.3
MNE,Montenegro,2002-01-01,7.4
MYS,Malaysia,2002-01-01,-0.8
NLD,Netherlands,2002-01-01,-1.3
NOR,Norway,2002-01-01,-3.3
NZL,New Zealand,2002-01-01,0.1
PER,Peru,2002-01-01,-1.0
PHL,Philippines,2002-01-01,2.0
POL,Poland,2002-01-01,1.2
PRT,Portugal,2002-01-01,0.5
PRY,Paraguay,2002-01-01,19.9
ROU,Romania,2002-01-01,23.1
RUS,Russian Federation,2002-01-01,10.4
SGP,Singapore,2002-01-01,-6.9
SLV,El Salvador,2002-01-01,-2.0
SRB,Serbia,2002-01-01,10.7
SVK,Slovakia,2002-01-01,2.1
SVN,Slovenia,2002-01-01,3.6
SWE,Sweden,2002-01-01,-0.1
THA,Thailand,2002-01-01,1.7
TJK,Tajikistan,2002-01-01,9.3
TTO,Trinidad and Tobago,2002-01-01,0.6
TUN,Tunisia,2002-01-01,3.1
TUR,Turkey,2002-01-01,50.1
TWN,"Taiwan, China",2002-01-01,0.0
UKR,Ukraine,2002-01-01,3.1
URY,Uruguay,2002-01-01,31.9
USA,United States,2002-01-01,-2.3
ZAF,South Africa,2002-01-01,0.2
ARG,Argentina,2003-01-01,19.6
ARM,Armenia,2003-01-01,8.9
AUS,Australia,2003-01-01,-1.2
AUT,Austria,2003-01-01,-0.1
BEL,Belgium,2003-01-01,-1.2
BGR,Bulgaria,2003-01-01,4.9
BLR,Belarus,2003-01-01,3.0
BRA,Brazil,2003-01-01,27.6
CAF,Central African Republic,2003-01-01,3.8
CAN,Canada,2003-01-01,-1.2
CHE,Switzerland,2003-01-01,-0.7
CHN,China,2003-01-01,2.3
COL,Colombia,2003-01-01,9.1
CRI,Costa Rica,2003-01-01,11.7
CYP,Cyprus,2003-01-01,3.2
CZE,Czech Republic,2003-01-01,-0.3
DEU,Germany,2003-01-01,3.0
DNK,Denmark,2003-01-01,-0.4
DZA,Algeria,2003-01-01,3.8
ECU,Ecuador,2003-01-01,2.9
ESP,Spain,2003-01-01,0.7
EST,Estonia,2003-01-01,0.2
FIN,Finland,2003-01-01,-0.1
FRA,France,2003-01-01,0.6
GBR,United Kingdom,2003-01-01,0.2
GEO,Georgia,2003-01-01,3.3
GRC,Greece,2003-01-01,-1.2
HKG,"Hong Kong SAR, China",2003-01-01,-0.3
HRV,Croatia,2003-01-01,1.3
HUN,Hungary,2003-01-01,1.8
IND,India,2003-01-01,5.3
IRL,Ireland,2003-01-01,-8.1
IRN,"Iran, Islamic Rep.",2003-01-01,16.0
ISR,Israel,2003-01-01,4.3
ITA,Italy,2003-01-01,0.9
JOR,Jordan,2003-01-01,2.6
JPN,Japan,2003-01-01,-0.8
KAZ,Kazakhstan,2003-01-01,9.3
KGZ,Kyrgyz Republic,2003-01-01,5.6
KOR,"Korea, Rep.",2003-01-01,-1.2
LTU,Lithuania,2003-01-01,-0.6
LUX,Luxembourg,2003-01-01,0.9
LVA,Latvia,2003-01-01,3.4
MEX,Mexico,2003-01-01,8.3
MKD,North Macedonia,2003-01-01,0.0
MLT,Malta,2003-01-01,-5.3
MNE,Montenegro,2003-01-01,4.7
MYS,Malaysia,2003-01-01,4.6
NLD,Netherlands,2003-01-01,0.7
NOR,Norway,2003-01-01,3.6
NZL,New Zealand,2003-01-01,-0.8
PAK,Pakistan,2003-01-01,6.5
PER,Peru,2003-01-01,1.7
PHL,Philippines,2003-01-01,8.6
POL,Poland,2003-01-01,2.7
PRT,Portugal,2003-01-01,1.0
PRY,Paraguay,2003-01-01,26.5
ROU,Romania,2003-01-01,19.5
RUS,Russian Federation,2003-01-01,16.4
SGP,Singapore,2003-01-01,-0.8
SLV,El Salvador,2003-01-01,3.0
SRB,Serbia,2003-01-01,5.9
SVK,Slovakia,2003-01-01,6.3
SVN,Slovenia,2003-01-01,1.2
SWE,Sweden,2003-01-01,0.0
THA,Thailand,2003-01-01,4.0
TJK,Tajikistan,2003-01-01,15.3
TTO,Trinidad and Tobago,2003-01-01,0.8
TUN,Tunisia,2003-01-01,2.4
TUR,Turkey,2003-01-01,22.7
TWN,"Taiwan, China",2003-01-01,2.5
UKR,Ukraine,2003-01-01,7.7
URY,Uruguay,2003-01-01,38.9
USA,United States,2003-01-01,5.3
ZAF,South Africa,2003-01-01,-1.2
ARG,Argentina,2004-01-01,7.7
ARM,Armenia,2004-01-01,21.0
AUS,Australia,2004-01-01,7.7
AUT,Austria,2004-01-01,1.7
BEL,Belgium,2004-01-01,7.7
BGR,Bulgaria,2004-01-01,6.0
BLR,Belarus,2004-01-01,1.2
BRA,Brazil,2004-01-01,10.5
CAF,Central African Republic,2004-01-01,-0.5
CAN,Canada,2004-01-01,3.2
CHE,Switzerland,2004-01-01,0.7
CHN,China,2004-01-01,6.1
COL,Colombia,2004-01-01,5.2
CRI,Costa Rica,2004-01-01,16.7
CYP,Cyprus,2004-01-01,4.0
CZE,Czech Republic,2004-01-01,5.7
DEU,Germany,2004-01-01,1.2
DNK,Denmark,2004-01-01,2.4
DZA,Algeria,2004-01-01,4.4
ECU,Ecuador,2004-01-01,5.4
ESP,Spain,2004-01-01,3.2
EST,Estonia,2004-01-01,2.9
FIN,Finland,2004-01-01,1.6
FRA,France,2004-01-01,1.9
GBR,United Kingdom,2004-01-01,2.6
GEO,Georgia,2004-01-01,4.6
GRC,Greece,2004-01-01,7.7
HKG,"Hong Kong SAR, China",2004-01-01,2.2
HRV,Croatia,2004-01-01,3.4
HUN,Hungary,2004-01-01,4.0
IND,India,2004-01-01,6.2
IRL,Ireland,2004-01-01,-2.4
IRN,"Iran, Islamic Rep.",2004-01-01,16.4
ISR,Israel,2004-01-01,5.4
ITA,Italy,2004-01-01,2.3
JOR,Jordan,2004-01-01,6.0
JPN,Japan,2004-01-01,1.3
KAZ,Kazakhstan,2004-01-01,16.7
KGZ,Kyrgyz Republic,2004-01-01,8.8
KOR,"Korea, Rep.",2004-01-01,7.7
LTU,Lithuania,2004-01-01,5.9
LUX,Luxembourg,2004-01-01,10.2
LVA,Latvia,2004-01-01,8.1
MEX,Mexico,2004-01-01,8.0
MKD,North Macedonia,2004-01-01,0.9
MLT,Malta,2004-01-01,-3.3
MNE,Montenegro,2004-01-01,6.3
MYS,Malaysia,2004-01-01,7.0
NLD,Netherlands,2004-01-01,3.8
NOR,Norway,2004-01-01,11.7
NZL,New Zealand,2004-01-01,1.9
PAK,Pakistan,2004-01-01,8.4
PER,Peru,2004-01-01,5.2
PHL,Philippines,2004-01-01,12.0
POL,Poland,2004-01-01,7.1
PRT,Portugal,2004-01-01,2.6
PRY,Paraguay,2004-01-01,5.8
ROU,Romania,2004-01-01,19.1
RUS,Russian Federation,2004-01-01,23.4
SGP,Singapore,2004-01-01,4.6
SLV,El Salvador,2004-01-01,6.6
SRB,Serbia,2004-01-01,9.5
SVK,Slovakia,2004-01-01,1.8
SVN,Slovenia,2004-01-01,2.6
SWE,Sweden,2004-01-01,0.7
THA,Thailand,2004-01-01,6.7
TJK,Tajikistan,2004-01-01,16.4
TTO,Trinidad and Tobago,2004-01-01,3.5
TUN,Tunisia,2004-01-01,2.8
TUR,Turkey,2004-01-01,14.6
TWN,"Taiwan, China",2004-01-01,7.0
UKR,Ukraine,2004-01-01,20.3
URY,Uruguay,2004-01-01,14.7
USA,United States,2004-01-01,6.2
ZAF,South Africa,2004-01-01,7.7
ARG,Argentina,2005-01-01,8.5
ARM,Armenia,2005-01-01,7.6
AUS,Australia,2005-01-01,6.0
AUT,Austria,2005-01-01,3.1
BEL,Belgium,2005-01-01,6.0
BGR,Bulgaria,2005-01-01,8.1
BLR,Belarus,2005-01-01,3.2
BRA,Brazil,2005-01-01,5.6
CAF,Central African Republic,2005-01-01,2.2
CAN,Canada,2005-01-01,1.6
CHE,Switzerland,2005-01-01,1.1
CHL,Chile,2005-01-01,11.0
CHN,China,2005-01-01,5.3
COL,Colombia,2005-01-01,3.1
CRI,Costa Rica,2005-01-01,15.3
CYP,Cyprus,2005-01-01,5.2
CZE,Czech Republic,2005-01-01,3.0
DEU,Germany,2005-01-01,3.2
DNK,Denmark,2005-01-01,7.9
DZA,Algeria,2005-01-01,3.5
ECU,Ecuador,2005-01-01,4.2
ESP,Spain,2005-01-01,4.5
EST,Estonia,2005-01-01,2.1
FIN,Finland,2005-01-01,3.8
FRA,France,2005-01-01,3.0
GBR,United Kingdom,2005-01-01,7.9
GEO,Georgia,2005-01-01,7.5
GRC,Greece,2005-01-01,6.0
HKG,"Hong Kong SAR, China",2005-01-01,0.8
HRV,Croatia,2005-01-01,4.3
HUN,Hungary,2005-01-01,4.2
IND,India,2005-01-01,4.6
IRL,Ireland,2005-01-01,-0.5
IRN,"Iran, Islamic Rep.",2005-01-01,11.2
ISR,Israel,2005-01-01,6.2
ITA,Italy,2005-01-01,3.5
JOR,Jordan,2005-01-01,9.5
JPN,Japan,2005-01-01,1.7
KAZ,Kazakhstan,2005-01-01,23.7
KGZ,Kyrgyz Republic,2005-01-01,3.1
KOR,"Korea, Rep.",2005-01-01,6.0
LTU,Lithuania,2005-01-01,11.6
LUX,Luxembourg,2005-01-01,6.2
LVA,Latvia,2005-01-01,7.9
MAR,Morocco,2005-01-01,9.1
MEX,Mexico,2005-01-01,4.7
MKD,North Macedonia,2005-01-01,3.2
MLT,Malta,2005-01-01,-0.6
MNE,Montenegro,2005-01-01,2.0
MYS,Malaysia,2005-01-01,6.9
NLD,Netherlands,2005-01-01,6.4
NOR,Norway,2005-01-01,16.5
NZL,New Zealand,2005-01-01,4.7
PAK,Pakistan,2005-01-01,8.7
PER,Peru,2005-01-01,2.3
PHL,Philippines,2005-01-01,9.0
POL,Poland,2005-01-01,0.7
PRT,Portugal,2005-01-01,5.1
PRY,Paraguay,2005-01-01,9.0
ROU,Romania,2005-01-01,7.6
RUS,Russian Federation,2005-01-01,20.6
SGP,Singapore,2005-01-01,5.7
SLV,El Salvador,2005-01-01,9.1
SRB,Serbia,2005-01-01,11.9
SVK,Slovakia,2005-01-01,3.5
SVN,Slovenia,2005-01-01,1.9
SWE,Sweden,2005-01-01,4.0
THA,Thailand,2005-01-01,9.2
TJK,Tajikistan,2005-01-01,7.5
TTO,Trinidad and Tobago,2005-01-01,2.3
TUN,Tunisia,2005-01-01,4.1
TUR,Turkey,2005-01-01,5.9
TWN,"Taiwan, China",2005-01-01,0.6
UKR,Ukraine,2005-01-01,16.7
URY,Uruguay,2005-01-01,-2.6
USA,United States,2005-01-01,7.3
ZAF,South Africa,2005-01-01,6.0
ALB,Albania,2006-01-01,0.8
ARG,Argentina,2006-01-01,10.9
ARM,Armenia,2006-01-01,0.9
AUS,Australia,2006-01-01,6.1
AUT,Austria,2006-01-01,1.7
BEL,Belgium,2006-01-01,6.1
BGR,Bulgaria,2006-01-01,12.9
BLR,Belarus,2006-01-01,4.0
BRA,Brazil,2006-01-01,0.8
CAN,Canada,2006-01-01,2.3
CHE,Switzerland,2006-01-01,2.0
CHL,Chile,2006-01-01,17.3
CHN,China,2006-01-01,3.6
COL,Colombia,2006-01-01,4.2
CRI,Costa Rica,2006-01-01,13.9
CYP,Cyprus,2006-01-01,5.1
CZE,Czech Republic,2006-01-01,1.6
DEU,Germany,2006-01-01,4.0
DNK,Denmark,2006-01-01,7.5
DZA,Algeria,2006-01-01,2.4
ECU,Ecuador,2006-01-01,3.1
ESP,Spain,2006-01-01,5.1
EST,Estonia,2006-01-01,4.4
FIN,Finland,2006-01-01,5.7
FRA,France,2006-01-01,3.2
GBR,United Kingdom,2006-01-01,6.4
GEO,Georgia,2006-01-01,10.8
GRC,Greece,2006-01-01,6.1
HKG,"Hong Kong SAR, China",2006-01-01,2.3
HRV,Croatia,2006-01-01,1.5
HUN,Hungary,2006-01-01,7.4
IND,India,2006-01-01,6.0
IRL,Ireland,2006-01-01,0.8
IRN,"Iran, Islamic Rep.",2006-01-01,9.5
ISR,Israel,2006-01-01,5.7
ITA,Italy,2006-01-01,4.5
JAM,Jamaica,2006-01-01,13.8
JOR,Jordan,2006-01-01,15.8
JPN,Japan,2006-01-01,2.2
KAZ,Kazakhstan,2006-01-01,18.4
KGZ,Kyrgyz Republic,2006-01-01,15.9
KOR,"Korea, Rep.",2006-01-01,6.1
LTU,Lithuania,2006-01-01,7.4
LUX,Luxembourg,2006-01-01,6.3
LVA,Latvia,2006-01-01,10.2
MAR,Morocco,2006-01-01,5.9
MEX,Mexico,2006-01-01,5.6
MKD,North Macedonia,2006-01-01,6.8
MLT,Malta,2006-01-01,5.8
MNE,Montenegro,2006-01-01,3.7
MYS,Malaysia,2006-01-01,5.3
NLD,Netherlands,2006-01-01,5.2
NOR,Norway,2006-01-01,12.8
NZL,New Zealand,2006-01-01,6.2
PAK,Pakistan,2006-01-01,8.5
PER,Peru,2006-01-01,3.2
PHL,Philippines,2006-01-01,11.2
POL,Poland,2006-01-01,2.2
PRT,Portugal,2006-01-01,4.9
PRY,Paraguay,2006-01-01,7.1
ROU,Romania,2006-01-01,6.7
RUS,Russian Federation,2006-01-01,12.4
SGP,Singapore,2006-01-01,2.4
SLV,El Salvador,2006-01-01,4.7
SRB,Serbia,2006-01-01,12.2
SVK,Slovakia,2006-01-01,3.3
SVN,Slovenia,2006-01-01,2.3
SWE,Sweden,2006-01-01,5.1
THA,Thailand,2006-01-01,7.1
TJK,Tajikistan,2006-01-01,42.7
TTO,Trinidad and Tobago,2006-01-01,4.6
TUN,Tunisia,2006-01-01,7.3
TUR,Turkey,2006-01-01,8.3
TWN,"Taiwan, China",2006-01-01,5.6
UKR,Ukraine,2006-01-01,9.5
URY,Uruguay,2006-01-01,5.9
USA,United States,2006-01-01,4.7
ZAF,South Africa,2006-01-01,6.1
ALB,Albania,2007-01-01,3.5
ARG,Argentina,2007-01-01,11.8
ARM,Armenia,2007-01-01,0.6
AUS,Australia,2007-01-01,2.3
AUT,Austria,2007-01-01,2.8
AZE,Azerbaijan,2007-01-01,17.7
BEL,Belgium,2007-01-01,2.3
BGR,Bulgaria,2007-01-01,7.6
BLR,Belarus,2007-01-01,1.2
BRA,Brazil,2007-01-01,5.6
CAN,Canada,2007-01-01,1.5
CHE,Switzerland,2007-01-01,2.3
CHL,Chile,2007-01-01,6.7
CHN,China,2007-01-01,3.3
COL,Colombia,2007-01-01,1.0
CRI,Costa Rica,2007-01-01,13.9
CYP,Cyprus,2007-01-01,3.3
CZE,Czech Republic,2007-01-01,4.2
DEU,Germany,2007-01-01,1.2
DNK,Denmark,2007-01-01,1.9
DZA,Algeria,2007-01-01,3.1
ECU,Ecuador,2007-01-01,7.8
EGY,"Egypt, Arab Rep.",2007-01-01,8.9
ESP,Spain,2007-01-01,3.2
EST,Estonia,2007-01-01,8.3
FIN,Finland,2007-01-01,4.0
FRA,France,2007-01-01,2.1
GBR,United Kingdom,2007-01-01,1.6
GEO,Georgia,2007-01-01,11.6
GRC,Greece,2007-01-01,2.3
HKG,"Hong Kong SAR, China",2007-01-01,3.0
HRV,Croatia,2007-01-01,3.7
HUN,Hungary,2007-01-01,0.8
IND,India,2007-01-01,4.9
IRL,Ireland,2007-01-01,-2.0
IRN,"Iran, Islamic Rep.",2007-01-01,14.7
ISL,Iceland,2007-01-01,1.8
ISR,Israel,2007-01-01,3.5
ITA,Italy,2007-01-01,3.0
JAM,Jamaica,2007-01-01,13.5
JOR,Jordan,2007-01-01,9.1
JPN,Japan,2007-01-01,1.7
KAZ,Kazakhstan,2007-01-01,12.4
KGZ,Kyrgyz Republic,2007-01-01,11.8
KOR,"Korea, Rep.",2007-01-01,2.3
LTU,Lithuania,2007-01-01,6.9
LUX,Luxembourg,2007-01-01,5.9
LVA,Latvia,2007-01-01,16.1
MAR,Morocco,2007-01-01,1.8
MEX,Mexico,2007-01-01,4.4
MKD,North Macedonia,2007-01-01,2.5
MLT,Malta,2007-01-01,-4.8
MNE,Montenegro,2007-01-01,8.7
MYS,Malaysia,2007-01-01,5.5
NIC,Nicaragua,2007-01-01,12.0
NLD,Netherlands,2007-01-01,5.0
NOR,Norway,2007-01-01,0.0
NZL,New Zealand,2007-01-01,2.4
PAK,Pakistan,2007-01-01,8.2
PER,Peru,2007-01-01,2.5
PHL,Philippines,2007-01-01,-0.7
POL,Poland,2007-01-01,2.2
PRT,Portugal,2007-01-01,2.3
PRY,Paraguay,2007-01-01,3.7
ROU,Romania,2007-01-01,6.4
RUS,Russian Federation,2007-01-01,14.1
SGP,Singapore,2007-01-01,-1.6
SLV,El Salvador,2007-01-01,4.7
SRB,Serbia,2007-01-01,6.2
SVK,Slovakia,2007-01-01,-1.2
SVN,Slovenia,2007-01-01,4.2
SWE,Sweden,2007-01-01,3.7
THA,Thailand,2007-01-01,3.2
TJK,Tajikistan,2007-01-01,21.8
TTO,Trinidad and Tobago,2007-01-01,6.9
TUN,Tunisia,2007-01-01,3.2
TUR,Turkey,2007-01-01,6.3
TWN,"Taiwan, China",2007-01-01,6.5
UKR,Ukraine,2007-01-01,19.5
URY,Uruguay,2007-01-01,11.8
USA,United States,2007-01-01,4.8
ZAF,South Africa,2007-01-01,2.3
ALB,Albania,2008-01-01,6.5
ARG,Argentina,2008-01-01,14.5
ARM,Armenia,2008-01-01,3.3
AUS,Australia,2008-01-01,8.1
AUT,Austria,2008-01-01,3.5
AZE,Azerbaijan,2008-01-01,23.4
BEL,Belgium,2008-01-01,8.1
BGR,Bulgaria,2008-01-01,10.3
BLR,Belarus,2008-01-01,4.1
BRA,Brazil,2008-01-01,13.7
CAN,Canada,2008-01-01,4.4
CHE,Switzerland,2008-01-01,3.0
CHL,Chile,2008-01-01,10.5
CHN,China,2008-01-01,7.3
COL,Colombia,2008-01-01,7.2
CRI,Costa Rica,2008-01-01,25.4
CYP,Cyprus,2008-01-01,10.9
CZE,Czech Republic,2008-01-01,4.2
DEU,Germany,2008-01-01,4.1
DNK,Denmark,2008-01-01,12.7
DZA,Algeria,2008-01-01,9.3
ECU,Ecuador,2008-01-01,11.8
EGY,"Egypt, Arab Rep.",2008-01-01,21.1
ESP,Spain,2008-01-01,5.7
EST,Estonia,2008-01-01,7.0
FIN,Finland,2008-01-01,5.6
FRA,France,2008-01-01,4.6
GBR,United Kingdom,2008-01-01,14.7
GEO,Georgia,2008-01-01,9.8
GHA,Ghana,2008-01-01,31.8
GRC,Greece,2008-01-01,8.1
HKG,"Hong Kong SAR, China",2008-01-01,5.6
HRV,Croatia,2008-01-01,6.8
HUN,Hungary,2008-01-01,5.6
IND,India,2008-01-01,8.7
IRL,Ireland,2008-01-01,-1.4
IRN,"Iran, Islamic Rep.",2008-01-01,20.6
ISL,Iceland,2008-01-01,31.0
ISR,Israel,2008-01-01,9.6
ITA,Italy,2008-01-01,5.1
JAM,Jamaica,2008-01-01,23.6
JOR,Jordan,2008-01-01,56.2
JPN,Japan,2008-01-01,4.6
KAZ,Kazakhstan,2008-01-01,36.8
KGZ,Kyrgyz Republic,2008-01-01,25.3
KOR,"Korea, Rep.",2008-01-01,8.1
LTU,Lithuania,2008-01-01,18.2
LUX,Luxembourg,2008-01-01,6.1
LVA,Latvia,2008-01-01,11.7
MAR,Morocco,2008-01-01,18.0
MEX,Mexico,2008-01-01,7.1
MKD,North Macedonia,2008-01-01,10.1
MLT,Malta,2008-01-01,-1.2
MNE,Montenegro,2008-01-01,16.0
MUS,Mauritius,2008-01-01,15.0
MYS,Malaysia,2008-01-01,10.2
NIC,Nicaragua,2008-01-01,21.7
NLD,Netherlands,2008-01-01,7.4
NOR,Norway,2008-01-01,22.8
NZL,New Zealand,2008-01-01,10.7
OMN,Oman,2008-01-01,36.3
PAK,Pakistan,2008-01-01,24.0
PER,Peru,2008-01-01,8.9
PHL,Philippines,2008-01-01,4.1
POL,Poland,2008-01-01,2.2
PRT,Portugal,2008-01-01,4.8
PRY,Paraguay,2008-01-01,13.0
ROU,Romania,2008-01-01,12.7
RUS,Russian Federation,2008-01-01,21.4
SGP,Singapore,2008-01-01,3.4
SLV,El Salvador,2008-01-01,16.6
SRB,Serbia,2008-01-01,13.0
SVK,Slovakia,2008-01-01,2.2
SVN,Slovenia,2008-01-01,3.8
SWE,Sweden,2008-01-01,4.4
THA,Thailand,2008-01-01,12.4
TJK,Tajikistan,2008-01-01,20.8
TTO,Trinidad and Tobago,2008-01-01,9.9
TUN,Tunisia,2008-01-01,11.7
TUR,Turkey,2008-01-01,12.7
TWN,"Taiwan, China",2008-01-01,5.1
UKR,Ukraine,2008-01-01,35.6
URY,Uruguay,2008-01-01,16.9
USA,United States,2008-01-01,9.8
ZAF,South Africa,2008-01-01,8.1
ALB,Albania,2009-01-01,-1.7
ARG,Argentina,2009-01-01,6.3
ARM,Armenia,2009-01-01,7.1
AUS,Australia,2009-01-01,-5.5
AUT,Austria,2009-01-01,-1.6
AZE,Azerbaijan,2009-01-01,-19.4
BEL,Belgium,2009-01-01,-5.5
BGR,Bulgaria,2009-01-01,-6.9
BIH,Bosnia and Herzegovina,2009-01-01,8.6
BLR,Belarus,2009-01-01,-3.3
BRA,Brazil,2009-01-01,-0.2
CAN,Canada,2009-01-01,-3.5
CHE,Switzerland,2009-01-01,-1.5
CHL,Chile,2009-01-01,5.7
CHN,China,2009-01-01,-5.1
COL,Colombia,2009-01-01,1.9
CRI,Costa Rica,2009-01-01,1.7
CYP,Cyprus,2009-01-01,-1.7
CZE,Czech Republic,2009-01-01,-3.1
DEU,Germany,2009-01-01,-3.3
DNK,Denmark,2009-01-01,-10.4
DZA,Algeria,2009-01-01,3.4
ECU,Ecuador,2009-01-01,-0.4
EGY,"Egypt, Arab Rep.",2009-01-01,-5.6
ESP,Spain,2009-01-01,-3.3
EST,Estonia,2009-01-01,-0.6
ETH,Ethiopia,2009-01-01,-3.2
FIN,Finland,2009-01-01,-6.4
FRA,France,2009-01-01,-4.7
GBR,United Kingdom,2009-01-01,-0.6
GEO,Georgia,2009-01-01,-5.5
GHA,Ghana,2009-01-01,15.5
GRC,Greece,2009-01-01,-5.5
HKG,"Hong Kong SAR, China",2009-01-01,-1.7
HRV,Croatia,2009-01-01,-2.3
HUN,Hungary,2009-01-01,4.5
IND,India,2009-01-01,2.4
IRL,Ireland,2009-01-01,0.4
IRN,"Iran, Islamic Rep.",2009-01-01,9.1
ISL,Iceland,2009-01-01,11.3
ISR,Israel,2009-01-01,-6.3
ITA,Italy,2009-01-01,-4.7
JAM,Jamaica,2009-01-01,9.1
JOR,Jordan,2009-01-01,-16.7
JPN,Japan,2009-01-01,-5.3
KAZ,Kazakhstan,2009-01-01,-22.1
KGZ,Kyrgyz Republic,2009-01-01,11.3
KOR,"Korea, Rep.",2009-01-01,-5.5
LTU,Lithuania,2009-01-01,-13.5
LUX,Luxembourg,2009-01-01,-9.9
LVA,Latvia,2009-01-01,-4.2
MAR,Morocco,2009-01-01,-15.1
MEX,Mexico,2009-01-01,4.5
MKD,North Macedonia,2009-01-01,-7.2
MLT,Malta,2009-01-01,-1.2
MNE,Montenegro,2009-01-01,-5.4
MUS,Mauritius,2009-01-01,-3.5
MYS,Malaysia,2009-01-01,-7.3
NIC,Nicaragua,2009-01-01,-2.3
NLD,Netherlands,2009-01-01,-11.6
NOR,Norway,2009-01-01,-0.8
NZL,New Zealand,2009-01-01,-1.5
OMN,Oman,2009-01-01,-30.0
PAK,Pakistan,2009-01-01,9.8
PER,Peru,2009-01-01,-1.8
PHL,Philippines,2009-01-01,-1.4
POL,Poland,2009-01-01,3.4
PRT,Portugal,2009-01-01,-6.3
PRY,Paraguay,2009-01-01,-0.3
ROU,Romania,2009-01-01,2.5
RUS,Russian Federation,2009-01-01,-7.2
SEN,Senegal,2009-01-01,0.1
SGP,Singapore,2009-01-01,-13.4
SLV,El Salvador,2009-01-01,-11.6
SRB,Serbia,2009-01-01,5.6
SVK,Slovakia,2009-01-01,-6.9
SVN,Slovenia,2009-01-01,-1.3
SWE,Sweden,2009-01-01,1.1
THA,Thailand,2009-01-01,-3.8
TJK,Tajikistan,2009-01-01,-3.4
TTO,Trinidad and Tobago,2009-01-01,4.4
TUN,Tunisia,2009-01-01,2.9
TUR,Turkey,2009-01-01,1.2
TWN,"Taiwan, China",2009-01-01,-8.7
UKR,Ukraine,2009-01-01,6.6
URY,Uruguay,2009-01-01,2.1
USA,United States,2009-01-01,-8.8
VEN,"Venezuela, RB",2009-01-01,50.0
ZAF,South Africa,2009-01-01,-5.5
ALB,Albania,2010-01-01,0.3
ARG,Argentina,2010-01-01,15.1
ARM,Armenia,2010-01-01,22.6
AUS,Australia,2010-01-01,7.1
AUT,Austria,2010-01-01,2.7
AZE,Azerbaijan,2010-01-01,36.4
BEL,Belgium,2010-01-01,7.1
BGR,Bulgaria,2010-01-01,8.9
BIH,Bosnia and Herzegovina,2010-01-01,-3.3
BLR,Belarus,2010-01-01,1.8
BRA,Brazil,2010-01-01,5.7
CAN,Canada,2010-01-01,1.5
CHE,Switzerland,2010-01-01,-0.2
CHL,Chile,2010-01-01,23.0
CHN,China,2010-01-01,6.3
COL,Colombia,2010-01-01,-0.9
CRI,Costa Rica,2010-01-01,3.0
CYP,Cyprus,2010-01-01,3.7
CZE,Czech Republic,2010-01-01,1.2
DEU,Germany,2010-01-01,1.8
DNK,Denmark,2010-01-01,7.4
DZA,Algeria,2010-01-01,3.1
ECU,Ecuador,2010-01-01,6.1
EGY,"Egypt, Arab Rep.",2010-01-01,12.7
ESP,Spain,2010-01-01,4.0
EST,Estonia,2010-01-01,3.3
ETH,Ethiopia,2010-01-01,-2.0
FIN,Finland,2010-01-01,4.2
FRA,France,2010-01-01,2.5
GBR,United Kingdom,2010-01-01,4.8
GEO,Georgia,2010-01-01,11.3
GHA,Ghana,2010-01-01,18.6
GMB,"Gambia, The",2010-01-01,9.9
GRC,Greece,2010-01-01,7.1
HKG,"Hong Kong SAR, China",2010-01-01,6.0
HRV,Croatia,2010-01-01,4.2
HUN,Hungary,2010-01-01,3.7
IND,India,2010-01-01,9.6
IRL,Ireland,2010-01-01,-0.3
IRN,"Iran, Islamic Rep.",2010-01-01,10.4
ISL,Iceland,2010-01-01,11.8
ISR,Israel,2010-01-01,4.0
ITA,Italy,2010-01-01,2.9
JAM,Jamaica,2010-01-01,8.6
JOR,Jordan,2010-01-01,-2.4
JPN,Japan,2010-01-01,-0.6
KAZ,Kazakhstan,2010-01-01,25.2
KGZ,Kyrgyz Republic,2010-01-01,23.1
KOR,"Korea, Rep.",2010-01-01,7.1
LTU,Lithuania,2010-01-01,10.3
LUX,Luxembourg,2010-01-01,5.2
LVA,Latvia,2010-01-01,2.8
MAR,Morocco,2010-01-01,6.4
MEX,Mexico,2010-01-01,4.2
MKD,North Macedonia,2010-01-01,11.7
MLT,Malta,2010-01-01,1.3
MNE,Montenegro,2010-01-01,-0.5
MUS,Mauritius,2010-01-01,2.5
MYS,Malaysia,2010-01-01,6.0
